citation_id;V_H1;V_H2;V_H3;V_H4;V_H5;V_H6;V_H7;Dolpin;Mixtral;Qwen2.5;Llama3
22;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
23;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
24;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
25;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
26;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
27;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
28;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
29;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
30;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
31;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
32;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
33;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
34;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
35;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
36;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE
37;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE
38;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE
39;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
40;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
41;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
42;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
43;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
44;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
45;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
46;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
47;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE
48;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
49;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
50;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
51;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE
52;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE
53;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
54;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
55;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
56;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
57;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
58;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
59;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE
60;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
61;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
62;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
63;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
64;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
65;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
66;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
67;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
68;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;;FALSE;TRUE;FALSE;TRUE
69;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
70;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
71;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
72;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
73;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
74;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
75;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
76;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
77;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
78;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
79;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;FALSE
80;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
81;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
82;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
83;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
84;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
85;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
86;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
87;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;;TRUE;FALSE;FALSE;TRUE
88;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
89;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
90;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
91;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE
92;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
93;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;TRUE;FALSE;FALSE;TRUE
94;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;FALSE
95;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
96;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
97;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
98;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
99;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
100;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
101;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;TRUE;FALSE;TRUE
102;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
103;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE
104;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
105;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
106;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;TRUE;FALSE;TRUE
107;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;TRUE
108;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;TRUE
109;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;TRUE;FALSE;FALSE;TRUE
110;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
111;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;TRUE;TRUE;FALSE;TRUE
112;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;TRUE;FALSE;FALSE;TRUE
113;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
114;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
115;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
116;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;;TRUE;TRUE;FALSE;TRUE
117;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
118;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
119;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
120;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE
121;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;TRUE
122;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;TRUE;FALSE;TRUE
123;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;FALSE
124;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
125;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
126;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
127;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
128;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
129;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
130;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
131;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
132;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;;TRUE;TRUE;FALSE;TRUE
133;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
134;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
135;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
136;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE
137;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
138;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
139;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
140;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;TRUE
141;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
142;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
143;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
144;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
145;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;TRUE;FALSE;TRUE
146;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
147;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
148;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
149;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;TRUE
150;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
151;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
152;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;TRUE;FALSE;FALSE;FALSE
153;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE
154;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;TRUE;FALSE;FALSE;TRUE
155;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE
156;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;TRUE;FALSE;FALSE;FALSE
157;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE
158;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE
159;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
160;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
161;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
162;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;TRUE;FALSE;FALSE;FALSE
163;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;TRUE;FALSE;FALSE;TRUE
164;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
165;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
166;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE
167;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;TRUE
168;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;TRUE
169;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
170;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
171;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
172;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;TRUE;FALSE;TRUE
173;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
174;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;TRUE;FALSE;FALSE;TRUE
175;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
176;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE
177;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE
178;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;;TRUE;FALSE;FALSE;FALSE
179;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
180;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
181;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
182;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
183;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;;FALSE;TRUE;FALSE;TRUE
184;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
185;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
186;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
187;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
188;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
189;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;TRUE
190;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
191;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
192;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;;TRUE;TRUE;FALSE;TRUE
193;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;;TRUE;TRUE;FALSE;TRUE
194;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;;TRUE;TRUE;FALSE;TRUE
195;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;TRUE;TRUE;FALSE;TRUE
196;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;;TRUE;TRUE;FALSE;TRUE
197;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
198;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
199;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
200;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
201;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
202;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE
203;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
204;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
205;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
206;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
207;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
208;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
209;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
210;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
211;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE
212;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;;TRUE;FALSE;FALSE;TRUE
213;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
214;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
215;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;FALSE
216;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
217;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
218;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE
219;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
220;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
221;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
222;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE
223;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
224;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;TRUE
225;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;TRUE
226;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
227;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
228;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;TRUE;FALSE;TRUE
229;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
230;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;TRUE
231;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
232;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
233;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
234;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
235;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE
236;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
237;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;;TRUE;TRUE;FALSE;TRUE
238;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;;TRUE;TRUE;FALSE;TRUE
239;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
240;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
241;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;FALSE
242;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;TRUE;FALSE;FALSE;TRUE
243;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
244;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
245;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;TRUE
246;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;;TRUE;TRUE;FALSE;TRUE
247;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE
248;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
249;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
250;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;TRUE
251;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;FALSE
252;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
253;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;FALSE;FALSE;FALSE
254;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;FALSE
255;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;FALSE;TRUE
256;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;TRUE
257;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;;TRUE;FALSE;FALSE;TRUE
