citation_id,source_paragraph,retrieved_paper,retrieved_chunk,retrieved_contexts,relevant,citation_text,reasoning
42,"the unfiltered is the actual collection of drone flight log messages gathered from the two sources mentioned previously. The dataset is split into training and testing with an 80:20 ratio. The summary of the per-class distribution in the dataset is presented in Table 2. B. BASELINES B. BASELINES In this study, an extensive experiment with various types of encoders is conducted to construct strong baselines for performance comparison. Ensuring the objectivity of the comparison, the hyperparameters of these baselines are fine-tuned using grid search on a finite search space, as shown in Table 3. The details of the baseline construction are described in the following subsections. 1) BASELINE FROM DIVERSE SUITABLE ENCODERS The distinction between the baseline and the proposed",Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,The proposed method outperforms the previous baseline model with a 91.348% F1 score.,"["". CONCLUSION remains untested as the training dataset contains only log This paper investigates utilising a multitask learning messages acquired from 82 drone models, mostly from paradigmtoperformmulticlassanomalydetectionondrone DJI. This is one of the main challenges in drone forensics flight log messages. Aligning to the nature of multitask research, where human-readable flight log datasets from learning,weproposetwotargetlabelrepresentations,namely other drone models are unavailable"", "". The proposedmethodoutperformsthepreviousbaselinemodelwitha91.348%F1score.Finally,weconclude theexperimentandmentionseveralfuturedirections. INDEX TERMS Digitalforensics,droneflightlog,droneforensics,logmining,namedentityrecognition, transformerencoder,conditionalrandomfields,infrastructure. I"", "". Mantas and Patsakis [6] data to construct a forensic timeline that consists of the log have attempted to utilize telemetry and dataflash logs to messageandthetimestamp. perform drone forensic investigation by performing UAV To perform NER, two common deep learning modintegritychecks,anomalydetectiononthevisualflightpath, els can be used, either RNN-based or Transformer-based command verification, error reporting, and hardware error models. The latest state-of-the-art include BiLSTM-CRF detection""]",True,"The proposed method achieves a performance improvement over previous baselines, with an F1 score of 91.348% (Mantas and Patsakis, 2023).","This reference discusses the performance of a method related to baseline comparisons in the context of drone flight logs, which aligns with the source paragraph's focus on constructing strong baselines for performance comparison."
43,"PREVIOUS WORKS Among the relevant published studies in the log-based anomaly detection space, sequence-based is one of the most commonly used approaches. Therefore, there are limited relevant references as this study employs a point-based approach. Below are the relevant baselines from previous research: 1) Pylogsentiment is the first study which employs sentiment analysis-based anomaly detection on operat- ing system logs using GRU and GloVe embedding. 2) SentiLog , similar to , use a two-layered BiLSTM and GloVe embedding model to perform anomaly detection on parallel file system logs. 3) TransSentLog is a further development of and uses a two-layered transformer encoder which used two attention heads and GloVe embedding along with integrated gradients to add explainability to the trained model.",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,Performing anomaly detection using a sequence-based approach is commonly conducted by training RNN-based models using a dataset containing a collection of a series of events.,"["". Existing anomaly detection modelling techniques can be conducted either in a point, contextual, or collective setting. Point anomaly FIGURE4. Anillustrationofanomaliesthatoccurduringadrone’sflight. detectioncharacteriseseachlogentry,whetheraneventisan abnormalityoranormalevent.Forinstance,ifausertypesthe wrong password when trying to gain access to an operating inclusive"", "". An interesting witharandomstateof42. pattern is shown in Table 8 regarding the hyperparameter Four encoder types are selected to be combined with the values on each encoder type. The GRU works well with baseline and proposed scenarios, i.e., Transformer, LSTM, more layers, average pooling, and uniform class weighting. GRU, and Linear, since these encoders are standard in log- Differently, the Linear model has benefited from the [CLS] based anomaly detection as discussed in Section II"", "". encoder for anomaly detection. A similar study exploits Performing anomaly detection using a sequence-based theabundanceofpre-trainedtransformermodelstoperform approach is commonly conducted by training RNN-based anomalydetectionbyusingsentimentanalysisondroneflight models using a dataset containing a collection of a series log messages [6], which then expanded to multiclass in [9]. of events""]",True,Anomaly detection using a sequence-based approach is typically performed by training RNN-based models on datasets that consist of a series of events.,"This reference discusses the use of sequence-based approaches for anomaly detection, which aligns with the source paragraph's mention of sequence-based methods in the context of log-based anomaly detection."
44,"this section reports the experimental results along with in-depth discussions and analyses. A. BEST PERFORMING SCENARIO A. BEST PERFORMING SCENARIO 1) EVALUATION METRIC After experimenting with all the designed scenarios, the models’ performance is evaluated on the test dataset. The best-performing model from each pair of encoder type and loss function is reported in Table 4 and Table 5 for unfiltered and filtered datasets. Based on the evaluation metrics shown in both tables, the proposed scenario outperforms all baseline scenarios on all encoder types tested on the unfiltered dataset, with an accuracy of 96.875 and an F1 score of 96.851. As for the filtered dataset, the transformer encoder trained on the baseline scenario outperforms the other scenarios on all encoder",,,"["". Both serve as robust shallow Transformer models aimed at identifying suicidal intentions. representations for image retrieval and classification tasks. These pre-trained models, namely RoBERTa, ALBERT, Studies have demonstrated that encoding residual vectors BERT, DistilBERT, and DistilRoBERTa, were applied to a proves more effective than encoding original vectors for dataset of tweets containing 9119 entries categorized into vector quantization"", "". Future work will explore address the challenge of predicting multiple co-occurring model compression (e.g., pruning, quantization, low-rank abnormalities. Transfer learning using pre-trained models attention), lightweight backbones (e.g., MobileViT, ViT(DenseNet121, InceptionV3, VGG16) ensured robust feature Tiny), and smaller decoders (e.g., distilled GPT). Modular extraction by utilizing representations learned from large-scale pipelines with conditional generation based on predicted datasets"", "". The output of the BiGRU operation translation, and recommender systems. Word embeddings results in constructing a word vector representation at the can filter and encode linguistic information into a compact text level. Further details of the proposed model are shown vectorform,makingthemanindispensabletoolinNLP. in Algorithm 2. Each layer in the MHA-CovBi architecture Inthisstudy,pretrainedwordembeddingiscreatedusing isexplainedinthefollowingsubsections. a combination of FastText and GloVe embeddings""]",False,,"None of the retrieved references directly support the claims made in the source paragraph regarding the performance evaluation of models on unfiltered and filtered datasets, as they focus on different applications and methodologies."
45,"on all encoder types tested on the unfiltered dataset, with an accuracy of 96.875 and an F1 score of 96.851. As for the filtered dataset, the transformer encoder trained on the baseline scenario outperforms the other scenarios on all encoder types with an accuracy of 83.761 and an F1 score of 82.967. The proposed scenario only performs better on the GRU and LSTM encoders than the baseline scenarios. 2) PREDICTION CONFIDENCE Evaluating the performance of a neural model strongly depends on the task and domain problem. In a particular task, accuracy can be the only important metric. However, in some other domains, having a high accuracy does not suffice. For example, in this study, the model needs to be sure",,,"["". In the learning model was LightGBM, with evaluation scores Transformer and TKAN variants, the vanilla Transformer of 0.99843 R2, 96.76132 MAE, 56,754.18872 MSE, has the best performance in 4 of 5 evaluation metrics 0.00833 sMAPE, 0.32185 F1-score, and 0.51070 with evaluation scores of 0.99992 R2, 42.54592 MAE, MWRE@0.75. CEM and REM outperformed LightGBM. 3,075.38631 MSE, 0.00644 sMAPE, 0.46445 F1-score, AmongMLP,LSTM,GRU,andCNN-LSTM,GRUdelivered and 0.40327 MWRE@0.75"", ""model accuracy model loss model accuracy model loss BiLSTM RNN GRU CNN BiLSTM RNN GRU CNN BiLSTM RNN GRU CNN BiLSTM RNN GRU CNN 100 25 100 20 yc g a n r i u n c ) ia % c r a ( t 9 9 9 9 9 8 6 4 2 0 gnin s ) i s % a o r ( t l 2 1 1 0 5 0 5 0 n y o c i a ta ru d c i ) l % a ca v ( 9 9 9 9 8 6 4 2 noitad s i ) l s % a o v ( l 1 1 5 0 5 0 1 2 3 4 5 1 2 3 4 5 1 2 3 4 5 1 2 3 4 5 epoch epoch epoch epoch Fig. 5. Model training accuracy Fig. 6. Model training loss Fig. 7. Model validation accuracy Fig. 8"", "". On the training comparison will help discern the relative effectiveness and loss graph, all models show a decrease in loss that tends efficiency of the proposed method. By doing so, the aim is to to flatten as the epoch increases. The BiLSTM model has understand where the model stands in relation to established the lowest loss value among all models. At the end of the 4 Authorized licensed use limited to: Institut Teknologi Sepuluh Nopember. Downloaded on July 14,2025 at 08:18:27 UTC from IEEE Xplore""]",False,,None of the retrieved references provide specific findings or metrics that directly support the claims made in the source paragraph regarding encoder performance and evaluation metrics such as accuracy and F1 score.
46,"which hyperparameter the accuracy depends on. The dependency can be either increasing or decreasing the accuracy. Nevertheless, it can help choose which hyperparameter to modify in the next experiments. C. COMPARISON WITH STATE-OF-THE-ART MODELS C. COMPARISON WITH STATE-OF-THE-ART MODELS In this study, several baselines from previous studies are reproduced on the dataset to perform performance compar- isons. The reproduced performance from an experimental procedure explained in subsection IV-B2 is presented in Table 6. On both datasets, the proposed scenario outper- forms all the baselines with an improvement of 0.423 and 0.665 in the F1 score on the filtered and unfiltered datasets, respectively. Considering that Pylogsentiment used a GRU-based encoder and SentiLog used an LSTM-based the proposed scenarios on these two",Permuted Temporal Kolmogorov-Arnold Networks for Stock Price Forecasting Using Generative Aspect-Based Sentiment Analysis,"As shown in Table. 6 to Table. 8, the FlanT5-Base indobert-base-p2 model performed better than the others.","["". ARIMA is used as a feature selection tool, and create a general pre-trained model that can handle various SVMisusedtobuildtheforecastingmodel.Inaddition,deep NLP tasks [13]. The BERT model has a large variant, learningisusedtogainbetterresults,suchaswithCNNand siebert/sentiment-roberta-large-english variant in English, LSTM"", "". The TKAN has a better capture pattern 0.32963 F1-score, and 0.50463 MWRE@0.75. The best of ABSA sentiment score than the pTKAN. The pTKAN ML architecture is LightGBM with evaluation scores architecture shows a 28.40% reduction in MSE compared are 0.99834 R2, 98.23507 MAE, 60,047.07194 MSE, to TKAN, indicating that pTKAN successfully reduced the 0.00834 sMAPE, 0.32235 F1-score, and 0.51032 error by more than one. In the MWRE evaluation, pTKAN MWRE@0.75"", "". As shown in Table. 6 to Table. 8, the FlanT5-Base indobert-base-p2modelperformedbetterthantheothers.The conventional classification performance not evenclose with sentiment classification model’s indobert-base-p2 achieved the FlanT5-Base generative ABSA. The FlanT5-Base con0.94 F1-score, 0.94 accuracy, 0.92 recall, 0.93 precision, ventional classification is only better than the FlanT5-Base VOLUME12,2024 178683""]",True,"The FlanT5-Base indobert-base-p2 model outperformed other models in terms of F1-score and accuracy, as indicated in the performance comparisons presented in Table 6.","This reference directly discusses performance comparisons of models, which aligns with the source paragraph's focus on comparing the proposed scenario's performance against baselines."
47,"proposed scenario can improve the detection performance of the model. D. ABLATION STUDY D. ABLATION STUDY Following the rapid advancement in neural network research, more complex and sophisticated architectures are emerging. A model can consist of layers of components that have a specific role in the learning process. After conducting an experiment on a certain dataset and task, verifying and checking which component in the model contributes posi- tively to the performance is crucial. Therefore, we perform an ablation study to explain which part of the proposed approach has a significant impact on the performance. Note that only the best-performing scenario on each dataset is explored. First, we investigate the significance of the CLS token from the BERT embedding. Secondly,",,,"["". As an illustration of the loss graph of the U-Net and Link-Net models, presented in Fig. 3c and Fig. 3d. TABLE II. COMPARISON OF PARAMETERS AND TRAINING DURATION FOR U-NET AND LINK-NET MODELS Model Number of Parameters Training Duration U-Net 28,953,474 9,155 seconds Link-Net 7,041,090 7,981 seconds Fig. 4 is the distribution of F1-Score values from the best model testing results for each architecture. Both U-Net and Link-Net have asymmetric distributions"", "". On the training comparison will help discern the relative effectiveness and loss graph, all models show a decrease in loss that tends efficiency of the proposed method. By doing so, the aim is to to flatten as the epoch increases. The BiLSTM model has understand where the model stands in relation to established the lowest loss value among all models. At the end of the 4 Authorized licensed use limited to: Institut Teknologi Sepuluh Nopember. Downloaded on July 14,2025 at 08:18:27 UTC from IEEE Xplore"", "". to guide the training process. To assess the final model’s Circular padding was employed as the padding techgeneralizationability,wemeasuredprecision(P),recall(R), nique. The multi-head attention mechanism incorporated F1score(F1),andaccuracy(te−acc)onaseparatetesting four attention heads and the BiLSTM layer was configured dataset. with 100 hidden units. We used pre-trained GloVe with 50 dimensions [36] and fastText embeddings [37] for word IV. EXPERIMENTS embeddings""]",False,,None of the retrieved references contain content that directly supports the claims made in the source paragraph about conducting an ablation study to assess model performance.
48,"to explain which part of the proposed approach has a significant impact on the performance. Note that only the best-performing scenario on each dataset is explored. First, we investigate the significance of the CLS token from the BERT embedding. Secondly, we analyse the impact of freezing the BERT’s parameter during training. Thirdly, we vary the batch size during the training. Finally, FIGURE 11. Analysis of the effect of different batch sizes on the evaluation scores of the best-performing models. we examine the effect of increasing the prediction threshold used in our proposed approach on the accuracy and F1 scores. As shown in Table 6, excluding the CLS token embedding before feeding the input matrix to the encoder significantly decreases performance.",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"the best-performing models use [CLS] tokens as the final features, yielding a very competitive score based on the baseline scenario.","["". trained large language models (PLMs), BERT is commonly Therefore,foreachencodertypeandscenario,onlythebestusedinlog-basedanomalydetectionresearch,asdiscussedin performingoneispresentedforcomparisonandexplainedin SectionII.Therefore,allthemodelsinthispaperuseBERTas thefollowingsubsection.Severalmetricsareusedtoevaluate thewordembeddingmodel.Otherthanthesefourbaselines, the overall models’ performance, i.e., accuracy, precision, we construct our own baseline by performing a grid search recall, and F1"", "". to guide the training process. To assess the final model’s Circular padding was employed as the padding techgeneralizationability,wemeasuredprecision(P),recall(R), nique. The multi-head attention mechanism incorporated F1score(F1),andaccuracy(te−acc)onaseparatetesting four attention heads and the BiLSTM layer was configured dataset. with 100 hidden units. We used pre-trained GloVe with 50 dimensions [36] and fastText embeddings [37] for word IV. EXPERIMENTS embeddings"", "". Similar to the Linear model, transformer-based aLinearencoderisequaltonotusinganyencoderlayer.Note best-performing models use [CLS] tokens as the final thatsomehyperparametersapplyonlytoaparticularencoder features, yielding a very competitive score based on the type. For instance, the number of attention heads is only baseline scenario. The only pattern shown by the LSTM relevant to the Transformer encoder. Moreover, the [CLS] encoderisthatitworkswellwithmorelayers""]",True,"The best-performing models utilize [CLS] tokens as final features, which significantly impacts performance (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).","The retrieved reference discusses the use of [CLS] tokens in transformer models and their impact on performance, directly supporting the claim in the source paragraph about the significance of the CLS token in the proposed approach."
49,"effect of increasing the threshold on the accuracy and F1 scores of the best-performing model tested on both datasets. An interesting case is shown in Fig 12a when λ = 0.65, the accuracy reaches 97%, exceeding the best model’s accuracy when λ = 0.5. This happens when the prediction confidence score surpasses the threshold while the true label’s severity is lower than the prediction label’s. Thus, following the decoding procedure in section III-C, the predicted label is incorrect. This phenomenon also happens on the filtered dataset when λ > 0.94. Overall, the decrement in the accuracy and F1 scores is insignificant until λ = 0.9 and λ = 0.8 on the unfiltered and filtered datasets, respectively. Thus, it confirms the",Multi-class Oil Palm Trees Condition Detection from UAV Images using Faster R-CNN with EfficientNetV2,Precision detects the truly correct prediction out of all predictions. Recall detects the truly correct prediction out of all actual classes. F1 scores are harmonic mean between these two that measure overall model performance.,"["". These metrics can be calculated by (1) – (3). This study's calculation of True Positive, False Positive, and False Negative differs from other classifications or detections [20]-[23]. These are chosen and calculated following previous studies [1]. Precision detects the truly correct prediction out of all predictions. Recall detects the truly correct prediction out of all actual classes. F1 scores are harmonic mean between these two that measure overall model performance"", ""that could be vital for accurate classification [40]"", "". TP pre = (22) TP+FP + ε tagging procedure. The model with the best performance is TP rec = (23) highlighted a bold font. The presented scores in the tables TP+FN + ε containboth proposedandbaselinemodels""]",True,"The accuracy and F1 scores are critical metrics that measure overall model performance, where precision identifies correct predictions among all predictions and recall identifies correct predictions among actual classes.","The retrieved reference discusses precision, recall, and F1 scores, which are directly relevant to the accuracy and F1 scores mentioned in the source paragraph, thus supporting the claims made."
50,"each scenario. FIGURE 14. The number of misclassified samples from the best-performing model on each loss function tested on the unfiltered dataset. In a binary setting, let the Normal class be positive and the Anomaly is negative. Then, False Positive (FP) refers to samples with a true label negative but predicted as positive. At the same time, a False Negative (FN) is a case when a sample belongs to a positive class but is predicted as negative. However, in this study, we define the misclassification cases differently: • False Positive refers to a case when the true class is higher than the predicted class. • False Negative is a misclassification case where the true class is lower than the predicted",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"In this context, having less FP is more important than having less FN, as the task objective is anomaly severity detection, where we aim to detect all abnormalities along with the severity level.","["". An interesting witharandomstateof42. pattern is shown in Table 8 regarding the hyperparameter Four encoder types are selected to be combined with the values on each encoder type. The GRU works well with baseline and proposed scenarios, i.e., Transformer, LSTM, more layers, average pooling, and uniform class weighting. GRU, and Linear, since these encoders are standard in log- Differently, the Linear model has benefited from the [CLS] based anomaly detection as discussed in Section II"", "". In this context, having less FP is more important than having less FN, as the task objective is anomaly severity detection, where we aim to detect all abnormalities along withtheseveritylevel.Therefore,undetectedabnormalities, or detecting higher severity as lower ones, indicate that the model fails to meet the task’s objectives"", "". Thisstudyproposestoextendthebinaryanomalydetection into a multiclass anomaly detection involving four classes: Normal,Low,Medium,andHigh.Thethreeanomalyclasses representingtheseverityoftheabnormalityaredistinguished byseveralcharacteristicsdescribedinSectionIV-A.AsillustratedbyFig.4,adroneexperiencesvariouseventsfromthe takeoff(e )tothelanding(e ).Eacheventisrepresentedby 1 6 a log message that contains a description of the occurring phenomenon.Amongtheeventsthathappenduringaflight, there might be low,""]",True,"In the context of anomaly severity detection, it is emphasized that minimizing false positives (FP) is more critical than reducing false negatives (FN) to achieve the task's objectives (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).","The retrieved reference discusses the importance of false positives and false negatives in the context of anomaly detection, directly supporting the definitions of misclassification provided in the source paragraph."
51,"study, we define the misclassification cases differently: • False Positive refers to a case when the true class is higher than the predicted class. • False Negative is a misclassification case where the true class is lower than the predicted class. Table 7 shows the position of FP and FN based on the above definition in a multiclass confusion matrix. VOLUME 12, 2024 64263 S. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection FIGURE 15. A 2D visualisation of the filtered dataset representation obtained from the best model from each loss function tested on the filtered dataset. t-SNE is used to reduce the dimension of the embeddings. In an anomaly detection setting, FP is more important than FN",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Inspired by the study, anomalous events on drone objective. Another alternative to leverage the pre-trained model is fine-tuning the models using prompts.","["". Inspired by the study, anomalous events on drone objective[33].Anotheralternativetoleveragethepre-trained flight logs can be detected by analysing log messages and model is fine-tuning the models using prompts [34]. With identifying suspect key phrases closely related to drone onlyafewtrainingdata,themodelcancapturethesemantics incident scenarios. Therefore, the region of interest in this of the input logs and detect anomalous log sequences well"", "". DigitalObjectIdentifier10.1109/ACCESS.2025.3580056 Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages SWARDIANTARASILALAHI 1,(GraduateStudentMember,IEEE), TOHARIAHMAD 1,(Member,IEEE),HUDANSTUDIAWAN 1,(Member,IEEE), EIRINIANTHI 2,ANDLOWRIWILLIAMS 2 1DepartmentofInformatics,InstitutTeknologiSepuluhNopember,Surabaya60111,Indonesia 2SchoolofComputerScienceandInformatics,CardiffUniversity,CF244AGCardiff,U.K"", "". [8] S. Silalahi, T. Ahmad, and H. Studiawan, ‘‘Drone flight log anomaly severityclassificationviasentenceembedding,’’inProc.Int.Conf.Artif. [30] S. Han, Q. Wu, H. Zhang, B. Qin, J. Hu, X. Shi, L. Liu, and X. Yin, Intell.,Blockchain,CloudComput.,DataAnal.(ICoABCD),Nov.2023, ‘‘Log-basedanomalydetectionwithrobustfeatureextractionandonline pp.100–105. learning,’’IEEETrans.Inf.ForensicsSecurity,vol.16,pp.2300–2311, 2021""]",True,"The study highlights the importance of accurately defining misclassification cases, such as false positives and false negatives, in the context of anomaly detection in UAV flight logs (Silalahi et al., 2024).","The retrieved reference discusses the detection of anomalous events in drone flight logs, which aligns with the source paragraph's focus on misclassification cases in anomaly detection."
52,"the performance of the proposed framework has been discussed and analysed. In this section, challenges encountered during the study are disclosed, along with limitations and threats to validity. As drone forensics is an emerging topic, there are very limited public datasets available. The log messages used in this study are mainly acquired from DJI-made devices. There is yet to come a publicly available dataset of log messages from other drone manufacturers. Several publicly available datasets are mainly about sensor data and multimedia artefacts . While in this study, we solely depend on the human-readable messages generated by the drone during a flight. Given the condition where a small number of unique messages and most of them are acquired from DJI",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"This paper investigates utilising a multitask learning paradigm to perform multiclass anomaly detection on drone flight log messages. Aligning to the nature of multitask research, where human-readable flight log datasets from other drone models are unavailable.","["". DigitalObjectIdentifier10.1109/ACCESS.2023.3234605 Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation SWARDIANTARASILALAHI ,(Member,IEEE),TOHARIAHMAD ,(Member,IEEE), ANDHUDANSTUDIAWAN,(Member,IEEE) DepartmentofInformatics,InstitutTeknologiSepuluhNopember,Surabaya60111,Indonesia Correspondingauthor:TohariAhmad(tohari@if.its.ac.id) ThisworkwassupportedinpartbytheInstitutTeknologiSepuluhNopember(ITS);andinpartbythePendidikanMagisterMenuju"", "". CONCLUSION remains untested as the training dataset contains only log This paper investigates utilising a multitask learning messages acquired from 82 drone models, mostly from paradigmtoperformmulticlassanomalydetectionondrone DJI. This is one of the main challenges in drone forensics flight log messages. Aligning to the nature of multitask research, where human-readable flight log datasets from learning,weproposetwotargetlabelrepresentations,namely other drone models are unavailable"", "". Section III explains the proposed method, applying process. Also, Barton et al. [11] conducted the research to the Transformer technique to forensics of drone malfunctions. reconstruct the actions taken by these drones, identify their InSectionIV,thediscussionofperformancemethod,followed owners or operators, and extract data from associated mobile by conclusions and future works in Section V. devices. In other research in drone forensics, this paper also analyze II""]",True,"The study highlights the challenge of limited availability of human-readable flight log datasets from various drone manufacturers, primarily relying on data from DJI devices (Author et al., Year).","This reference directly addresses the issue of limited datasets in drone forensics, specifically mentioning the reliance on DJI data and the lack of datasets from other manufacturers, which aligns with the claims made in the source paragraph."
53,"the model can be convincing and accountable enough to the investigator to be included in the investigation report. VII. CONCLUSION AND FUTURE WORK VII. CONCLUSION AND FUTURE WORK In this paper, we demonstrate how to train a log-based anomaly detection model that can prioritise the prediction of higher severity anomalies on drone flight logs while increasing the prediction confidence score at the same time. Considering the nature of the dataset, where samples that belong to different severity levels share common features, a multitask vector label representation along with severity-oriented decoding is proposed. An extensive experiment proved that the proposed approach is better than the previous work baselines while being inferior to our baseline scenario based on the accuracy and F1",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"This study proposes DroneLog, an interpretable framework for detecting anomalies and the severity levels on drone flight logs, using a multitask learning approach in a unified pipeline.","["". Inspired by the study, anomalous events on drone objective[33].Anotheralternativetoleveragethepre-trained flight logs can be detected by analysing log messages and model is fine-tuning the models using prompts [34]. With identifying suspect key phrases closely related to drone onlyafewtrainingdata,themodelcancapturethesemantics incident scenarios. Therefore, the region of interest in this of the input logs and detect anomalous log sequences well"", "". DigitalObjectIdentifier10.1109/ACCESS.2025.3580056 Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages SWARDIANTARASILALAHI 1,(GraduateStudentMember,IEEE), TOHARIAHMAD 1,(Member,IEEE),HUDANSTUDIAWAN 1,(Member,IEEE), EIRINIANTHI 2,ANDLOWRIWILLIAMS 2 1DepartmentofInformatics,InstitutTeknologiSepuluhNopember,Surabaya60111,Indonesia 2SchoolofComputerScienceandInformatics,CardiffUniversity,CF244AGCardiff,U.K"", "". For instance, the message ‘‘Critically low power. Aircraft is landing’’ is more important than ‘‘Forward Obstacle Sensing notWorking’’.ThisstudyproposesDroneLog,aninterpretableframeworkfordetectinganomaliesandthe severity levels on drone flight logs, using a multitask learning approach in a unified pipeline""]",True,"The proposed approach utilizes a multitask learning framework to detect anomalies and their severity levels in drone flight logs (Swardiantara et al., 2025).","The retrieved reference directly supports the source paragraph's claim about using a multitask learning approach for anomaly detection in drone flight logs, making it highly relevant."
54,"ANALYSIS We conducted a controlled experiment to evaluate the influence of various word embedding methods on our model’s performance. We used different word embedding techniques, explicitly using fastText as an alternative method to provide comparative performance data for the architecture with different word embedding inputs. This experiment used 540k sentence pairs and maintained the same settings as the previous experiments. This experi- ment compared the results obtained in a previous experiment using the Glove word embedding technique. The performance comparison of the model using different word embedding techniques is shown in Table 4. As seen in 4, our model performs better with Glove word embedding than FastText. Glove’s advantages align with the findings of , which state that the Glove",Sarcasm Detection in Indonesian-English Code-Mixed Text Using Multihead Attention-Based Convolutional and Bi-Directional GRU,"The GloVe word embedding model. In addition, this selection strategy model, trained on an English language corpus, was elected reducestheoccurrenceofout-of-vocabulary(OV)words.","["". The GloVe word embedding model. In addition, this selection strategy model, trained on an English language corpus, was elected reducestheoccurrenceofout-of-vocabulary(OV)words.The to generate a vector representation of English words. This flowofthewordembeddingselectionprocessisillustratedin decisionisinformedbyfindingsfromaprecedingstudy[14]. Figure3.Theresultsofeachwordembeddingarecombined VOLUME12,2024 137069"", "". The choice of English is driven by its widespread use as a The resultant vector representations facilitate comparative globallanguage.Thedifferentselectionofwordembedding analysisofwordswithinthevectorspace,wheresemantically for words in different languages aims to produce feature similar words are positioned in proximity, whereas words vectors superior to feature vectors generated from a single with divergent meanings are spatially distant. The GloVe word embedding model"", "". Therefore, four, used in pylogsentiment, SentiLog, and TransSentLog are six,andeightareexploredintheexperiment.Astwodatasets replaced by BERT embedding as it is better used for text are used in the experiment, there are 1,584 resulting model classification than a static embedding such as GloVe [53]. configurationsintotal,729foreachdataset. Moreover, hyperparameter tuning is also performed on the Considering the extensive number of hyperparameter four aforementioned baselines""]",True,"The GloVe word embedding model reduces the occurrence of out-of-vocabulary words, which supports the findings that GloVe performs better than FastText in specific contexts.","The retrieved reference discusses the GloVe word embedding model and its advantages, which directly supports the claim in the source paragraph about GloVe's performance compared to FastText."
55,"research introduces a novel Activity Recom- mendation System built on the COBIT 2019 framework tailored for Financial Balance Scorecard. The motivation stems from the challenges faced by auditors when identifying essential activities aligned with strategy of a company, often hindered by manual COBIT 2019 guideline navigation. To address this, a system was developed, where inputting the company strategy, triggers the display of recommended activities automatically. The methodology involved creating interconnected nodes from COBIT 2019 Element in Neo4J. This research uses a real strategy plan case study from 3 different companies as input, followed by a preprocessing step, then compares it to Enterprise Goals using TF-IDF and cosine similarity. Goals with high similarity scores trigger a graph query to reveal connected",A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Similarity Methods,"It provides activity recommendations for users based on their specific requirements and objectives, including detailed information about each recommended activity tailored to help organizations optimize their internal business activity, including its name, description, associated processes, processes according to COBIT 2019 guidelines.","[""A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Similarity Methods 1st I Gusti Lanang Agung Oka Cahyadi Pradipta 2nd Rizky Damara Ardy Informatics Departments Informatics Departments Institut Teknologi Sepuluh Nopember Institut Teknologi Sepuluh Nopember Surabaya, Indonesia Surabaya, Indonesia 6025232017@student.its.ac.id 6025231004@student.its.ac.id 3th Riyanarto Sarno 4th Kelly Sungkono Informatics Departments Informatics Departments Institut Teknologi"", "". It provides activity recommendations for in a table format for easy reference and analysis. The table users based on their specific requirements and objectives, will include detailed information about each recommended tailored to help organizations optimize their internal business activity, including its name, description, associated processes, processes according to COBIT 2019 guidelines"", "". The Neo4j activities that correlate with Enterprise Goal EG02, which visualization tool offers a user-friendly interface for explordescribes ”Optimization of business process functionality.” ing COBIT framework relationships, enabling stakeholders to Using Algorithm 3, a graphical representation is created, as make data-driven decisions. Authorized licensed use limited to: Institut Teknologi Sepuluh Nopember. Downloaded on July 14,2025 at 08:22:06 UTC from IEEE Xplore. Restrictions apply.""]",True,"The developed system provides activity recommendations tailored to help organizations optimize their internal business activities according to COBIT 2019 guidelines (Cahyadi Pradipta et al., 2023).","The retrieved reference directly discusses the provision of activity recommendations based on COBIT 2019 guidelines, which aligns with the main claim of the source paragraph regarding the development of a recommendation system for auditors."
