citation_id,source_paragraph,retrieved_paper,retrieved_chunk,retrieved_contexts,relevant,citation_text,reasoning
27,"the Deliver, Service, and Support (DSS) domain to assess the performance of the system and the standards the governance capabilities at the Customer Care unit using the COBIT framework, specifically within the Deliver, Service, and Support (DSS) domain. The primary focus is on assessing process controls related to Information Technology (IT) services and technical support. Data collection is conducted through surveys to support this evaluation. This study adopts a novel approach in identifying COBIT processes, specifically DSS01, through process mining techniques rather than traditional surveys. Process mining utilizes event logs recorded from daily operations. This technique enables real-time process analysis by applying various analytical methods to process these logs. This approach provides deeper and more accurate insights into the effectiveness",Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019,"The findings indicated that out of 30,000 case IDs, the majority Audit with surveys is an effective method for gathering activity sequence pattern that conformed to the SOP was found essential information to evaluate a process or system.","["". Business process governance and potential bottleneck activities. control were evaluated using the COBIT 2019 methodology. The findings indicated that out of 30,000 case IDs, the majority Audit with surveys is an effective method for gathering activity sequence pattern that conformed to the SOP was found essential information to evaluate a process or system [11]. in 97.55% of cases"", "". Using COBIT metrics, organizations XGBoost 4.29 6.34 0.69 40.45 can evaluate and improve the quality of IT Governance, LightGBM 4.74 7.53 0.56 45.14 ensure compliance with regulatory provisions, and improve CatBoost 4.25 6.53 0.67 36.26 operational efficiency. As a result, these initiatives not only are presented in Table IV using MAE, RMSE, R², and MAPE improve the efficiency of project planning and execution but me trics"", "". insights into the performance of the organization's information Thus, the system audit with COBIT helps organizations systems, along with recommendations for more effective IT improve the reliability, security, and operational efficiency in management. Thus, audit with COBIT and process mining managing their information technology"", "". An analysis of the method's Manage Service Levels,\"" addresses the management and performance using an event log from a bank's credit establishment of service levels within the scope of an application process revealed that it was 100% accurate in organization's IT [22]. Within DSS01, organizations are identifying incorrect patterns and judgments"", "". This or system being assessed. These surveys help identify research also implemented two process mining methods, weaknesses, potential risks, and practical insights from those Inductive Miner and Heuristic Miner, to create business process interacting directly with the process or system. The results models. Among these, Heuristic Miner performed better, provide valuable insights into operational dynamics and achieving a fitness score of 0.588. However, this fitness score is stakeholder sentiments""]",True,"Surveys are an effective method for gathering essential information to evaluate process controls related to IT services and technical support, as indicated by findings from a study on automobile insurance claims utilizing COBIT 2019 methodology.","The retrieved reference discusses the effectiveness of surveys in evaluating processes, aligning closely with the source paragraph's focus on assessing process controls in IT services."
28,"workflow progress and delivering important insights . A major benefit of this method is its ability to use existing database logs, which can decrease the time and cost needed for data collection. Furthermore, using recorded data can reduce the likelihood of information distortion. Given its capability to analyze log data across different systems, process mining has become popular among companies aiming to examine their processe Thus, process mining not only plays a role in improving operational efficiency but also in enhancing the overall quality of healthcare services. This study discusses how process mining can be implemented to support information system audits based on COBIT 2019 for DSS01 Objective, particularly as a method of collecting and validating data within the process",Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019,This analysis provides insights to enhance efficiency and compliance with SOPs in managing automobile insurance claims.,"[""Institut Teknologi Sepuluh Nopember Institut Teknologi Sepuluh Nopember Surabaya 60111, Indonesia Surabaya 60111, Indonesia riyanarto@its.ac.id kelly@its.ac.id Abstract -- The background of this research is facing Prema et al [10] use process mining techniques to examine challenges in identifying process paths that are not in a regional hospital's billing procedure"", "". This is Machado, “Discovery of Hospital Billing Process in a Regional due to the high variation in trace noise, which affects the Hospital Using Process Mining,” in 2023 International Conference on outcomes of the process mining models. Third, analysis of Advancement in Data Science, E-learning and Information System case duration showed significant differences in the time (ICADEIS), IEEE, Aug. 2023, pp. 1–5. doi: required to complete a case"", "". visualize and understand the claim process flow, identify This technique involves analyzing event logs or records of noises from established procedures, and find areas needing events that occur within a system, such as business improvement . This analysis provides insights to enhance transactions or user activities. From this data, process mining efficiency and compliance with SOPs in managing automobile maps the actual workflow, identifies patterns, trends, and insurance claims"", "". Disco is a process mining tool B. Process Mining that can analyze event logs to provide valuable insights. In this Process mining is an analytical method used to study, study, event log data from automobile insurance claims from understand, and improve business processes by leveraging 2020 to 2023 is used. With Disco, this data is analyzed to data automatically generated by information systems [16]"", "". Survey audits enhance participation still relatively low due to the high variation of trace noise, which and engagement, allowing stakeholders to contribute to affects the outcomes of the process mining models. improving effectiveness and efficiency. Consequently, survey Keywords—COBIT 2019, Event Log, Graph, Process Mining. audits add a qualitative dimension to audit evaluations, facilitating better decision-making and more effective I. INTRODUCTION implementation of improvements""]",True,Process mining can provide insights that enhance efficiency and compliance with standard operating procedures in managing processes such as automobile insurance claims (Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019).,"The retrieved reference discusses how process mining enhances efficiency and compliance, which directly supports the claim in the source paragraph regarding the benefits of process mining in operational efficiency and data validation."
29,"stage is performance analysis, where the effectiveness and efficiency of the billing processes are reviewed to identify potential areas for improvement. Overall, these stages are crucial to ensure that the billing practices at the hospital are conducted efficiently and transparently. A. Dataset The ""Hospital Billing"" event log was obtained from the financial module of the ERP system used by a regional hospital , This log records various incidents related to the billing of medical services provided by the hospital. Over a three-year period, from 2013 to 2016, a random sample of 100,000 traces was collected, each representing a recorded example of the process in the system. Within this event log, there are 18 different activities, each depicting distinct stages in",Discovery of Hospital Billing Process in a Regional Hospital Using Process Mining,"the high variation in trace noise, which affects the outcomes of the process mining models","[""Institut Teknologi Sepuluh Nopember Institut Teknologi Sepuluh Nopember Surabaya 60111, Indonesia Surabaya 60111, Indonesia riyanarto@its.ac.id kelly@its.ac.id Abstract -- The background of this research is facing Prema et al [10] use process mining techniques to examine challenges in identifying process paths that are not in a regional hospital's billing procedure"", "". This is Machado, “Discovery of Hospital Billing Process in a Regional due to the high variation in trace noise, which affects the Hospital Using Process Mining,” in 2023 International Conference on outcomes of the process mining models. Third, analysis of Advancement in Data Science, E-learning and Information System case duration showed significant differences in the time (ICADEIS), IEEE, Aug. 2023, pp. 1–5. doi: required to complete a case"", "". In this study, data claim process paths that are not in accordance with the SOP from the finance module of the hospital's ERP system was using process mining techniques and the COBIT 2019 explored to determine bottleneck activities in the invoice framework. The research method used involves analyzing procedure. Using anonymised event logs, this study aims to insurance claim log data using the DISCO application to map find causality in the hospital's billing process and identify the sequence of activities""]",True,"In the analysis of the hospital billing process, significant variation in trace noise impacted the outcomes of the process mining models (Machado, 2023).","This reference discusses the hospital billing process and the effects of trace noise on process mining outcomes, which directly aligns with the effectiveness and efficiency review mentioned in the source paragraph."
30,"Long Short-Term Memory (LSTM) , is a variation of Recurrent Neural Networks (RNN) that has been successfully applied to various Natural Language Processing (NLP) tasks. LSTM has the ability to capture long-range dependencies with sequences making it suitable for solving sequence labeling problems , , , such as Named Entity Recognition tagging (POS-Tag) and Neural (NER), Part-of-Speech combining (NMT). Study Machine Translation Bidirectional LSTM (BiLSTM) model with Conditional Random Field (CRF) to solve NER and POS-Tag Task. BiLSTM encodes word or character vectors into features, while CRF is a classifier to predict the target labels. Previous research has explored enhancing the feature extractor by integrating serves attention mechanisms with existing models or introducing alternative extractors such as Convolutional Neural Networks",Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,"Combining the previous state-of-the-art NER model, BiLSTM, with CRF has proven to improve performance.","["". Softmaxbehavioronvectorsindifferentscales. NERproblem.Combiningthepreviousstate-of-the-artNER model, BiLSTM, with CRF has proven to improve performance [56]. In this paper, CRF is used as the decoder for allencodercombinationsinourexperiment.Foranobserved sequence x = (cid:104)x x ... x (cid:105) with the corresponding tar1 2 n get label y = (cid:104)y y .."", "". D. CONDITIONALRANDOMFIELDLAYER In sequence labeling tasks, such as NER, CRF is a commonmethodused.Accordingtostudies,theHiddenMarkov ModelandtheMaximumEntropyMarkovModel(MEMM) are ineffective at analyzing sentence-level sequences comparedtotheCRFapproach[15].ThemainCRFfeaturesthat can compute cross-position label combination probability grab the researchers’ attention to apply this method to the FIGURE4. Softmaxbehavioronvectorsindifferentscales"", "". NER automatically. taskisnotanewresearchtopic.Therehavebeenmanystudies One of the most severe difficulties has been dealing with onthedevelopmentofNERmodels.Thecapabilityofcaptur- the complexity of cybersecurity data. Different systems and ingbidirectionalrelationsamongwordsinasentenceposses devices generate logs in different formats. No consistent byBiLSTMhasbeenaroundformanyyearsasthestate-of- name system with numerous acronyms, technical terminolthe-art method in the sequence labeling task"", "". In this case, the sistent tagging assigns each token the Component, Outside, logmessageisthedatathatwillbeannotated.Todemonstrate andIssuelabels,respectively.Aftercompletingthelabelfor thepowerofcontextuallearningintheTransformerencoder, all unique messages, we do the annotation for all messages two annotation procedures are used to label the data, i.e., contextualtaggingandconsistenttagging.Consistenttagging 6https://tecoholic.github.io/ner-annotator/ VOLUME11,2023 3267"", "". dot-product attention as the encoder, and CRF as the Hence,somestudiesdeveloptoolstohelptheresearcherand decoder. investigatortoconductaforensicanalysis.TheDROP(Drone The paper comprises five sections. The remainder of this Open source Parser) tool developed by Clark et al. [7] is a paper is as follows""]",True,The combination of the BiLSTM model with Conditional Random Field (CRF) has been shown to enhance performance in Named Entity Recognition tasks.,"The retrieved reference explicitly states that combining BiLSTM with CRF improves performance, directly supporting the claims made in the source paragraph regarding the use of BiLSTM and CRF in NER tasks."
31,"as runtime logs that are constantly generated during the operational period of the device. The information recorded in log data is highly valuable for many purposes, including running system monitoring, running process conformance checks, and overall system evaluation . The use of log data is critical when incident cases occur, as the empirical events and incident scenarios can be discovered by analysing the log artefacts. Assuming that 64252 2024 The Authors. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 License. For more information, see VOLUME 12, 2024 S. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection the integrity of the log is guaranteed, log data is one of the artefacts with the highest priority for investigating",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Flight log messages cover events from the drone’s sensors, features, and components, making it one piece of evidence to perform analysis related to different drone software and hardware components.","[""robust predictions, enabling drone operators to detect and Furthermore, Jain et al. [10] proposed a framework for diagnose malfunctions quickly and take corrective actions. sensor data identification and verification. An analysis of a Thestructureofthispaperisasfollows.SectionIIpresents drone’sarchitectureandaforensicmodelwithgenericfeatures previous research relating to the drone log analysis and drone are proposed here in order to enhance the digital investigation forensics"", "". DigitalObjectIdentifier10.1109/ACCESS.2025.3580056 Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages SWARDIANTARASILALAHI 1,(GraduateStudentMember,IEEE), TOHARIAHMAD 1,(Member,IEEE),HUDANSTUDIAWAN 1,(Member,IEEE), EIRINIANTHI 2,ANDLOWRIWILLIAMS 2 1DepartmentofInformatics,InstitutTeknologiSepuluhNopember,Surabaya60111,Indonesia 2SchoolofComputerScienceandInformatics,CardiffUniversity,CF244AGCardiff,U.K"", "". Inspired by the study, anomalous events on drone objective[33].Anotheralternativetoleveragethepre-trained flight logs can be detected by analysing log messages and model is fine-tuning the models using prompts [34]. With identifying suspect key phrases closely related to drone onlyafewtrainingdata,themodelcancapturethesemantics incident scenarios. Therefore, the region of interest in this of the input logs and detect anomalous log sequences well"", ""S.Silalahietal.:InterpretableOrdinal-AwareWithContrastive-EnhancedAnomalySeverityDetection 1) Human-readable log messages can be found in the flightlog,whichishighlyrelevanttovariousincident cases,asshowninFig3.Notonlyisithighlyrelevant, but it is also highly prioritised evidence in diverse investigationcases. 2) Flight log messages cover events from the drone’s sensors,features,andcomponents,makingitonepiece of evidence to perform analysis related to different drone software and hardware components"", "". [8] S. Silalahi, T. Ahmad, and H. Studiawan, ‘‘Drone flight log anomaly severityclassificationviasentenceembedding,’’inProc.Int.Conf.Artif. [30] S. Han, Q. Wu, H. Zhang, B. Qin, J. Hu, X. Shi, L. Liu, and X. Yin, Intell.,Blockchain,CloudComput.,DataAnal.(ICoABCD),Nov.2023, ‘‘Log-basedanomalydetectionwithrobustfeatureextractionandonline pp.100–105. learning,’’IEEETrans.Inf.ForensicsSecurity,vol.16,pp.2300–2311, 2021""]",True,"Flight log messages are critical as they encompass events from a drone's sensors and components, serving as vital evidence for analyses related to various incident cases (Silalahi et al., 2024).","The reference directly discusses the importance of flight log messages in analyzing incidents, which aligns with the claims made in the source paragraph about the value of log data in incident investigations."
32,"particular system log may need different techniques from one type to another. Generally, log-based anomaly detection can be performed using either point, collective, or contextual approaches. In the log-based anomaly detection literature, most of the existing studies propose either a contextual or collective approach, where the decision is taken by examining a sequence of log events. However, detecting abnormalities in log data can be performed using a point-based approach, where one single log record is the only feature needed. Therefore, several studies explored utilising a point-based approach to detect anomalous events on logs data, such as in operating systems , , drone devices , and distribution systems , . In the drone context, a log message contains a description of",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Existing anomaly detection modelling techniques can be conducted either in a point, contextual, or collective setting. Point anomaly detection characterizes each log entry, whether an event is an abnormality or a normal event.","["". Existing anomaly detection modelling techniques can be conducted either in a point, contextual, or collective setting. Point anomaly FIGURE4. Anillustrationofanomaliesthatoccurduringadrone’sflight. detectioncharacteriseseachlogentry,whetheraneventisan abnormalityoranormalevent.Forinstance,ifausertypesthe wrong password when trying to gain access to an operating inclusive"", ""robust predictions, enabling drone operators to detect and Furthermore, Jain et al. [10] proposed a framework for diagnose malfunctions quickly and take corrective actions. sensor data identification and verification. An analysis of a Thestructureofthispaperisasfollows.SectionIIpresents drone’sarchitectureandaforensicmodelwithgenericfeatures previous research relating to the drone log analysis and drone are proposed here in order to enhance the digital investigation forensics"", "". Therefore, this paper proposes a multitask-based systemprompt,thegeneratedlogmessagecanbeconsidered multiclass drone anomaly detection to assist in a forensic as an anomaly [7], [20], [21]. As for contextual anomaly, investigation. The main contributions of this paper are the detection involves analysing some contextually related summarizedasfollows: attributes to determine whether a log entry is an anomaly"", "". Inspired by the study, anomalous events on drone objective[33].Anotheralternativetoleveragethepre-trained flight logs can be detected by analysing log messages and model is fine-tuning the models using prompts [34]. With identifying suspect key phrases closely related to drone onlyafewtrainingdata,themodelcancapturethesemantics incident scenarios. Therefore, the region of interest in this of the input logs and detect anomalous log sequences well"", "". system remains a topic of interest for the cybersecurity A common approach is the log-based anomaly detecresearch and practitioner communities, such as those in tion approach, which involves the analysis of log entries recorded by systems either in sequence-based or pointThe associate editor coordinating the review of this manuscript and based modelling techniques, considering the case and data characteristics[1]. approvingitforpublicationwasYangTang""]",True,Anomaly detection can be conducted using point-based techniques that characterize each log entry as either an abnormality or a normal event (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).,"The retrieved reference discusses point-based anomaly detection techniques, which directly supports the claim in the source paragraph about different approaches to log-based anomaly detection."
33,"several studies explored utilising a point-based approach to detect anomalous events on logs data, such as in operating systems , , drone devices , and distribution systems , . In the drone context, a log message contains a description of occurring events which are triggered by various components such as sensors, peripherals, and firmware. Analysing the log message means analysing events from all aspects of the drone, including sensors, components and features . Typically, existing log-based anomaly detection stud- ies classify log events into two categories: normal and anomaly . This is helpful in an online setting, where the number of detected abnormalities in a certain period of time is considerably small. However, in a digital forensic setting, where the",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Therefore, this paper proposes a multitask-based system prompt, the generated log message can be considered multiclass drone anomaly detection to assist in a forensic investigation.","["". Therefore, this paper proposes a multitask-based systemprompt,thegeneratedlogmessagecanbeconsidered multiclass drone anomaly detection to assist in a forensic as an anomaly [7], [20], [21]. As for contextual anomaly, investigation. The main contributions of this paper are the detection involves analysing some contextually related summarizedasfollows: attributes to determine whether a log entry is an anomaly"", ""robust predictions, enabling drone operators to detect and Furthermore, Jain et al. [10] proposed a framework for diagnose malfunctions quickly and take corrective actions. sensor data identification and verification. An analysis of a Thestructureofthispaperisasfollows.SectionIIpresents drone’sarchitectureandaforensicmodelwithgenericfeatures previous research relating to the drone log analysis and drone are proposed here in order to enhance the digital investigation forensics"", "". 1 illustrates a forensic timeline conWhile the drone is flying, any event that happens to the structed from the flight log message along with mentioned drone is recorded in a log file, including the component’s entitieswithin.Awell-constructedforensictimelineexposes state,suchassensors,motors,GPS,andlinks.Thesedataare sequentialeventsexperiencedbyasystemregardingaparticstoredintelemetryanddataflashlogslocatedinthepersistent ularsecurityincident[21].Inthisresearch,weuseflightlog storage attached to the"", "". Most drone incidents are caused analysis of drone logs can also provide evidence that can be by bird attacks, collide with other drones, and malfunctioning used in legal proceedings. This evidence can be particularly systems.Sometimesthedronemayhaveamalfunctioningsystem valuable in cases where there are disputes over liability, such caused by sensor failure, a broken motor, or CPU failure. This cancauseanaccident.Therefore,aforensicinvestigationsupports as in cases of property damage or personal injury"", "". For example, in drone forensics, existing studiesgenerallyconsideranomaliesascontradictorytonormalevents.Inotherwords,alltypesofanomalies are considered equally important. However, the peculiar events experienced by a drone during a flight might contain distinct features indicating the anomalies’ importance or level of urgency. For instance, the message ‘‘Critically low power""]",True,The log messages generated by drones can be classified as multiclass anomalies to aid in forensic investigations (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).,"This reference discusses the classification of log messages as anomalies, which aligns with the source paragraph's focus on log analysis for detecting anomalies in drone systems."
34,"classify log events into two categories: normal and anomaly . This is helpful in an online setting, where the number of detected abnormalities in a certain period of time is considerably small. However, in a digital forensic setting, where the detection is performed on all collected artefacts which might be large in size, the number of the abnormalities is likely to be large . Thus, analysing the detection result in a binary setting is impractical for the investigator. Moreover, out of all detected peculiarities, there might be several negligible ones with less severe impacts on the system or less likely to be related to an incident. Extending binary to multiclass anomaly detection can provide more detailed and contextual detection results",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,analysing a large number of log entries resulting from binary anomaly detection is considered inefficient and labour-intensive as the detection is performed on the acquired evidence at one time,"["". As depicted in Fig 18, the highlighted to multiclass anomaly detection while exploiting the shared words align more with the attribution label, supported by high- and low-level features within the log messages that seven out of eight examples belonging to the High severity belong to different severity levels. Therefore, the forensic having positive attribution scores"", "". In a forensic orphrases. setting, analysing a large number of log entries resulting from binary anomaly detection is considered inefficient and labour-intensive as the detection is performed on the C. SCOPEANDCONTRIBUTIONS acquired evidence at one time [12]"", "". Ou and J. Liu, “Log anomaly detection method based on hybrid transformer-bilstm models,” in 2022 IEEE 22nd International ConferInformerandFedFormermodelsmayoutperformTransformerenceonSoftwareQuality,Reliability,andSecurityCompanion(QRS-C), based models. pp.762–763,2022. [16] S. Pasch and D. Ehnes, “Nlp for responsible finance: Fine-tuning transformer-based models for esg,” in 2022 IEEE International ConV. CONCLUSIONS ferenceonBigData(BigData),pp.3532–3536,2022"", "". e thatundergoesadoublenegation.Therefore,considering 5 Another closely related study fine-tuned several pre-trained the context when performing sentiment analysis to detect LLMs to detect anomalous log entries in a point-based anomaliesindronelogmessagesiscrucial,especiallywhen approach[6].However,existingstudiesonlydetectwhether thelogmessagesfromdifferentclassessharecommonwords an event or subsequent event is an anomaly. In a forensic orphrases"", "". challenges for drone digital forensics investigations,’’ Array, vol. 14, Jul.2022,Art.no.100135. [27] J. Qi, Z. Luan, S. Huang, C. Fung, H. Yang, H. Li, D. Zhu, and D.Qian,‘‘LogEncoder:Log-basedcontrastiverepresentationlearningfor [5] H.Studiawan,G.Grispos,andK.-K.-R.Choo,‘‘Unmannedaerialvehicle anomalydetection,’’IEEETrans.Netw.ServiceManage.,vol.20,no.2, (UAV)forensics:Thegood,thebad,andtheunaddressed,’’Comput.Secur., pp.1378–1391,Jun.2023. vol.132,Sep.2023,Art.no.103340. [28] J. Li, H. He, S. Chen, D""]",True,"In a forensic setting, analyzing a large number of log entries resulting from binary anomaly detection is considered inefficient and labor-intensive (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).",This reference directly supports the claim that analyzing detection results in a binary setting can be impractical in a forensic context due to the large size of data.
35,"comparison of the proposed framework, several baselines are constructed, including those that are proposed in published works. This paper proposes a transformer encoder-based log- based anomaly detection optimised using multitask label representation to help the model learn from the overlapped features shared by the samples from different severity levels. A domain-specific decoding procedure is also proposed to infer the prediction result. In-depth analyses are performed to evaluate the proposed framework thoroughly. The main contributions of this paper are summarised as follows: 1) Propose Drone Log Severity (DroLoVe), a severity- oriented multiclass anomaly detection approach on drone flight log data. 2) Propose a data-driven vector representation of the label and a severity-oriented decoding procedure of the VOLUME 12, 2024 64253 S.",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,This paper investigates utilising a multitask learning paradigm to perform multiclass anomaly detection on drone flight log messages.,"["". Inspired by the study, anomalous events on drone objective[33].Anotheralternativetoleveragethepre-trained flight logs can be detected by analysing log messages and model is fine-tuning the models using prompts [34]. With identifying suspect key phrases closely related to drone onlyafewtrainingdata,themodelcancapturethesemantics incident scenarios. Therefore, the region of interest in this of the input logs and detect anomalous log sequences well"", "". encoder for anomaly detection. A similar study exploits Performing anomaly detection using a sequence-based theabundanceofpre-trainedtransformermodelstoperform approach is commonly conducted by training RNN-based anomalydetectionbyusingsentimentanalysisondroneflight models using a dataset containing a collection of a series log messages [6], which then expanded to multiclass in [9]. of events"", ""S.Silalahietal.:InterpretableOrdinal-AwareWithContrastive-EnhancedAnomalySeverityDetection approach is presented in Section III. The experimental settingsandprocedurearedescribedinSectionIV,whilethe results,findings,anddiscussionsareelaboratedinSectionV. Finally,weconcludethepaperinSectionVI. II. RELATEDWORKS A. LOG-BASEDANOMALYDETECTION Log-based anomaly detection is relatively well-studied, includingincorporatingML[1]anddeeplearning-based[18], [19] to facilitate log anomaly detection"", "". CONCLUSION remains untested as the training dataset contains only log This paper investigates utilising a multitask learning messages acquired from 82 drone models, mostly from paradigmtoperformmulticlassanomalydetectionondrone DJI. This is one of the main challenges in drone forensics flight log messages. Aligning to the nature of multitask research, where human-readable flight log datasets from learning,weproposetwotargetlabelrepresentations,namely other drone models are unavailable"", "". DigitalObjectIdentifier10.1109/ACCESS.2025.3580056 Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages SWARDIANTARASILALAHI 1,(GraduateStudentMember,IEEE), TOHARIAHMAD 1,(Member,IEEE),HUDANSTUDIAWAN 1,(Member,IEEE), EIRINIANTHI 2,ANDLOWRIWILLIAMS 2 1DepartmentofInformatics,InstitutTeknologiSepuluhNopember,Surabaya60111,Indonesia 2SchoolofComputerScienceandInformatics,CardiffUniversity,CF244AGCardiff,U.K""]",True,"The proposed framework employs a multitask learning paradigm for multiclass anomaly detection on drone flight log messages (Silahiet al., 2024).","The retrieved reference discusses utilizing a multitask learning approach for multiclass anomaly detection, which directly aligns with the claim in the source paragraph regarding the proposed framework's methodology."
36,"follows: 1) Propose Drone Log Severity (DroLoVe), a severity- oriented multiclass anomaly detection approach on drone flight log data. 2) Propose a data-driven vector representation of the label and a severity-oriented decoding procedure of the VOLUME 12, 2024 64253 S. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection FIGURE 2. A word cloud visualisation to see that the samples from different severity levels share common words and phrases. The remainder of the paper is structured as follows: Section II discusses relevant previous studies related to log-based anomaly detection and how to deal with class imbalance problems in log-based anomaly detection task, the proposed framework is explained in detail in Section III, Section IV provides the experimental setup, followed",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"We propose Drone Log, an interpretable sentiment-based multiclass drone flight log anomaly detection framework that includes three anomaly severity levels: low, medium, and high.","["". DigitalObjectIdentifier10.1109/ACCESS.2025.3580056 Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages SWARDIANTARASILALAHI 1,(GraduateStudentMember,IEEE), TOHARIAHMAD 1,(Member,IEEE),HUDANSTUDIAWAN 1,(Member,IEEE), EIRINIANTHI 2,ANDLOWRIWILLIAMS 2 1DepartmentofInformatics,InstitutTeknologiSepuluhNopember,Surabaya60111,Indonesia 2SchoolofComputerScienceandInformatics,CardiffUniversity,CF244AGCardiff,U.K"", "". Inspired by the study, anomalous events on drone objective[33].Anotheralternativetoleveragethepre-trained flight logs can be detected by analysing log messages and model is fine-tuning the models using prompts [34]. With identifying suspect key phrases closely related to drone onlyafewtrainingdata,themodelcancapturethesemantics incident scenarios. Therefore, the region of interest in this of the input logs and detect anomalous log sequences well"", "". [8] S. Silalahi, T. Ahmad, and H. Studiawan, ‘‘Drone flight log anomaly severityclassificationviasentenceembedding,’’inProc.Int.Conf.Artif. [30] S. Han, Q. Wu, H. Zhang, B. Qin, J. Hu, X. Shi, L. Liu, and X. Yin, Intell.,Blockchain,CloudComput.,DataAnal.(ICoABCD),Nov.2023, ‘‘Log-basedanomalydetectionwithrobustfeatureextractionandonline pp.100–105. learning,’’IEEETrans.Inf.ForensicsSecurity,vol.16,pp.2300–2311, 2021"", "". 1) We propose DroneLog, an interpretable sentimentAs an example, the flight path taken by a drone during a based multiclass drone flight log anomaly detection flightisrecordedinlongitudeandlatitudecoordinates.These frameworkthatincludesthreeanomalyseveritylevels: datacanbeusedtodetectananomalybyfindingapeculiar low,medium,andhigh.Providingtheseveritylevelcan valuewithinthelogrecordsbycontrastingthenormalvalues provide better detection results for the investigator to"", ""S.Silalahietal.:InterpretableOrdinal-AwareWithContrastive-EnhancedAnomalySeverityDetection approach is presented in Section III. The experimental settingsandprocedurearedescribedinSectionIV,whilethe results,findings,anddiscussionsareelaboratedinSectionV. Finally,weconcludethepaperinSectionVI. II. RELATEDWORKS A. LOG-BASEDANOMALYDETECTION Log-based anomaly detection is relatively well-studied, includingincorporatingML[1]anddeeplearning-based[18], [19] to facilitate log anomaly detection""]",True,"The proposed Drone Log framework categorizes drone flight log anomalies into three severity levels: low, medium, and high, enhancing detection capabilities (Silalahi et al., 2024).",The retrieved reference directly supports the source paragraph's claim about proposing a severity-oriented approach to drone flight log anomaly detection.
