citation_id,source_paragraph,retrieved_paper,retrieved_chunk,retrieved_contexts,relevant,citation_text,reasoning
31,"as runtime logs that are constantly generated during the operational period of the device. The information recorded in log data is highly valuable for many purposes, including running system monitoring, running process conformance checks, and overall system evaluation . The use of log data is critical when incident cases occur, as the empirical events and incident scenarios can be discovered by analysing the log artefacts. Assuming that 64252 2024 The Authors. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 License. For more information, see VOLUME 12, 2024 S. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection the integrity of the log is guaranteed, log data is one of the artefacts with the highest priority for investigating",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Human-readable log messages can be found in the flight log, which is highly relevant to various incident cases, as shown in Fig 3. Not only is it highly relevant, but it is also highly prioritised evidence in diverse investigation cases.","[""robust predictions, enabling drone operators to detect and Furthermore, Jain et al. [10] proposed a framework for diagnose malfunctions quickly and take corrective actions. sensor data identification and verification. An analysis of a Thestructureofthispaperisasfollows.SectionIIpresents drone’sarchitectureandaforensicmodelwithgenericfeatures previous research relating to the drone log analysis and drone are proposed here in order to enhance the digital investigation forensics"", "". DigitalObjectIdentifier10.1109/ACCESS.2025.3580056 Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages SWARDIANTARASILALAHI 1,(GraduateStudentMember,IEEE), TOHARIAHMAD 1,(Member,IEEE),HUDANSTUDIAWAN 1,(Member,IEEE), EIRINIANTHI 2,ANDLOWRIWILLIAMS 2 1DepartmentofInformatics,InstitutTeknologiSepuluhNopember,Surabaya60111,Indonesia 2SchoolofComputerScienceandInformatics,CardiffUniversity,CF244AGCardiff,U.K"", "". Inspired by the study, anomalous events on drone objective[33].Anotheralternativetoleveragethepre-trained flight logs can be detected by analysing log messages and model is fine-tuning the models using prompts [34]. With identifying suspect key phrases closely related to drone onlyafewtrainingdata,themodelcancapturethesemantics incident scenarios. Therefore, the region of interest in this of the input logs and detect anomalous log sequences well"", ""S.Silalahietal.:InterpretableOrdinal-AwareWithContrastive-EnhancedAnomalySeverityDetection 1) Human-readable log messages can be found in the flightlog,whichishighlyrelevanttovariousincident cases,asshowninFig3.Notonlyisithighlyrelevant, but it is also highly prioritised evidence in diverse investigationcases. 2) Flight log messages cover events from the drone’s sensors,features,andcomponents,makingitonepiece of evidence to perform analysis related to different drone software and hardware components"", "". system remains a topic of interest for the cybersecurity A common approach is the log-based anomaly detecresearch and practitioner communities, such as those in tion approach, which involves the analysis of log entries recorded by systems either in sequence-based or pointThe associate editor coordinating the review of this manuscript and based modelling techniques, considering the case and data characteristics[1]. approvingitforpublicationwasYangTang""]",True,"Log messages from UAV flight logs are crucial as they provide highly relevant evidence for various incident cases and are prioritized in investigations (Silalahi et al., 2024).","The selected reference directly supports the claim about the importance of log data in incident investigations, emphasizing its relevance and prioritization in forensic contexts."
32,"particular system log may need different techniques from one type to another. Generally, log-based anomaly detection can be performed using either point, collective, or contextual approaches. In the log-based anomaly detection literature, most of the existing studies propose either a contextual or collective approach, where the decision is taken by examining a sequence of log events. However, detecting abnormalities in log data can be performed using a point-based approach, where one single log record is the only feature needed. Therefore, several studies explored utilising a point-based approach to detect anomalous events on logs data, such as in operating systems , , drone devices , and distribution systems , . In the drone context, a log message contains a description of",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Existing anomaly detection modelling techniques can be conducted either in a point, contextual, or collective setting. Point anomaly detection characterizes each log entry, whether an event is an abnormality or a normal event.","[""S.Silalahietal.:InterpretableOrdinal-AwareWithContrastive-EnhancedAnomalySeverityDetection approach is presented in Section III. The experimental settingsandprocedurearedescribedinSectionIV,whilethe results,findings,anddiscussionsareelaboratedinSectionV. Finally,weconcludethepaperinSectionVI. II. RELATEDWORKS A. LOG-BASEDANOMALYDETECTION Log-based anomaly detection is relatively well-studied, includingincorporatingML[1]anddeeplearning-based[18], [19] to facilitate log anomaly detection"", "". Existing anomaly detection modelling techniques can be conducted either in a point, contextual, or collective setting. Point anomaly FIGURE4. Anillustrationofanomaliesthatoccurduringadrone’sflight. detectioncharacteriseseachlogentry,whetheraneventisan abnormalityoranormalevent.Forinstance,ifausertypesthe wrong password when trying to gain access to an operating inclusive"", "". An interesting witharandomstateof42. pattern is shown in Table 8 regarding the hyperparameter Four encoder types are selected to be combined with the values on each encoder type. The GRU works well with baseline and proposed scenarios, i.e., Transformer, LSTM, more layers, average pooling, and uniform class weighting. GRU, and Linear, since these encoders are standard in log- Differently, the Linear model has benefited from the [CLS] based anomaly detection as discussed in Section II"", "". encoder for anomaly detection. A similar study exploits Performing anomaly detection using a sequence-based theabundanceofpre-trainedtransformermodelstoperform approach is commonly conducted by training RNN-based anomalydetectionbyusingsentimentanalysisondroneflight models using a dataset containing a collection of a series log messages [6], which then expanded to multiclass in [9]. of events"", "". Ou and J. Liu, “Log anomaly detection method based on hybrid transformer-bilstm models,” in 2022 IEEE 22nd International ConferInformerandFedFormermodelsmayoutperformTransformerenceonSoftwareQuality,Reliability,andSecurityCompanion(QRS-C), based models. pp.762–763,2022. [16] S. Pasch and D. Ehnes, “Nlp for responsible finance: Fine-tuning transformer-based models for esg,” in 2022 IEEE International ConV. CONCLUSIONS ferenceonBigData(BigData),pp.3532–3536,2022""]",True,"Existing anomaly detection modelling techniques can be conducted either in a point, contextual, or collective setting, with point anomaly detection characterizing each log entry as either an abnormality or a normal event (Silahie et al.).","The retrieved reference discusses the different approaches to anomaly detection, including point-based methods, which directly supports the claim made in the source paragraph about log-based anomaly detection techniques."
33,"several studies explored utilising a point-based approach to detect anomalous events on logs data, such as in operating systems , , drone devices , and distribution systems , . In the drone context, a log message contains a description of occurring events which are triggered by various components such as sensors, peripherals, and firmware. Analysing the log message means analysing events from all aspects of the drone, including sensors, components and features . Typically, existing log-based anomaly detection stud- ies classify log events into two categories: normal and anomaly . This is helpful in an online setting, where the number of detected abnormalities in a certain period of time is considerably small. However, in a digital forensic setting, where the",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,Log-based anomaly detection with robust feature extraction and online learning,"["". challenges for drone digital forensics investigations,’’ Array, vol. 14, Jul.2022,Art.no.100135. [27] J. Qi, Z. Luan, S. Huang, C. Fung, H. Yang, H. Li, D. Zhu, and D.Qian,‘‘LogEncoder:Log-basedcontrastiverepresentationlearningfor [5] H.Studiawan,G.Grispos,andK.-K.-R.Choo,‘‘Unmannedaerialvehicle anomalydetection,’’IEEETrans.Netw.ServiceManage.,vol.20,no.2, (UAV)forensics:Thegood,thebad,andtheunaddressed,’’Comput.Secur., pp.1378–1391,Jun.2023. vol.132,Sep.2023,Art.no.103340. [28] J. Li, H. He, S. Chen, D"", ""robust predictions, enabling drone operators to detect and Furthermore, Jain et al. [10] proposed a framework for diagnose malfunctions quickly and take corrective actions. sensor data identification and verification. An analysis of a Thestructureofthispaperisasfollows.SectionIIpresents drone’sarchitectureandaforensicmodelwithgenericfeatures previous research relating to the drone log analysis and drone are proposed here in order to enhance the digital investigation forensics"", "". theexperimentalresults,theTransformerobtainsthehighestF1 In the context of classifying drone malfunctions, the Transscore value of 93.04%. former model can be trained on a dataset of labeled drone Index Terms—drone forensics, forensic investigation, malfunctelemetry data to learn patterns and relationships between the tions, infrastructure, Transformer, Informer, FEDformer drone’s behavior and the root cause of a malfunction. The dataset can include features such as altitude, velocity, battery I"", "". [8] S. Silalahi, T. Ahmad, and H. Studiawan, ‘‘Drone flight log anomaly severityclassificationviasentenceembedding,’’inProc.Int.Conf.Artif. [30] S. Han, Q. Wu, H. Zhang, B. Qin, J. Hu, X. Shi, L. Liu, and X. Yin, Intell.,Blockchain,CloudComput.,DataAnal.(ICoABCD),Nov.2023, ‘‘Log-basedanomalydetectionwithrobustfeatureextractionandonline pp.100–105. learning,’’IEEETrans.Inf.ForensicsSecurity,vol.16,pp.2300–2311, 2021"", "". Mantas and Patsakis [6] data to construct a forensic timeline that consists of the log have attempted to utilize telemetry and dataflash logs to messageandthetimestamp. perform drone forensic investigation by performing UAV To perform NER, two common deep learning modintegritychecks,anomalydetectiononthevisualflightpath, els can be used, either RNN-based or Transformer-based command verification, error reporting, and hardware error models. The latest state-of-the-art include BiLSTM-CRF detection""]",True,"Log-based anomaly detection methods have been developed to enhance the classification of UAV flight log messages into normal and anomalous events (Silalahi et al., 2023).","The retrieved reference discusses log-based anomaly detection methods specifically in the context of UAV flight logs, which directly supports the source paragraph's claim about classifying log events into normal and anomaly categories."
34,"classify log events into two categories: normal and anomaly . This is helpful in an online setting, where the number of detected abnormalities in a certain period of time is considerably small. However, in a digital forensic setting, where the detection is performed on all collected artefacts which might be large in size, the number of the abnormalities is likely to be large . Thus, analysing the detection result in a binary setting is impractical for the investigator. Moreover, out of all detected peculiarities, there might be several negligible ones with less severe impacts on the system or less likely to be related to an incident. Extending binary to multiclass anomaly detection can provide more detailed and contextual detection results",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,analysing a large number of log entries resulting from binary anomaly detection is considered inefficient and labour-intensive as the detection is performed on the acquired evidence at one time,"["". In a forensic orphrases. setting, analysing a large number of log entries resulting from binary anomaly detection is considered inefficient and labour-intensive as the detection is performed on the C. SCOPEANDCONTRIBUTIONS acquired evidence at one time [12]"", "". As depicted in Fig 18, the highlighted to multiclass anomaly detection while exploiting the shared words align more with the attribution label, supported by high- and low-level features within the log messages that seven out of eight examples belonging to the High severity belong to different severity levels. Therefore, the forensic having positive attribution scores"", ""S.Silalahietal.:InterpretableOrdinal-AwareWithContrastive-EnhancedAnomalySeverityDetection approach is presented in Section III. The experimental settingsandprocedurearedescribedinSectionIV,whilethe results,findings,anddiscussionsareelaboratedinSectionV. Finally,weconcludethepaperinSectionVI. II. RELATEDWORKS A. LOG-BASEDANOMALYDETECTION Log-based anomaly detection is relatively well-studied, includingincorporatingML[1]anddeeplearning-based[18], [19] to facilitate log anomaly detection"", "". Another case scenario in log-based anomaly detection Supervised contrastive learning is employed to learn is a sequence-based approach, where an abnormality is distinctrepresentationsforeachanomalyseveritylevel. determined by analysing a group of events that occur 3) Weexploretwotargetlabelrepresentationstoaugment sequentially within a certain window size [22]"", "". e thatundergoesadoublenegation.Therefore,considering 5 Another closely related study fine-tuned several pre-trained the context when performing sentiment analysis to detect LLMs to detect anomalous log entries in a point-based anomaliesindronelogmessagesiscrucial,especiallywhen approach[6].However,existingstudiesonlydetectwhether thelogmessagesfromdifferentclassessharecommonwords an event or subsequent event is an anomaly. In a forensic orphrases""]",True,"Analyzing a large number of log entries resulting from binary anomaly detection is considered inefficient and labor-intensive in forensic settings (S. Silahietal., 2023).","The retrieved reference discusses the inefficiency of binary anomaly detection in forensic settings, which directly supports the claim in the source paragraph about the impracticality of binary analysis in large datasets."
35,"comparison of the proposed framework, several baselines are constructed, including those that are proposed in published works. This paper proposes a transformer encoder-based log- based anomaly detection optimised using multitask label representation to help the model learn from the overlapped features shared by the samples from different severity levels. A domain-specific decoding procedure is also proposed to infer the prediction result. In-depth analyses are performed to evaluate the proposed framework thoroughly. The main contributions of this paper are summarised as follows: 1) Propose Drone Log Severity (DroLoVe), a severity- oriented multiclass anomaly detection approach on drone flight log data. 2) Propose a data-driven vector representation of the label and a severity-oriented decoding procedure of the VOLUME 12, 2024 64253 S.",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"This study proposes Drone Log, an interpretable framework for detecting anomalies and the severity levels on drone flight logs, using a multitask learning approach in a unified pipeline.","["". Inspired by the study, anomalous events on drone objective[33].Anotheralternativetoleveragethepre-trained flight logs can be detected by analysing log messages and model is fine-tuning the models using prompts [34]. With identifying suspect key phrases closely related to drone onlyafewtrainingdata,themodelcancapturethesemantics incident scenarios. Therefore, the region of interest in this of the input logs and detect anomalous log sequences well"", "". CONCLUSION remains untested as the training dataset contains only log This paper investigates utilising a multitask learning messages acquired from 82 drone models, mostly from paradigmtoperformmulticlassanomalydetectionondrone DJI. This is one of the main challenges in drone forensics flight log messages. Aligning to the nature of multitask research, where human-readable flight log datasets from learning,weproposetwotargetlabelrepresentations,namely other drone models are unavailable"", "". encoder for anomaly detection. A similar study exploits Performing anomaly detection using a sequence-based theabundanceofpre-trainedtransformermodelstoperform approach is commonly conducted by training RNN-based anomalydetectionbyusingsentimentanalysisondroneflight models using a dataset containing a collection of a series log messages [6], which then expanded to multiclass in [9]. of events"", "". For instance, the message ‘‘Critically low power. Aircraft is landing’’ is more important than ‘‘Forward Obstacle Sensing notWorking’’.ThisstudyproposesDroneLog,aninterpretableframeworkfordetectinganomaliesandthe severity levels on drone flight logs, using a multitask learning approach in a unified pipeline"", "". [8] S. Silalahi, T. Ahmad, and H. Studiawan, ‘‘Drone flight log anomaly severityclassificationviasentenceembedding,’’inProc.Int.Conf.Artif. [30] S. Han, Q. Wu, H. Zhang, B. Qin, J. Hu, X. Shi, L. Liu, and X. Yin, Intell.,Blockchain,CloudComput.,DataAnal.(ICoABCD),Nov.2023, ‘‘Log-basedanomalydetectionwithrobustfeatureextractionandonline pp.100–105. learning,’’IEEETrans.Inf.ForensicsSecurity,vol.16,pp.2300–2311, 2021""]",True,"The proposed framework for detecting anomalies and severity levels in drone flight logs utilizes a multitask learning approach, as described in the study by Silalahi et al. (2023).","The retrieved reference directly discusses a framework for detecting anomalies and severity levels in drone flight logs using a multitask learning approach, which aligns with the claims made in the source paragraph."
36,"follows: 1) Propose Drone Log Severity (DroLoVe), a severity- oriented multiclass anomaly detection approach on drone flight log data. 2) Propose a data-driven vector representation of the label and a severity-oriented decoding procedure of the VOLUME 12, 2024 64253 S. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection FIGURE 2. A word cloud visualisation to see that the samples from different severity levels share common words and phrases. The remainder of the paper is structured as follows: Section II discusses relevant previous studies related to log-based anomaly detection and how to deal with class imbalance problems in log-based anomaly detection task, the proposed framework is explained in detail in Section III, Section IV provides the experimental setup, followed",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"We propose DroneLog, an interpretable sentiment-based multiclass drone flight log anomaly detection framework that includes three anomaly severity levels: low, medium, and high.","["". DigitalObjectIdentifier10.1109/ACCESS.2025.3580056 Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages SWARDIANTARASILALAHI 1,(GraduateStudentMember,IEEE), TOHARIAHMAD 1,(Member,IEEE),HUDANSTUDIAWAN 1,(Member,IEEE), EIRINIANTHI 2,ANDLOWRIWILLIAMS 2 1DepartmentofInformatics,InstitutTeknologiSepuluhNopember,Surabaya60111,Indonesia 2SchoolofComputerScienceandInformatics,CardiffUniversity,CF244AGCardiff,U.K"", "". [8] S. Silalahi, T. Ahmad, and H. Studiawan, ‘‘Drone flight log anomaly severityclassificationviasentenceembedding,’’inProc.Int.Conf.Artif. [30] S. Han, Q. Wu, H. Zhang, B. Qin, J. Hu, X. Shi, L. Liu, and X. Yin, Intell.,Blockchain,CloudComput.,DataAnal.(ICoABCD),Nov.2023, ‘‘Log-basedanomalydetectionwithrobustfeatureextractionandonline pp.100–105. learning,’’IEEETrans.Inf.ForensicsSecurity,vol.16,pp.2300–2311, 2021"", "". Inspired by the study, anomalous events on drone objective[33].Anotheralternativetoleveragethepre-trained flight logs can be detected by analysing log messages and model is fine-tuning the models using prompts [34]. With identifying suspect key phrases closely related to drone onlyafewtrainingdata,themodelcancapturethesemantics incident scenarios. Therefore, the region of interest in this of the input logs and detect anomalous log sequences well"", "". 1) We propose DroneLog, an interpretable sentimentAs an example, the flight path taken by a drone during a based multiclass drone flight log anomaly detection flightisrecordedinlongitudeandlatitudecoordinates.These frameworkthatincludesthreeanomalyseveritylevels: datacanbeusedtodetectananomalybyfindingapeculiar low,medium,andhigh.Providingtheseveritylevelcan valuewithinthelogrecordsbycontrastingthenormalvalues provide better detection results for the investigator to"", "". B. PROBLEMSTATEMENT For instance, at the e , the drone exceeds the maximum In the event that there is only benign data (i.e., no sample 3 flight distance. Several sentiment-baring words or phrases of abnormal data), anomaly detection can be conducted by from the illustration include ‘‘out of range’’, ‘‘overheated’’, training a recurrent neural network (RNN)–based model and ‘‘failed’’""]",True,"The proposed framework includes three anomaly severity levels—low, medium, and high—enhancing the detection of anomalies in drone flight logs (Silalahi et al., 2025).",The retrieved reference directly discusses a multiclass anomaly detection framework for drone flight logs that aligns with the source paragraph's focus on a severity-oriented approach.
37,"anomaly detection approach is adopted in this paper. Table 1 presents the summary of the previous related works. B. CLASS IMBALANCE PROBLEM (CIP) IN LOG-BASED ANOMALY DETECTION It is assured that in log-based anomaly detection, the number of anomalous samples is significantly less than the normal ones. Employing a supervised-based technique is prone to bias, as the model tends to learn from the majority samples. To overcome CIP, several studies proposed data-level and algorithm-level solutions . Moreover, in a certain case, there are no anomalous samples available. In this particular situation, a one-class approach can be used to construct a normal baseline model. During the detection, an anomaly score is used to decide if an input event is anomalous based",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Log-based anomaly detection is relatively well-studied, including incorporating ML and deep learning-based to facilitate log anomaly detection","[""S.Silalahietal.:InterpretableOrdinal-AwareWithContrastive-EnhancedAnomalySeverityDetection approach is presented in Section III. The experimental settingsandprocedurearedescribedinSectionIV,whilethe results,findings,anddiscussionsareelaboratedinSectionV. Finally,weconcludethepaperinSectionVI. II. RELATEDWORKS A. LOG-BASEDANOMALYDETECTION Log-based anomaly detection is relatively well-studied, includingincorporatingML[1]anddeeplearning-based[18], [19] to facilitate log anomaly detection"", "". Thisstudyproposestoextendthebinaryanomalydetection into a multiclass anomaly detection involving four classes: Normal,Low,Medium,andHigh.Thethreeanomalyclasses representingtheseverityoftheabnormalityaredistinguished byseveralcharacteristicsdescribedinSectionIV-A.AsillustratedbyFig.4,adroneexperiencesvariouseventsfromthe takeoff(e )tothelanding(e ).Eacheventisrepresentedby 1 6 a log message that contains a description of the occurring phenomenon.Amongtheeventsthathappenduringaflight, there might be low,"", "". Another case scenario in log-based anomaly detection Supervised contrastive learning is employed to learn is a sequence-based approach, where an abnormality is distinctrepresentationsforeachanomalyseveritylevel. determined by analysing a group of events that occur 3) Weexploretwotargetlabelrepresentationstoaugment sequentially within a certain window size [22]"", "". On the otherhand,thefiltereddatasetisacollectionoflogmessages afterauniquefilteringprocess.Thisisalignedwiththenorm insupervisedlearning,wherethetrainandtestsetmustnot sharecommonsamples.Thedatasetcompositionispresented inTable4.Afterreadingallthemessagescarefully,weinfer TABLE5. Anomalyseveritycharacteristics. the characteristics of each severity level, as summarised in Table5. B. BASELINES Most of the studies use a sequence-based approach in the log-based anomaly detection research, as shown in Table 2"", "". As mentioned in the previous section, this theindirectlysubsequentevents.Moreover,thecomputation paperexplorestheadvantageofmultitasklearningtoperform processisnon-parallelizable.Therefore,severaleffortshave sentimentanalysisondroneflightlogdatasetsasananomaly been made to employ the Transformer model for anomaly detectionapproach. detection [32]. Instead of training a model using a dataset, [33] proposed HilBERT, a BERT-based model pre-trained III. PROPOSEDFRAMEWORK using a number of public log datasets""]",True,"Log-based anomaly detection has been extensively researched, incorporating machine learning and deep learning techniques to enhance detection capabilities (Silahie et al.)","The retrieved reference discusses the well-studied nature of log-based anomaly detection and the incorporation of machine learning, which directly supports the source paragraph's claims about the challenges and methods in log-based anomaly detection."
38,"detection approach for drone flight log data. The overall flow of the proposed framework is depicted in Fig 4. The following section describes the approach in more detail. A. OVERVIEW A. OVERVIEW Performing point log-based anomaly detection that takes human-readable log messages as input is similar to conduct- ing sequence or text classification. As mentioned in Section I, this task may be interpreted as a sentiment analysis task that aims to detect negative sentiments within log messages. Taking an n-length log message m = [w1, w2, . . . , wn] from the dataset D = {(mi, ci)}|D| i=1 as the input, where c is the label class name, BERT is used to tokenise the input into a fixed length",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Sentiment analysis-based log anomaly detection was firstly introduced in [7], which rely on an assumption that log messages that contain words or phrases with negative connotations are considered anomalies.","["". Inspired by the study, anomalous events on drone objective[33].Anotheralternativetoleveragethepre-trained flight logs can be detected by analysing log messages and model is fine-tuning the models using prompts [34]. With identifying suspect key phrases closely related to drone onlyafewtrainingdata,themodelcancapturethesemantics incident scenarios. Therefore, the region of interest in this of the input logs and detect anomalous log sequences well"", "". 1) We propose DroneLog, an interpretable sentimentAs an example, the flight path taken by a drone during a based multiclass drone flight log anomaly detection flightisrecordedinlongitudeandlatitudecoordinates.These frameworkthatincludesthreeanomalyseveritylevels: datacanbeusedtodetectananomalybyfindingapeculiar low,medium,andhigh.Providingtheseveritylevelcan valuewithinthelogrecordsbycontrastingthenormalvalues provide better detection results for the investigator to"", "". B. PROBLEMSTATEMENT For instance, at the e , the drone exceeds the maximum In the event that there is only benign data (i.e., no sample 3 flight distance. Several sentiment-baring words or phrases of abnormal data), anomaly detection can be conducted by from the illustration include ‘‘out of range’’, ‘‘overheated’’, training a recurrent neural network (RNN)–based model and ‘‘failed’’"", "". Sentiment analysis-based log anomaly readablemessagesdescribingtheoccurringeventsduringthe detection was firstly introduced in [7], which rely on an operation of a drone. This file stores all information during assumptionthat,logmessagesthatcontainwordsorphrases aflight,suchasflighttimestamps,flightparameters,sensor with negative connotations considered anomalies. Another data, components’ status, and flight mode"", "". DigitalObjectIdentifier10.1109/ACCESS.2025.3580056 Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages SWARDIANTARASILALAHI 1,(GraduateStudentMember,IEEE), TOHARIAHMAD 1,(Member,IEEE),HUDANSTUDIAWAN 1,(Member,IEEE), EIRINIANTHI 2,ANDLOWRIWILLIAMS 2 1DepartmentofInformatics,InstitutTeknologiSepuluhNopember,Surabaya60111,Indonesia 2SchoolofComputerScienceandInformatics,CardiffUniversity,CF244AGCardiff,U.K""]",True,"Sentiment analysis-based log anomaly detection relies on the assumption that log messages containing negative connotations are considered anomalies (Swardiana et al., 2025).","The retrieved reference directly discusses the use of sentiment analysis in detecting anomalies in log messages, which aligns with the source paragraph's claim about using human-readable log messages for anomaly detection."
39,"log message m = [w1, w2, . . . , wn] from the dataset D = {(mi, ci)}|D| i=1 as the input, where c is the label class name, BERT is used to tokenise the input into a fixed length sequence with m maximum length and retrieve the contextual embeddings, resulting in an input matrix X ∈ Rm×dBERT which is then paired with the encoded label y. Thus, the numerical input becomes (X, y). This study aims to train a neural network model Mθ to classify the message m into one of the predefined classes c ∈ C = {high, medium, low, normal}, or can be written as Mθ : m → c. Based on past literature discussed in Section",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Knowing that the number of classes is more than two, the task belongs to multiclass classification. Typically, the target label is represented in a one-hot encoded vector, as depicted in Fig. 8a.","["". Note of the messages when making predictions. The model is that pooling only applies to the Transformer and Linear expected to associate the contextual dependency among encoders.Thisfinalhiddenstatevectoristhenmappedinto wordsandphraseswithintheinputmessagetotheanomaly four target classes using a linear layer, resulting in the final severity label"", "". The last three recent study employs sentence embedding to extract the columns contain human-readable messages: APP.message, semantic features from log messages, and utilize various APP.tip, and APP.warning, which is the source of the machine learning (ML) models to classify anomaly severevidence used in this paper. Sample messages can be seen ity[8].Themostrecentstudyemploysamultitasklearningin Table 1. From the table, it can be seen that samples in based solution to solve a mutually inclusive dataset [9]"", ""vector,yieldingastaticlookupdictionaryafterbeingtrained as the log message is generated and triggered by certain on a relatively large corpus"", "". weight and bias parameters in a linear layer. Knowing that In this paper, M = (cid:2) m 1 ,m 2 ,...,m|M| (cid:3) is defined as the number of classes is more than two, the task belongs the collection of log messages in the dataset. Given a log to multiclass classification. Typically, the target label is recordm = [w 1 ,w 2 ,...,w n ]containingnnumberofwords represented in a one-hot encoded vector, as depicted in as input, with m ∈ M, BERT base is used to tokenize and Fig. 8a"", "". This research encoder-based models [8]. These models utilize machine endeavoraimstodevelopaMalayalam-Englishcode-mixed learning algorithms to examine the language and context of text dataset intended to be freely accessible and serve as social media posts to ascertain whether they are sarcastic a valuable asset for further scholarly investigations in this or not. Machine learning models have the disadvantage of domain""]",True,"The classification task involves multiclass classification where the target label is represented in a one-hot encoded vector, indicating that the model can classify messages into multiple predefined classes.","This reference directly discusses multiclass classification and the representation of target labels, which aligns with the source paragraph's focus on classifying messages into predefined classes."
40,"logits z ∈ R|C|, where |C| denotes the number of target class in the dataset. During the training phase, these vectors are used to compute the loss and update the parameter of the model after passing through a normalisation function. For the typical one-hot encoding representation of the label, the standard cross-entropy is used to compute the loss, as defined in the following equation: |C| LCE = − yi · log(ˆyi) i=1 ˆy = softmax(z) exp(zi) ˆyi = Pdim(z) exp(zj) (1) (2) (3) where y and ˆy are the true label vector and the prediction probability distribution, respectively. The prediction proba- bility ˆy is obtained from Eq 2, where each of the element in ˆy is computed using Eq 3.",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,the distance between true and predicted labels matters.,"["". MACHINE LEARNING PARAMETERS Evaluatioin metrics ML models Parameters Models MSE RMSE MAE max_depth: 10, min_samples_split: 2, RF SARIMAX 639714.51 799.82 650.35 n_estimator: 50 RF 1384875.01 1176.80 958.96 learning_rate: 0.05, max_depth: 3, XGBoost XGBoost 1389609.34 1178.81 961.11 n_estimators: 100 GBM 1406810.24 1186.09 971.82 learning_rate: 0.2, max_depth: 3, n_estimators: LightGBM LSTM 16816.55 129.67 103.94 100 Authorized licensed use limited to: Institut Teknologi Sepuluh Nopember"", "". Thedistributionofthebestepochfromeachlossfunction. model on the filtered dataset. The confusion matrix in this Loglosstendstorequiremoreepochscomparedtocross-entropyand focalloss. paperisredefinedtoalignwiththeanomalyseveritycontext, wherethedistancebetweentrueandpredictedlabelsmatters. If the predicted label is lower than the true label, we define it False Positive (FP). Conversely, if the true label is lower than the predicted label, we define it False Negative (FN)"", "". |M| λbal = (8) c |C|·|M | c (cid:18)|M |(cid:19)−1 λinv = c (9) c |M| where |M| is number of samples in the dataset, |C| is the number of target class, and |M | is the number of samples c belongingtoclasscwithM ∈M. In the Multitask-101 schema, the first vector element c Asanalternativewaytodealwiththeimbalanceproblem, functions the same as in the Multitask-101 schema. The we replace the cross-entropy with the focal loss to force main difference lies in the second to the fourth elements"", "". probabilities between 0 and 1. During training, we applied the Specifically, the distillation loss function was designed to binary cross-entropy loss across all labels to supervise minimize the discrepancy between the feature representations abnormality detection of the student and the teacher models"", "". This result highlights the advantage of decreasing values of training loss (t-lss) and validation Indo-BiEnt in providing more consistent and balanced loss (v-lss), indicating better generalization and reduced classificationacrossallinferencecategories. overfittingasthetrainingdatavolumeincreases""]",True,"The distance between true and predicted labels is crucial in evaluating model performance, particularly in the context of loss functions such as cross-entropy (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).","This reference discusses the importance of the relationship between true and predicted labels, which directly relates to the computation of loss in the context of cross-entropy as mentioned in the source paragraph."
