citation_id,source_paragraph,retrieved_paper,retrieved_chunk,retrieved_contexts,relevant,citation_text,reasoning
21,"correlation function between the received signals with the reference signal can be derived as follow: χyx(θ, θ ′, τ, τ0, fD) = σ ejϑ R4 2NsT0X (cid:26) (Nt −1) 2X (Nt −1) 2X k=0 p=− (Nt −1) q=− (Nt −1) {IpIqejpα(θ)e−jqα(θ ′) Nc−1 Nc−1 n=0 m=0 (cid:26) Cn,p,a,bC ∗ m,q,a′,b′gn,a,bgm,a′,b′ × ej2πkTs(fIF +fn,a,b+fD) × e−j2πkTs(fIF +fm,a′,b′ ) × ej2πfn,a,b[p(cid:49)tb−(a−1)T0] × e−j2πfm,a′,b′ [q(cid:49)tb−(a′−1)T0]ej2π(τ −τ0)(fIF +fn,a,b) (cid:27)(cid:27) (14) PNc−1 Because the subcarrier frequency of the OFDM signal and the Golay codes are orthogonal, then the term PNc−1 m=0 gn,a,bgm,a′,b′ = 0 for n ̸= m, a ̸= a′, n=0 or b ̸= b′, hence the cross correlation, χyx(θ, θ ′, τ, τ0, fD) will be zero. The correlation function value will be",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar,"The Golay code is applied in the frequency domain of the OFDM signal and receiver chain, which consist of LNA and the RF to IF down-converters.","[""transmission is used through proper orthogonalitybetweentheCC-OFDMsymbolsisbeneficial schedulingofOFDMtransmissionandechoesreception in obtaining an optimum SNR for increasing the maximum topreventthecoupling"", "". [30] G. Hakobyan, M. Ulrich, and B. Yang, ‘‘OFDM-MIMO radar with L.P.LIGTHART(LifeFellow,IEEE)wasbornin optimized nonequidistant subcarrier interleaving,’’ IEEE Trans. TheNetherlands,inSeptember1946.Hereceived Aerosp. Electron. Syst., vol. 56, no. 1, pp.572–584, Feb. 2020, doi: 10.1109/TAES.2019.2920044. the degree (cum laude) in engineering and the [31] C.Knill,F.Embacher,B.Schweizer,S.Stephany,andC.Waldschmidt, Ph.D.degreefromtheDelftUniversityofTech‘‘Coded OFDM waveforms for MIMO radars,’’ IEEE Trans"", "". The Golay code is bined.ThenthereceivedRFsignalgoesthroughtheanalog applied in the frequency domain of the OFDM signal and receiverchain,whichconsistofLNAandtheRFtoIFdown- then the signal is phase shifted by pβ(f n,a,b ,(cid:49)t b ), with p = converters"", "". The orthogonalities sionandreceptionoftheradarsystemasinapulseradarsysbetween OFDM subcarriers and between OFDM symbols tem,whileitalsohastheadvantageofaCWradarthathasa allow OFDM radar to produce a range and Doppler profile largetimebandwidthproduct.However,thepeak-to-average independentfromeachother[41].Thisisoneoftheadvan- power ratio (PAPR) of OFDM signals becomes an issue tagesofusingOFDMinsteadofLFMasradarwaveform.The becauseitstillmaycausetoohighpower-couplingbetween above considerations motivate"", "". Since the number of Golay codes are limited x p R , F a,b (t)=x p IF ,a 2 ,b (t)ej2πfRFt ∗h RF (t) (24) (there are in total 256 available Golay codes that can where f = 3GHz − f − f , while h (t) and h (t) RF IF2 IF IF2 RF beusedfor256-subcarrierOFDMsymbols),codereuse denote the impulse responses of the filters used to suppress becomes inevitable""]",True,"The Golay code is utilized in the frequency domain of the OFDM signal, which is relevant for understanding the correlation function in MIMO radar systems (Hakobyan et al., 2020).","The retrieved reference discusses the application of Golay codes in OFDM signals, which directly supports the source paragraph's focus on the correlation function and the use of Golay codes."
22,"B. DOPPLER PROCESSING SIMULATION AND ANALYSIS B. DOPPLER PROCESSING SIMULATION AND ANALYSIS In this subsection, the Doppler processing of a moving target is analyzed. For the Doppler processing in this paper, we set VOLUME 13, 2025 109903 D. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar echoes received from targets. Beams that receive echoes by targets in their respective directions can be identified correctly by correlating the sum of signals containing echoes from all receive modules with individual signals transmitted individual beams. Correlations are done per symbol, and after delay compensation, coherence processing is done for all the 12 symbols. The simulation results based on the detection of 2 targets at 3 different scenarios show that",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar,"The latter indicates that the CC OFDM MIMO radar can achieve a high resolution in angle, range, and velocity, with beam isolation of −30 dB for neighboring beams and co-channel beams.","["". ified delay between successive antennas of a MIMO radar, Multiple simultaneous beams can be generated by employ- intended to produce correlated waveforms with the purpose ing a number of transceivers operating individually, each of acquiring better control over the beampattern. CC have attached to an antenna with a beam pointing at a specified been proposed for application in MIMO radars, originally direction, in total covering a specified angular range"", "". The latter indicates that the CC OFDM MIMO radar can achieve a high resolution in angle, range, and velocity,withbeamisolationof−30dBforneighboringbeamsandco-channelbeams. INDEX TERMS Array signal processing, circulating-codes, Golay-codes, MIMO-radar, multi-beam, OFDM,software-defined-radar,sub-band,space-timecodes,surveillance. I"", "". INDEX TERMS MIMO radar, parameter estimation, phased array radar, probability of detection, target detection. I. INTRODUCTION for biomedical engineering, macro-scale radars on radioMulti-antenna radar systems have been known and used in astronomy, and so on [4], [5]"", "". REVIEWONMAXIMUMNUMBEROFDETECTED has been described by [13]. In a MIMO radar, in which TARGETSFORMIMORADAR K elements in the Tx array transmit orthogonal waveforms For clarity in discussions that follow, herein we provide a andLelementsintheRxarrayreceiveechosignalsfromtar- shortreviewoftheperformanceofMIMOradarsinthemaxgetsoperatingindependently,theVAdimensionisexpressed imum number of detected targets, mostly taken from [13]"", "". DigitalObjectIdentifier10.1109/ACCESS.2022.3175883 A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar DEVYKUSWIDIASTUTI 1,(StudentMember,IEEE),L.P.LIGTHART 2,(LifeFellow,IEEE), ANDGAMANTYOHENDRANTORO 1,(SeniorMember,IEEE) 1DepartmentofElectricalEngineering,InstitutTeknologiSepuluhNopember,Surabaya60111,Indonesia 2IRCTR,DelftUniversityofTechnology,2628CDDelft,TheNetherlands(Retired) Correspondingauthor:GamantyoHendrantoro(gamantyo@ee.its.ac.id)""]",True,"The CC OFDM MIMO radar can achieve high resolution in angle, range, and velocity, with significant beam isolation, which is crucial for effective Doppler processing of moving targets (Kuswidiastuti et al., 2022).","This reference provides specific findings about the resolution capabilities and beam isolation of the CC OFDM MIMO radar, which directly supports the claim about Doppler processing and target detection in the source paragraph."
23,"and at the same beam direction, in this case around the range resolution of the radar, which is 60 meter are also can be distinguished with PSLL of −45 dB. The simulation results show that the coupling between beams and symbols are very low as the result of codes and sub-band scheduling at the transmitter. These results are valid for the three scenarios whether the targets are in the same beam, at the nearest neighboring beams and at the nearest co-channel beams. It shows that with the concept proposed in CC-OFDM MIMO Radar, it is possible to design a long-range radar with low power transmission by transmitting multi-orthogonal CC-OFDM symbols in series, to improve the Signal-to-Noise of the radar system.",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar,"the CC OFDM MIMO radar can achieve a high resolution in angle, range, and velocity, with beam isolation of −30dB for neighboring beams and co-channel beams.","["". The latter indicates that the CC OFDM MIMO radar can achieve a high resolution in angle, range, and velocity,withbeamisolationof−30dBforneighboringbeamsandco-channelbeams. INDEX TERMS Array signal processing, circulating-codes, Golay-codes, MIMO-radar, multi-beam, OFDM,software-defined-radar,sub-band,space-timecodes,surveillance. I"", "". By taking as an example the design of long-rangesurveillanceradar,thepaperdiscussesfurtherissuespertinenttotheimplementationoftheCC OFDM MIMO radar, including the beam squinting problem and its remedy, arrangement of the multiple beams, the radar system structure, use of Golay codes for orthogonalization and PAPR mitigation, use of software-definedradarthateliminatestheneedofamplitudeandphasecontrolineachtransmitter,transmit"", ""(13) herein as the subarrayed MIMO (SMIMO) radars, such as theFPMIMOradar,rangesbetweentwoextremeconfiguraNotation ⊗ denotes the Kronecker product operator, tions, namely the PA and the MIMO radar"", "". DigitalObjectIdentifier10.1109/ACCESS.2022.3175883 A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar DEVYKUSWIDIASTUTI 1,(StudentMember,IEEE),L.P.LIGTHART 2,(LifeFellow,IEEE), ANDGAMANTYOHENDRANTORO 1,(SeniorMember,IEEE) 1DepartmentofElectricalEngineering,InstitutTeknologiSepuluhNopember,Surabaya60111,Indonesia 2IRCTR,DelftUniversityofTechnology,2628CDDelft,TheNetherlands(Retired) Correspondingauthor:GamantyoHendrantoro(gamantyo@ee.its.ac.id)"", "". INDEX TERMS MIMO radar, parameter estimation, phased array radar, probability of detection, target detection. I. INTRODUCTION for biomedical engineering, macro-scale radars on radioMulti-antenna radar systems have been known and used in astronomy, and so on [4], [5]""]",True,"The CC OFDM MIMO radar can achieve high resolution in angle, range, and velocity, with a beam isolation of −30 dB for neighboring and co-channel beams (Kuswidia et al., 2022).","The retrieved reference directly supports the claim about the radar's range resolution and beam isolation, making it relevant to the source paragraph."
24,"with the following formula: TP + TN TP + TN + FP + FN Accuracy = Precision = Recall/True Positive Rate(TPR) TP TP + FP TP TP + FN F1 = 2 × precision × recall precision + recall FP TN + TP (cid:90) 1 TPRd(FPR) False Positive Rate(FPR) = AUC = (4) (5) (6) (7) (8) (9) where TP is the number of correctly predicted positive labels, TN is the number of correctly predicted negative labels, FP is the number of incorrectly predicted positive labels, and FN is the number of incorrectly predicted negative labels. Accuracy is the ratio of true predictions to the overall data. Precision is the ratio between TP to the total number of positive predic-",Multi-class Oil Palm Trees Condition Detection from UAV Images using Faster R-CNN with EfficientNetV2,Precision detects the truly correct prediction out of all predictions. Recall detects the truly correct prediction out of all actual classes. F1 scores are harmonic mean between these two that measure overall model performance,"["". These metrics can be calculated by (1) – (3). This study's calculation of True Positive, False Positive, and False Negative differs from other classifications or detections [20]-[23]. These are chosen and calculated following previous studies [1]. Precision detects the truly correct prediction out of all predictions. Recall detects the truly correct prediction out of all actual classes. F1 scores are harmonic mean between these two that measure overall model performance"", ""that could be vital for accurate classification [40]"", "". performance evaluation score, where the highest accuracy Following the definition in the previous paragraph, we plot is under 85%, the model needs further improvement so that the frequency of each misclassification type in Fig 13 and thedetectionvaliditycanbeenhancedandthatthedetection Fig 14"", "". Precision= (9) TP+FP TP Recall = (10) IV. EXPERIMENTSANDRESULTS TP+FN The experiment was conducted using an Intel Core F1Score= 2×Precision×Recall (11) i5-10210U1.6GHzprocessor(8CPUs)computerwith8GB Precision+Recall RAM.Theproposedclassifieralgorithmswereimplemented 121138 VOLUME12,2024"", "". Classificationnetworkstackedarchitecture. TP+TN Accuracy= (2) TP+TN +FP+FN connected layers. The layers are stacked together, formu- whereTP,TN,FP,andFNaretruepositives,truenegatives, lating a sequential model as a combination of convolution, falsepositives,andfalsenegatives.Theprecisionandrecall max-pooling, and dropout layers several times to infer the arethenevaluated,asshowninEq.3and4,respectively""]",True,"The metrics of precision and recall, along with the F1 score as a harmonic mean of these two, are essential for evaluating model performance (Referensi 1).","This reference discusses precision, recall, and F1 scores, which directly relate to the metrics mentioned in the source paragraph, thereby supporting the claims made about these evaluation metrics."
25,"exhib- ited better performance than the MobileNet model, in which the models achieved an accuracy of 85% and 84.52%, respectively. Furthermore, the ResNet-101 model achieved a higher recognition performance of 88.37%, while the MobileNetV2 achieved the performance with an accuracy of 85.46% and a precision, recall, and F1 of 91%, 84%, and 85%, respectively. Furthermore, we performed more experi- ments using several different architectures i.e., DenseNet169, InceptionResNetV2, Xception, and EfﬁcientNetB4 that yielded accuracy of 88.76%, 87.16%, 89.31%, and 88.21%, respectively. The highest accuracy achieved by the benchmark models was only 89.31%. Our previous study proposed a data aug- mentation technique based on neural style transfer and geo- metric transformation to address the scantiness of Balinese carving data , which increased",,,"["". [6] and Ihsan [7]. The VGG19 study. architecture was regarded as the best neural network model to perform style transfer on batik-style images. Among its layers, II. RELATED WORKS the layer \""conv3_1\"" performs better than other layers in the Simonyan and Zisserman [1] introduced the convolutional same network. The study concluded that batik-style transfer neural network architecture named VGG. This architecture images can be regarded as a form of batik art"", "". They neural style transfer and batik image are only a few. introduced the convolutional neural network (CNN) VGG16 and VGG19. The latter neural network architecture was then The goal of this study is to perform a thorough study of implemented by Gatys et al. [2] to produce high-quality transferring features of batik-style images using the VGG artistic images. The result of their work introduced the architectures"", "". 9. The comparison of VGG19 style transfer images with different Nitik style. The used layers from left to right are \""conv1_1\"", weighting factor compositions \""conv2_1\"", \""conv3_1\"", \""conv4_1\"", and \""conv5_1\"". C. Survey Results Fig. 9 displays a comparison of a few generated images The survey managed to garner 216 responses. There are using the VGG19 model with different weighting factor six sections in this survey. The first section of the settings each"", "". The D. Data Collection and Analysis convolutional layer “conv5_1” of both neural networks was used to represent content image features. As for the style Several data were collected in this study. When style image, the experiment used the layers “conv1_1”, “conv2_1”, transfer was performed, the information about its time “conv3_1”, “conv4_1”, and “conv5_1” to store the style computation and loss values were recorded aside from representation similar to Gatys et al. [2]. The models were producing new images"", "". Simonyan and A. Zisserman, \""Very deep convolutional networks layer for batik style reconstruction. No significant difference for large-scale image recognition,\"" in 3rd International Conference on was found for all compositions of the VGG16 model. Learning Representations (ICLR 2015), San Diego, USA, 2015. However, some significant differences were found for VGG19 [2] L. A. Gatys, A. S. Ecker and M. Bethge, \""A Neural Algorithm of weighting compositions. Fig. 11 displays the difference""]",False,,"The retrieved references focus on VGG architectures and their application in style transfer, which does not directly support the performance claims or results related to ResNet-101, MobileNetV2, DenseNet169, InceptionResNetV2, Xception, or EfficientNetB4 mentioned in the source paragraph."
26,"process, an audit involves acquiring and objectively evaluating evidence related to allegations of economic activities and other operations. The aim is to assess the level of conformity between the reports and predefined criteria, and to communicate the results to relevant users, in this case, the organization responsible for establishing information system gover nan nance. One of the proven frameworks for information system auditing is the Control Objectives for Information and Related Technology (COBIT) 2019, which is utilized as the reference framework in this research . COBIT 2019 offers an effective methodology for evaluating the capability of information technology processes, specifically focusing on Deliver, Service and Support - Operation Management. This framework guarantees that the data (DSS01) is received, managed fully,",Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019,"Through the use of the COBIT 2019 framework, COBIT provides comprehensive guidance for identifying, establishing, and monitoring the necessary controls within the IT environment to achieve defined business objectives.","["". INTRODUCTION implementation of improvements. Audit system with Control Objectives for Information and Audit with COBIT 2019 and process mining from event Related Technologies (COBIT) is a process that refers to a logs represents a holistic approach to evaluating and framework designed to assist organizations in managing and enhancing the effectiveness of an organization's information controlling information technology more effectively [1], [2]. systems [12]"", "". This system aims COBIT 2019, which stands for Control Objectives for to help organizations manage risk, ensure compliance, and Information and Related Technologies, is a comprehensive enhanceperformanceinthecontextofinformationtechnology"", "". systems [12]. Through the use of the COBIT 2019 framework, COBIT provides comprehensive guidance for identifying, auditors can pinpoint key controls necessary to achieve establishing, and monitoring the necessary controls within the predefined business objectives. Meanwhile, event log process IT environment to achieve defined business objectives [3], [4]"", "". 2020, pp. Information System Governance using Framework COBIT 2019,” 61–70. doi: 10.1145/3416508.3417119. International Journal of Computer Applications, vol. 174, no. 31, pp. [25] A. E. Karrar, “The Effect of Using Data Pre-Processing by Imputations 23–30, Apr. 2021, doi: 10.5120/ijca2021921253. in Handling Missing Values,” Indonesian Journal of Electrical [7] A. A. Aibinu and E. Papadonikolaki, “Conceptualizing And Engineering and Informatics (IJEEI), vol. 10, no. 2, Apr"", "". Business process governance and potential bottleneck activities. control were evaluated using the COBIT 2019 methodology. The findings indicated that out of 30,000 case IDs, the majority Audit with surveys is an effective method for gathering activity sequence pattern that conformed to the SOP was found essential information to evaluate a process or system [11]. in 97.55% of cases""]",True,The COBIT 2019 framework provides comprehensive guidance for identifying and monitoring necessary controls within the IT environment to meet defined business objectives (Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019).,This reference directly supports the claim in the source paragraph about COBIT 2019's role in establishing and evaluating controls within information systems.
27,"the Deliver, Service, and Support (DSS) domain to assess the performance of the system and the standards the governance capabilities at the Customer Care unit using the COBIT framework, specifically within the Deliver, Service, and Support (DSS) domain. The primary focus is on assessing process controls related to Information Technology (IT) services and technical support. Data collection is conducted through surveys to support this evaluation. This study adopts a novel approach in identifying COBIT processes, specifically DSS01, through process mining techniques rather than traditional surveys. Process mining utilizes event logs recorded from daily operations. This technique enables real-time process analysis by applying various analytical methods to process these logs. This approach provides deeper and more accurate insights into the effectiveness",Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019,"In auditing systems with COBIT, auditors use COBIT standards and principles to evaluate the maturity and effectiveness of internal controls within an organization's IT system.","["". Business process governance and potential bottleneck activities. control were evaluated using the COBIT 2019 methodology. The findings indicated that out of 30,000 case IDs, the majority Audit with surveys is an effective method for gathering activity sequence pattern that conformed to the SOP was found essential information to evaluate a process or system [11]. in 97.55% of cases"", "". insights into the performance of the organization's information Thus, the system audit with COBIT helps organizations systems, along with recommendations for more effective IT improve the reliability, security, and operational efficiency in management. Thus, audit with COBIT and process mining managing their information technology"", "". This or system being assessed. These surveys help identify research also implemented two process mining methods, weaknesses, potential risks, and practical insights from those Inductive Miner and Heuristic Miner, to create business process interacting directly with the process or system. The results models. Among these, Heuristic Miner performed better, provide valuable insights into operational dynamics and achieving a fitness score of 0.588. However, this fitness score is stakeholder sentiments"", "". mining enables auditors to delve into the event log data In auditing systems with COBIT, auditors use COBIT generated by information systems to visually map process standards and principles to evaluate the maturity and flows. By combining these two approaches, auditors can effectiveness of internal controls within an organization's IT conduct in-depth analyses of system compliance with COBIT system [5]"", "". Using COBIT metrics, organizations XGBoost 4.29 6.34 0.69 40.45 can evaluate and improve the quality of IT Governance, LightGBM 4.74 7.53 0.56 45.14 ensure compliance with regulatory provisions, and improve CatBoost 4.25 6.53 0.67 36.26 operational efficiency. As a result, these initiatives not only are presented in Table IV using MAE, RMSE, R², and MAPE improve the efficiency of project planning and execution but me trics""]",True,"Auditors utilize COBIT standards to assess the maturity and effectiveness of internal controls in IT systems, enhancing the evaluation process through the integration of process mining techniques.","This reference is relevant as it discusses the use of COBIT standards in assessing IT system controls, which aligns with the source paragraph's focus on evaluating performance and governance capabilities within the COBIT framework."
28,"workflow progress and delivering important insights . A major benefit of this method is its ability to use existing database logs, which can decrease the time and cost needed for data collection. Furthermore, using recorded data can reduce the likelihood of information distortion. Given its capability to analyze log data across different systems, process mining has become popular among companies aiming to examine their processe Thus, process mining not only plays a role in improving operational efficiency but also in enhancing the overall quality of healthcare services. This study discusses how process mining can be implemented to support information system audits based on COBIT 2019 for DSS01 Objective, particularly as a method of collecting and validating data within the process",Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019,"mining enables auditors to delve into the event log data generated by information systems to visually map process flows. By combining these two approaches, auditors can conduct in-depth analyses of system compliance with COBIT standards and principles to evaluate the maturity and effectiveness of internal controls within an organization's IT system.","["". INTRODUCTION implementation of improvements. Audit system with Control Objectives for Information and Audit with COBIT 2019 and process mining from event Related Technologies (COBIT) is a process that refers to a logs represents a holistic approach to evaluating and framework designed to assist organizations in managing and enhancing the effectiveness of an organization's information controlling information technology more effectively [1], [2]. systems [12]"", "". Survey audits enhance participation still relatively low due to the high variation of trace noise, which and engagement, allowing stakeholders to contribute to affects the outcomes of the process mining models. improving effectiveness and efficiency. Consequently, survey Keywords—COBIT 2019, Event Log, Graph, Process Mining. audits add a qualitative dimension to audit evaluations, facilitating better decision-making and more effective I. INTRODUCTION implementation of improvements"", "". Disco is a process mining tool B. Process Mining that can analyze event logs to provide valuable insights. In this Process mining is an analytical method used to study, study, event log data from automobile insurance claims from understand, and improve business processes by leveraging 2020 to 2023 is used. With Disco, this data is analyzed to data automatically generated by information systems [16]"", "". mining enables auditors to delve into the event log data In auditing systems with COBIT, auditors use COBIT generated by information systems to visually map process standards and principles to evaluate the maturity and flows. By combining these two approaches, auditors can effectiveness of internal controls within an organization's IT conduct in-depth analyses of system compliance with COBIT system [5]"", "". visualize and understand the claim process flow, identify This technique involves analyzing event logs or records of noises from established procedures, and find areas needing events that occur within a system, such as business improvement . This analysis provides insights to enhance transactions or user activities. From this data, process mining efficiency and compliance with SOPs in managing automobile maps the actual workflow, identifies patterns, trends, and insurance claims""]",True,"Process mining allows auditors to analyze event log data from information systems to visually map process flows and assess compliance with COBIT standards, thereby evaluating the effectiveness of internal controls (Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019).","The reference directly discusses how process mining is used to analyze event logs and assess compliance with COBIT, which supports the source paragraph's claims about the benefits of process mining in improving operational efficiency and supporting information system audits."
29,"stage is performance analysis, where the effectiveness and efficiency of the billing processes are reviewed to identify potential areas for improvement. Overall, these stages are crucial to ensure that the billing practices at the hospital are conducted efficiently and transparently. A. Dataset The ""Hospital Billing"" event log was obtained from the financial module of the ERP system used by a regional hospital , This log records various incidents related to the billing of medical services provided by the hospital. Over a three-year period, from 2013 to 2016, a random sample of 100,000 traces was collected, each representing a recorded example of the process in the system. Within this event log, there are 18 different activities, each depicting distinct stages in",Discovery of Hospital Billing Process in a Regional Hospital Using Process Mining,"due to the high variation in trace noise, which affects the outcomes of the process mining models.","[""Institut Teknologi Sepuluh Nopember Institut Teknologi Sepuluh Nopember Surabaya 60111, Indonesia Surabaya 60111, Indonesia riyanarto@its.ac.id kelly@its.ac.id Abstract -- The background of this research is facing Prema et al [10] use process mining techniques to examine challenges in identifying process paths that are not in a regional hospital's billing procedure"", "". This is Machado, “Discovery of Hospital Billing Process in a Regional due to the high variation in trace noise, which affects the Hospital Using Process Mining,” in 2023 International Conference on outcomes of the process mining models. Third, analysis of Advancement in Data Science, E-learning and Information System case duration showed significant differences in the time (ICADEIS), IEEE, Aug. 2023, pp. 1–5. doi: required to complete a case"", "". In this study, data claim process paths that are not in accordance with the SOP from the finance module of the hospital's ERP system was using process mining techniques and the COBIT 2019 explored to determine bottleneck activities in the invoice framework. The research method used involves analyzing procedure. Using anonymised event logs, this study aims to insurance claim log data using the DISCO application to map find causality in the hospital's billing process and identify the sequence of activities""]",True,"The analysis of the hospital billing process revealed significant variations in trace noise that impacted the outcomes of the process mining models (Machado, 2023).","This reference directly discusses the billing process in a hospital context and mentions the analysis of outcomes related to process mining, which aligns closely with the claims made in the source paragraph."
30,"Long Short-Term Memory (LSTM) , is a variation of Recurrent Neural Networks (RNN) that has been successfully applied to various Natural Language Processing (NLP) tasks. LSTM has the ability to capture long-range dependencies with sequences making it suitable for solving sequence labeling problems , , , such as Named Entity Recognition tagging (POS-Tag) and Neural (NER), Part-of-Speech combining (NMT). Study Machine Translation Bidirectional LSTM (BiLSTM) model with Conditional Random Field (CRF) to solve NER and POS-Tag Task. BiLSTM encodes word or character vectors into features, while CRF is a classifier to predict the target labels. Previous research has explored enhancing the feature extractor by integrating serves attention mechanisms with existing models or introducing alternative extractors such as Convolutional Neural Networks",Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,"Combining the previous state-of-the-art NER model, BiLSTM, with CRF has proven to improve performance.","["". Softmaxbehavioronvectorsindifferentscales. NERproblem.Combiningthepreviousstate-of-the-artNER model, BiLSTM, with CRF has proven to improve performance [56]. In this paper, CRF is used as the decoder for allencodercombinationsinourexperiment.Foranobserved sequence x = (cid:104)x x ... x (cid:105) with the corresponding tar1 2 n get label y = (cid:104)y y .."", "". D. CONDITIONALRANDOMFIELDLAYER In sequence labeling tasks, such as NER, CRF is a commonmethodused.Accordingtostudies,theHiddenMarkov ModelandtheMaximumEntropyMarkovModel(MEMM) are ineffective at analyzing sentence-level sequences comparedtotheCRFapproach[15].ThemainCRFfeaturesthat can compute cross-position label combination probability grab the researchers’ attention to apply this method to the FIGURE4. Softmaxbehavioronvectorsindifferentscales"", "". For the pre-trained word embedding, either attentionmechanism. GloVe or BERT is used to obtain the words’ vector repre- The presence of contextual pre-trained word embedding sentation.Unscaledattentionisreportedtobebetterusedin has positively impacted NLP research recently. The main NER since mentioned entities commonly consist of a few advantageofcontextualoverstaticpre-trainedwordembedwords only [37]"", "". In this case, the sistent tagging assigns each token the Component, Outside, logmessageisthedatathatwillbeannotated.Todemonstrate andIssuelabels,respectively.Aftercompletingthelabelfor thepowerofcontextuallearningintheTransformerencoder, all unique messages, we do the annotation for all messages two annotation procedures are used to label the data, i.e., contextualtaggingandconsistenttagging.Consistenttagging 6https://tecoholic.github.io/ner-annotator/ VOLUME11,2023 3267"", "". Therefore, this research aims to propose the use of log message data to discover and extract some incident-related information using a deep learning-based NLP technique,i.e.,namedentityrecognitionusingtheTransformer.Cosinesimilarityisproposedasasubstitute fordot-productintheself-attentionmechanismoftheTransformerencoderlayer.Additionally,wepropose NER architecture built from a mix of several existing methods and report the performance evaluation""]",True,The combination of the BiLSTM model with Conditional Random Fields (CRF) has been shown to enhance performance in Named Entity Recognition tasks.,This reference directly supports the claim in the source paragraph about the effectiveness of combining BiLSTM with CRF for improving performance in sequence labeling tasks.
31,"as runtime logs that are constantly generated during the operational period of the device. The information recorded in log data is highly valuable for many purposes, including running system monitoring, running process conformance checks, and overall system evaluation . The use of log data is critical when incident cases occur, as the empirical events and incident scenarios can be discovered by analysing the log artefacts. Assuming that 64252 2024 The Authors. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 License. For more information, see VOLUME 12, 2024 S. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection the integrity of the log is guaranteed, log data is one of the artefacts with the highest priority for investigating",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Human-readable log messages can be found in the flight log, which is highly relevant to various incident cases, as shown in Fig 3. Not only is it highly relevant, but it is also highly prioritised evidence in diverse investigation cases.","["". Inspired by the study, anomalous events on drone objective[33].Anotheralternativetoleveragethepre-trained flight logs can be detected by analysing log messages and model is fine-tuning the models using prompts [34]. With identifying suspect key phrases closely related to drone onlyafewtrainingdata,themodelcancapturethesemantics incident scenarios. Therefore, the region of interest in this of the input logs and detect anomalous log sequences well"", ""robust predictions, enabling drone operators to detect and Furthermore, Jain et al. [10] proposed a framework for diagnose malfunctions quickly and take corrective actions. sensor data identification and verification. An analysis of a Thestructureofthispaperisasfollows.SectionIIpresents drone’sarchitectureandaforensicmodelwithgenericfeatures previous research relating to the drone log analysis and drone are proposed here in order to enhance the digital investigation forensics"", "". DigitalObjectIdentifier10.1109/ACCESS.2025.3580056 Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages SWARDIANTARASILALAHI 1,(GraduateStudentMember,IEEE), TOHARIAHMAD 1,(Member,IEEE),HUDANSTUDIAWAN 1,(Member,IEEE), EIRINIANTHI 2,ANDLOWRIWILLIAMS 2 1DepartmentofInformatics,InstitutTeknologiSepuluhNopember,Surabaya60111,Indonesia 2SchoolofComputerScienceandInformatics,CardiffUniversity,CF244AGCardiff,U.K"", ""S.Silalahietal.:InterpretableOrdinal-AwareWithContrastive-EnhancedAnomalySeverityDetection 1) Human-readable log messages can be found in the flightlog,whichishighlyrelevanttovariousincident cases,asshowninFig3.Notonlyisithighlyrelevant, but it is also highly prioritised evidence in diverse investigationcases. 2) Flight log messages cover events from the drone’s sensors,features,andcomponents,makingitonepiece of evidence to perform analysis related to different drone software and hardware components"", "". combinedfromtwopublicdroneflightlogdatasets,i.e.,from 5) DroLoVe[9].ThestudyproposedamultitasklearningMendeley[51]andadronewiki[52].Therearetwodatasets: based anomaly severity detection on drone flight unfiltered and filtered. The unfiltered dataset is a collection logs with an assumption that, samples belonging to of log messages in its original condition gathered from the twosourceswithoutperforminguniquefiltering.Therefore, thereareseveralduplicatelogmessagesbothintrainingand TABLE4""]",True,"Log messages from drone flight logs are crucial for investigating various incident cases and are prioritized as key evidence in investigations (Silalahi et al., 2024).","The chosen reference directly discusses the relevance and prioritization of log messages in incident investigations, aligning closely with the claims made in the source paragraph."
