citation_id,source_paragraph,retrieved_paper,retrieved_chunk,retrieved_contexts,relevant,citation_text,reasoning,hyde_fallback
25,"exhib- ited better performance than the MobileNet model, in which the models achieved an accuracy of 85% and 84.52%, respectively. Furthermore, the ResNet-101 model achieved a higher recognition performance of 88.37%, while the MobileNetV2 achieved the performance with an accuracy of 85.46% and a precision, recall, and F1 of 91%, 84%, and 85%, respectively. Furthermore, we performed more experi- ments using several different architectures i.e., DenseNet169, InceptionResNetV2, Xception, and EfﬁcientNetB4 that yielded accuracy of 88.76%, 87.16%, 89.31%, and 88.21%, respectively. The highest accuracy achieved by the benchmark models was only 89.31%. Our previous study proposed a data aug- mentation technique based on neural style transfer and geo- metric transformation to address the scantiness of Balinese carving data , which increased",A Comparison of VGG Architecture Convolutional Layers in Migrating Batik Style into Fractal Shape,the study of Wang et al. [3] and Ihsan [7] pointed out that architectures with better accuracy struggle to properly migrate over the features of style images.,"[""such as ResNet, Mascarenhas and Agarwal [10] showed that\nthe performance of VGG architectures in image classification\nis slightly less accurate. However, the study of Wang et al. [3]\nand Ihsan [7] pointed out that architectures with better\naccuracy struggle to properly migrate over the features of style\nimages. Although the former study introduced a novel\nstylization to improve other architectures, literature about\nneural style transfer and batik image are only a few."", ""2024 International Conference on Smart\nA Comparison of VGG\nLayers in Migrating Batik\nBenny Hansen Lifindra Darlis\nDepartment of Informatics Department\n38187501.4202.51816LMIS/9011.01 Institut Teknologi Sepuluh Nopember Institut Teknologi\nSurabaya, Indonesia Surabaya,\n6025221011@student.its.ac.id\nAbstract—— The neural style transfer algorithm is created\nto produce high-quality artistic images. Many studies have been\nperformed to advance its implementations. However, the"", ""images. The result of this experiment was analyzed with some\nhypothesis tests and visualized with graphs. This study finds\nthat the VGG16 model mainly performs faster than the VGG19\nmodel. Both models can produce batik-style transfer images\n| with identical results. This study also finds that the\n)LMIS(\nconvolutional layers \""conv2_1\"" and \""conv3_1\"" of both\narchitectures are the best layers to be implemented in storing\ngninraeL batik-style information. The proposed post-processing methods""]",True,Wang et al. (2024) noted that architectures with better accuracy face challenges in effectively migrating the features of style images.,"The retrieved reference discusses the performance of different architectures in image classification, which aligns with the source paragraph's focus on model accuracy and performance comparisons.",False
26,"process, an audit involves acquiring and objectively evaluating evidence related to allegations of economic activities and other operations. The aim is to assess the level of conformity between the reports and predefined criteria, and to communicate the results to relevant users, in this case, the organization responsible for establishing information system gover nan nance. One of the proven frameworks for information system auditing is the Control Objectives for Information and Related Technology (COBIT) 2019, which is utilized as the reference framework in this research . COBIT 2019 offers an effective methodology for evaluating the capability of information technology processes, specifically focusing on Deliver, Service and Support - Operation Management. This framework guarantees that the data (DSS01) is received, managed fully,",Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019,Audit with COBIT 2019 and process mining from event logs represents a holistic approach to evaluating and enhancing the effectiveness of an organization's information systems.,"[""audits add a qualitative dimension to audit evaluations,\nfacilitating better decision-making and more effective\nimplementation of improvements.\nAudit with COBIT 2019 and process mining from event\na\nlogs represents a holistic approach to evaluating and\nenhancing the effectiveness of an organization's information\nsystems [12]. Through the use of the COBIT 2019 framework,\nauditors can pinpoint key controls necessary to achieve\npredefined business objectives. Meanwhile, event log process"", ""pp. 1–5. DOI: 10.1109/TSSA51342.2020.9310875.\n[4] H. Nurcahya, E. Setiawan, and B. Permana, “Information\ntechnology governance audit using cobit framework 2019\n(case study: Mandiri university),” Budapest International Re- [18]\nsearch and Critics Institute-Journal (BIRCI-Journal), vol. 5,\npp. 8030–8038, Feb. 2022. DOI: 10.33258/birci.v5i1.4566.\n[5] M. Damayanti and A. A. Chrismastuti, “Internal audit model\npost-erp implementation (enterprise resource planning) at pt [19]"", ""ERP implementation with an audit model utilizing the COBIT\n2019 framework in the Monitor, Evaluate, and Assess domain.\nThe findings demonstrated the model in achieving audit objec-\ntives within ERP systems, highlighting the framework’s utility\nin ensuring comprehensive audit coverage and control.\nResearch by [6] and [17] audited academic information\nsystems using the COBIT 2019 framework, focusing on the\nAPO12 domain. They identified areas for improvement and""]",True,The use of COBIT 2019 in audits provides a holistic approach to evaluating and enhancing the effectiveness of an organization's information systems (Referensi 1).,"This reference directly supports the claim in the source paragraph about the effectiveness of COBIT 2019 in auditing information systems, specifically highlighting its role in evaluation and enhancement.",False
27,"the Deliver, Service, and Support (DSS) domain to assess the performance of the system and the standards the governance capabilities at the Customer Care unit using the COBIT framework, specifically within the Deliver, Service, and Support (DSS) domain. The primary focus is on assessing process controls related to Information Technology (IT) services and technical support. Data collection is conducted through surveys to support this evaluation. This study adopts a novel approach in identifying COBIT processes, specifically DSS01, through process mining techniques rather than traditional surveys. Process mining utilizes event logs recorded from daily operations. This technique enables real-time process analysis by applying various analytical methods to process these logs. This approach provides deeper and more accurate insights into the effectiveness",Optimizing IT Governance and Project Management in Software Development through AI Integration and COBIT 2019 Framework,This combined approach improves project efficiency and strengthens IT governance and resource management for long-term sustainability.,"[""and regulatory compliance. This combined approach\nimproves project efficiency and strengthens IT governance\nand resource management for long-term sustainability.\nOverall, this study's findings support the importance of\nadopting a data-driven approach in IT project management\nand governance and provide practical guidance for\norganizations seeking to improve the efficiency of their IT\nservice delivery using proven management technologies and\nframeworks.\nACKNOWLEDGMENT"", ""recommend specific activities. Experimental results show that this\nsystem optimizes IT management practices, enhances operational\n| efficiency, and ensures regulatory compliance. Additionally, a\n)AIITCI(\nuser-friendly graphical representation of internal business pro-\ncesses using Neo4j enables stakeholders to visualize complex\nsnoitacilppA relationships within the COBIT framework, facilitating informed\ndecision-making. This research advances IT governance practices"", ""collect data from individuals or groups involved in the process\nor system being assessed. These surveys help identify\nweaknesses, potential risks, and practical insights from those\ninteracting directly with the process or system. The results\nprovide valuable insights into operational dynamics and\nstakeholder sentiments. Survey audits enhance participation\nand engagement, allowing stakeholders to contribute to\nimproving effectiveness and efficiency. Consequently, survey""]",True,The adoption of a data-driven approach in IT project management enhances project efficiency and strengthens IT governance (Optimizing IT Governance and Project Management in Software Development through AI Integration and COBIT 2019 Framework).,"This reference discusses the importance of a data-driven approach in IT governance and project management, which aligns with the source paragraph's focus on assessing IT service delivery and governance capabilities using the COBIT framework.",False
28,"workflow progress and delivering important insights . A major benefit of this method is its ability to use existing database logs, which can decrease the time and cost needed for data collection. Furthermore, using recorded data can reduce the likelihood of information distortion. Given its capability to analyze log data across different systems, process mining has become popular among companies aiming to examine their processe Thus, process mining not only plays a role in improving operational efficiency but also in enhancing the overall quality of healthcare services. This study discusses how process mining can be implemented to support information system audits based on COBIT 2019 for DSS01 Objective, particularly as a method of collecting and validating data within the process",Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019,"audit with COBIT and process mining from event logs aids organizations in improving the reliability, security, and operational efficiency of their information systems.","[""mining enables auditors to delve into the event log data\ngenerated by information systems to visually map process\nflows. By combining these two approaches, auditors can\nconduct in-depth analyses of system compliance with COBIT\nstandards and identify noises from established procedures.\nThis integrated audit approach provides comprehensive\ninsights into the performance of the organization's information\nsystems, along with recommendations for more effective IT"", ""management. Thus, audit with COBIT and process mining\nfrom event logs aids organizations in improving the reliability,\nDownloaded on July 14,2025 at 08:18:28 UTC from IEEE Xplore. Restrictions apply.\nsecurity, and operational efficiency of their information\nsystems.\nSungkono K et al., [13] explores the use of graphs to\nidentify incorrect judgments and patterns in corporate\noperations. This research aims to assist companies in\npreventing fraud by identifying anomalies in their business"", ""audits add a qualitative dimension to audit evaluations,\nfacilitating better decision-making and more effective\nimplementation of improvements.\nAudit with COBIT 2019 and process mining from event\na\nlogs represents a holistic approach to evaluating and\nenhancing the effectiveness of an organization's information\nsystems [12]. Through the use of the COBIT 2019 framework,\nauditors can pinpoint key controls necessary to achieve\npredefined business objectives. Meanwhile, event log process""]",True,"The integration of COBIT and process mining from event logs enhances the reliability, security, and operational efficiency of information systems (Sungkono et al., 2025).",The retrieved reference directly supports the claim in the source paragraph about process mining improving operational efficiency and the overall quality of services by highlighting its role in enhancing the reliability and security of information systems.,False
29,"stage is performance analysis, where the effectiveness and efficiency of the billing processes are reviewed to identify potential areas for improvement. Overall, these stages are crucial to ensure that the billing practices at the hospital are conducted efficiently and transparently. A. Dataset The ""Hospital Billing"" event log was obtained from the financial module of the ERP system used by a regional hospital , This log records various incidents related to the billing of medical services provided by the hospital. Over a three-year period, from 2013 to 2016, a random sample of 100,000 traces was collected, each representing a recorded example of the process in the system. Within this event log, there are 18 different activities, each depicting distinct stages in",Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019,Prema et al use process mining techniques to examine a regional hospital's billing procedure. This study emphasizes how crucial it is to increase the billing process' effectiveness.,"[""in order to give patients higher-quality care. In this study, data\nfrom the finance module of the hospital's ERP system was\nexplored to determine bottleneck activities in the invoice\nprocedure. Using anonymised event logs, this study aims to\nfind causality in the hospital's billing process and identify\npotential bottleneck activities.\nAudit with surveys is an effective method for gathering\nessential information to evaluate a process or system [11].\nUsing carefully crafted questionnaires, auditors directly"", ""2019\nLauretha Fajar Vantie\nDepartment of Informatics\nInstitut Teknologi Sepuluh Nopember\nSurabaya 60111, Indonesia\n6025231062@student.its.ac.id\nKelly Sungkono\nDepartment of Informatics\nInstitut Teknologi Sepuluh Nopember\nSurabaya 60111, Indonesia\nkelly@its.ac.id\nPrema et al [10] use process mining techniques to examine\na regional hospital's billing procedure. This study emphasizes\nhow crucial it is to increase the billing process' effectiveness""]",True,"Prema et al. (2019) utilize process mining techniques to analyze a regional hospital's billing procedure, highlighting the importance of enhancing the effectiveness of the billing process.","The retrieved reference discusses the examination of a hospital's billing procedure using process mining, which directly supports the claim about reviewing the effectiveness and efficiency of billing processes in the source paragraph.",False
30,"Long Short-Term Memory (LSTM) , is a variation of Recurrent Neural Networks (RNN) that has been successfully applied to various Natural Language Processing (NLP) tasks. LSTM has the ability to capture long-range dependencies with sequences making it suitable for solving sequence labeling problems , , , such as Named Entity Recognition tagging (POS-Tag) and Neural (NER), Part-of-Speech combining (NMT). Study Machine Translation Bidirectional LSTM (BiLSTM) model with Conditional Random Field (CRF) to solve NER and POS-Tag Task. BiLSTM encodes word or character vectors into features, while CRF is a classifier to predict the target labels. Previous research has explored enhancing the feature extractor by integrating serves attention mechanisms with existing models or introducing alternative extractors such as Convolutional Neural Networks",Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,"Combining the previous state-of-the-art NER model, BiLSTM, with CRF has proven to improve performance.","[""may be associated with a specific type of entity [33]. NER\ntask is not a new research topic. There have been many studies\non the development of NER models. The capability of captur-\ning bidirectional relations among words in a sentence posses\nby BiLSTM has been around for many years as the state-of-\nthe-art method in the sequence labeling task. Accompanied\nby a statistical model, CRF, which can maximize the proba-\nbility of a label sequence, has proven to improve the BiLSTM"", ""Model and the Maximum Entropy Markov Model (MEMM)\nare ineffective at analyzing sentence-level sequences com-\npared to the CRF approach [15]. The main CRF features that\ncan compute cross-position label combination probability\ngrab the researchers’ attention to apply this method to the\nNER problem. Combining the previous state-of-the-art NER\nmodel, BiLSTM, with CRF has proven to improve perfor-\nmance [56]. In this paper, CRF is used as the decoder for"", ""for data extraction and annotation.\n3) We propose and investigate cosine similarity as a sub-\nstitutive of dot-product in the self-attention sub-layer\nof the Transformer encoder to model contextual depen-\ndency in a sequence. We also propose a new NER\narchitecture consisting of CNN character embedding,\nBERT word embedding, a Transformer with scaled\ndot-product attention as the encoder, and CRF as the\ndecoder.\nThe paper comprises five sections. The remainder of this""]",True,The combination of the BiLSTM model with Conditional Random Field (CRF) has been shown to enhance performance in Named Entity Recognition tasks.,"The retrieved reference explicitly states that combining BiLSTM with CRF improves performance in NER, which directly supports the claims made in the source paragraph regarding the effectiveness of this model combination.",False
31,"as runtime logs that are constantly generated during the operational period of the device. The information recorded in log data is highly valuable for many purposes, including running system monitoring, running process conformance checks, and overall system evaluation . The use of log data is critical when incident cases occur, as the empirical events and incident scenarios can be discovered by analysing the log artefacts. Assuming that 64252 2024 The Authors. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 License. For more information, see VOLUME 12, 2024 S. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection the integrity of the log is guaranteed, log data is one of the artefacts with the highest priority for investigating",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"a common approach is the log-based anomaly detection approach, which involves the analysis of log entries recorded by systems either in sequence-based or point-based methods.","[""the operational system, as observed through the event log.\nACKNOWLEDGMENT\nThis research was funded by Institut Teknologi Sepuluh\nNopember (ITS) under Penelitian Dana Departemen Program,\nPenelitian Keilmuan, Penelitian Flagship, Penelitian\nKolaborasi Pusat and under the Project Scheme of the\nPublication Writing and Intellectual Property Rights (IPR)\nIncentive (Penulisan Publikasi dan Hak Kekayaan\nIntelektual/PPHKI) Program 2024.\nREFERENCES\n[1] A. I. Saridewi, D. M. Wiharta, and N. P. Sastra, “Evaluation of"", ""share common samples. The dataset composition is presented\nin Table 4. After reading all the messages carefully, we infer\nthe characteristics of each severity level, as summarised in\nTable 5.\nB. BASELINES\nMost of the studies use a sequence-based approach in the\nlog-based anomaly detection research, as shown in Table 2.\nIn contrast, this paper uses a point-based approach based on\nthe characteristics of the problem and the dataset. Therefore,\nthere are limited references that can be used as baselines for"", ""results, the proposed method achieves the\nscores of 5.128% and 4.453% on the unique-\naccordingly addresses the task objective with\nordinal classification, integrated gradient,\nbanking, medical, and manufacturing. To prevent loss and\nminimize risks due to anomalies and incidents, a num-\nber of approaches have been proposed in the literature.\nA common approach is the log-based anomaly detec-\ntion approach, which involves the analysis of log entries\nrecorded by systems either in sequence-based or point-""]",True,"Log-based anomaly detection approaches involve analyzing log entries recorded by systems, which is critical for incident investigation and system evaluation (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).","The retrieved reference discusses log-based anomaly detection, which directly supports the claim about the importance of log data for incident investigation and system evaluation in the source paragraph.",False
32,"particular system log may need different techniques from one type to another. Generally, log-based anomaly detection can be performed using either point, collective, or contextual approaches. In the log-based anomaly detection literature, most of the existing studies propose either a contextual or collective approach, where the decision is taken by examining a sequence of log events. However, detecting abnormalities in log data can be performed using a point-based approach, where one single log record is the only feature needed. Therefore, several studies explored utilising a point-based approach to detect anomalous events on logs data, such as in operating systems , , drone devices , and distribution systems , . In the drone context, a log message contains a description of",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Point anomaly detection characterises each log entry, whether an event is an abnormality or a normal event.","[""As an example, the flight path taken by a drone during a\nflight is recorded in longitude and latitude coordinates. These\ndata can be used to detect an anomaly by finding a peculiar\nvalue within the log records by contrasting the normal values\nto abnormal values using a certain threshold [11]. Unique to\nthe previous two approaches, collective anomaly establishes\nanomaly criteria based on a set of instances associated with\neach other, distinct from the overall data. Statistical anomaly"", ""a point, contextual, or collective setting. Point anomaly\ndetection characterises each log entry, whether an event is an\nabnormality or a normal event. For instance, if a user types the\nwrong password when trying to gain access to an operating\nsystem prompt, the generated log message can be considered\nas an anomaly [7], [20], [21]. As for contextual anomaly,\nthe detection involves analysing some contextually related\nattributes to determine whether a log entry is an anomaly."", ""based multiclass drone flight log anomaly detection\nframework that includes three anomaly severity levels:\nlow, medium, and high. Providing the severity level can\nprovide better detection results for the investigator to\npinpoint the event of interest. Interpretability makes\nthe model training and testing more transparent,\ntrustworthy, and human-friendly.\n2) We propose DroneSBERT,1 a domain-specific embed-\nding to extract semantic features that are well-aligned""]",True,"Point anomaly detection characterises each log entry as either an abnormality or a normal event, which supports the use of a point-based approach in log-based anomaly detection.","The retrieved reference directly discusses point anomaly detection, which aligns with the source paragraph's mention of using a point-based approach for detecting anomalies in log data.",False
33,"several studies explored utilising a point-based approach to detect anomalous events on logs data, such as in operating systems , , drone devices , and distribution systems , . In the drone context, a log message contains a description of occurring events which are triggered by various components such as sensors, peripherals, and firmware. Analysing the log message means analysing events from all aspects of the drone, including sensors, components and features . Typically, existing log-based anomaly detection stud- ies classify log events into two categories: normal and anomaly . This is helpful in an online setting, where the number of detected abnormalities in a certain period of time is considerably small. However, in a digital forensic setting, where the",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"These files contain not only empirical processes but also record the sensor data for every certain time period, making the drone forensic-ready in case encounters an accident or incident.","[""be used to analyze the value of sensors, especially in drone\nmalfunction classification cases. It can improve the forensics\nperformance, and analyse the drone’s malfunction when it\nflies. The detail of the method can be described in the followin\nsubsections.\nA. Data Preprocessing\nThe dataset for the experiment and its preprocessing stage\nto satisfy the needs in drone forensics can be explained as\nfollows. Once the drone log data downloaded from the Airlab"", ""and activities that happen during a flight and stores the\nrecorded events in log files. These files contain not only\nempirical processes but also record the sensor data for every\ncertain time period, making the drone forensic-ready in case\nencounters an accident or incident. Assuming that the log data\nare admissible, a forensic investigation can be conducted to\nunderstand the incident scenario and uncover the root cause.\nTo do so, several artefacts such as flight logs, images, videos,"", ""firmware logs, and controller applications can be analysed,\nas illustrated in Fig 1. For instance, GPS records can be\nutilised to reconstruct and analyse the path taken by the drone\nduring a flight [2]. The deviation between the empirical flight\nand reconstructed paths can happen if the drone encounters\nGPS spoofing [3].\nAmong the published drone forensics studies, popular\nworks include case studies, evidence analysis, tools develop-\nment, and forensic framework development [5]. The widely""]",True,"Drone log files record sensor data and events during flights, making them essential for forensic investigations in the event of accidents or incidents.","The retrieved reference discusses the importance of drone log files in recording sensor data and events, which directly supports the source paragraph's claim about analyzing log messages in the context of drone anomaly detection.",False
34,"classify log events into two categories: normal and anomaly . This is helpful in an online setting, where the number of detected abnormalities in a certain period of time is considerably small. However, in a digital forensic setting, where the detection is performed on all collected artefacts which might be large in size, the number of the abnormalities is likely to be large . Thus, analysing the detection result in a binary setting is impractical for the investigator. Moreover, out of all detected peculiarities, there might be several negligible ones with less severe impacts on the system or less likely to be related to an incident. Extending binary to multiclass anomaly detection can provide more detailed and contextual detection results",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Therefore, too many detected anomalies need to be detailed into a more fine-grained detection to help the investigator better prioritise the analysis objective. As a result, this study extends the binary anomaly detection to multi-class anomaly detection.","[""to multiclass anomaly detection while exploiting the shared\nhigh- and low-level features within the log messages that\nbelong to different severity levels. Therefore, the forensic\ninvestigator can better pinpoint and prioritise the anomalies\nto focus on critical findings. The proposed embedding,\nDroneSBERT, improved the trustworthiness of the model,\nas evidenced by the word’s importance report.\nDespite the promising results, the model’s generality\nremains untested as the training dataset contains only log"", ""using the sequence of normal events. The anomaly is detected\nif a subsequent event exceeds a pre-defined threshold [11].\nAnother closely related study fine-tuned several pre-trained\nLLMs to detect anomalous log entries in a point-based\napproach [6]. However, existing studies only detect whether\nan event or subsequent event is an anomaly. In a forensic\nsetting, analysing a large number of log entries resulting\nfrom binary anomaly detection is considered inefficient"", ""and labour-intensive as the detection is performed on the\nacquired evidence at one time [12]. Therefore, too many\ndetected anomalies need to be detailed into a more fine-\ngrained detection to help the investigator better prioritise\nthe analysis objective. As a result, this study extends the\nbinary anomaly detection to multi-class anomaly detection,\nas exemplified by another domain application such as plane\nflight data [13], image data [14], and internet of vehicle [15].""]",True,"The study extends binary anomaly detection to multi-class anomaly detection, allowing investigators to better prioritize analysis objectives by detailing detected anomalies into a more fine-grained detection.",This reference directly supports the source paragraph's claim about the impracticality of binary anomaly detection in forensic settings and the need for multi-class anomaly detection to provide more detailed results.,False
35,"comparison of the proposed framework, several baselines are constructed, including those that are proposed in published works. This paper proposes a transformer encoder-based log- based anomaly detection optimised using multitask label representation to help the model learn from the overlapped features shared by the samples from different severity levels. A domain-specific decoding procedure is also proposed to infer the prediction result. In-depth analyses are performed to evaluate the proposed framework thoroughly. The main contributions of this paper are summarised as follows: 1) Propose Drone Log Severity (DroLoVe), a severity- oriented multiclass anomaly detection approach on drone flight log data. 2) Propose a data-driven vector representation of the label and a severity-oriented decoding procedure of the VOLUME 12, 2024 64253 S.",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"based multiclass drone flight log anomaly detection framework that includes three anomaly severity levels: low, medium, and high.","[""based multiclass drone flight log anomaly detection\nframework that includes three anomaly severity levels:\nlow, medium, and high. Providing the severity level can\nprovide better detection results for the investigator to\npinpoint the event of interest. Interpretability makes\nthe model training and testing more transparent,\ntrustworthy, and human-friendly.\n2) We propose DroneSBERT,1 a domain-specific embed-\nding to extract semantic features that are well-aligned"", ""‘‘DronLomaly: Runtime detection of anomalous drone behaviors via log\nanalysis and deep learning,’’ in Proc. 29th Asia–Pacific Softw. Eng. Conf.\n(APSEC), Dec. 2022, pp. 119–128.\n[12] Z. Zhao, C. Xu, and B. Li, ‘‘A LSTM-based anomaly detection model\nfor log analysis,’’ J. Signal Process. Syst., vol. 93, no. 7, pp. 745–751,\nJul. 2021.\n[13] M. Memarzadeh, B. Matthews, and T. Templin, ‘‘Multiclass anomaly\ndetection in flight data using semi-supervised explainable deep learning"", ""heads as the substitute for the GRU in the encoder\nlayer of pylogsentiment and incorporated integrated\ngradients to perform explainability analysis.\n5) DroLoVe [9]. The study proposed a multitask learning-\nbased anomaly severity detection on drone flight\nlogs with an assumption that, samples belonging to\nTABLE 4. Dataset composition before and after unique filtering.\nTABLE 5. Anomaly severity characteristics.\n105369\nS. Silalahi et al.:\nTABLE 6. Hyperparameter search space for all scenarios.""]",True,"The proposed framework includes a multiclass anomaly detection approach that categorizes drone flight log anomalies into three severity levels: low, medium, and high.","This reference directly supports the claim about the severity-oriented multiclass anomaly detection approach mentioned in the source paragraph, specifically detailing the categorization of anomalies by severity levels.",False
36,"follows: 1) Propose Drone Log Severity (DroLoVe), a severity- oriented multiclass anomaly detection approach on drone flight log data. 2) Propose a data-driven vector representation of the label and a severity-oriented decoding procedure of the VOLUME 12, 2024 64253 S. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection FIGURE 2. A word cloud visualisation to see that the samples from different severity levels share common words and phrases. The remainder of the paper is structured as follows: Section II discusses relevant previous studies related to log-based anomaly detection and how to deal with class imbalance problems in log-based anomaly detection task, the proposed framework is explained in detail in Section III, Section IV provides the experimental setup, followed",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"based multiclass drone flight log anomaly detection framework that includes three anomaly severity levels: low, medium, and high.","[""based multiclass drone flight log anomaly detection\nframework that includes three anomaly severity levels:\nlow, medium, and high. Providing the severity level can\nprovide better detection results for the investigator to\npinpoint the event of interest. Interpretability makes\nthe model training and testing more transparent,\ntrustworthy, and human-friendly.\n2) We propose DroneSBERT,1 a domain-specific embed-\nding to extract semantic features that are well-aligned"", ""‘‘DronLomaly: Runtime detection of anomalous drone behaviors via log\nanalysis and deep learning,’’ in Proc. 29th Asia–Pacific Softw. Eng. Conf.\n(APSEC), Dec. 2022, pp. 119–128.\n[12] Z. Zhao, C. Xu, and B. Li, ‘‘A LSTM-based anomaly detection model\nfor log analysis,’’ J. Signal Process. Syst., vol. 93, no. 7, pp. 745–751,\nJul. 2021.\n[13] M. Memarzadeh, B. Matthews, and T. Templin, ‘‘Multiclass anomaly\ndetection in flight data using semi-supervised explainable deep learning""]",True,"The proposed framework includes a multiclass anomaly detection approach that categorizes drone flight log anomalies into three severity levels: low, medium, and high.",The retrieved reference directly supports the source paragraph's claim about a severity-oriented multiclass anomaly detection approach by explicitly mentioning the categorization of anomalies into severity levels.,False
37,"anomaly detection approach is adopted in this paper. Table 1 presents the summary of the previous related works. B. CLASS IMBALANCE PROBLEM (CIP) IN LOG-BASED ANOMALY DETECTION It is assured that in log-based anomaly detection, the number of anomalous samples is significantly less than the normal ones. Employing a supervised-based technique is prone to bias, as the model tends to learn from the majority samples. To overcome CIP, several studies proposed data-level and algorithm-level solutions . Moreover, in a certain case, there are no anomalous samples available. In this particular situation, a one-class approach can be used to construct a normal baseline model. During the detection, an anomaly score is used to decide if an input event is anomalous based",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"the dataset used in this paper is imbalanced. In this case, Section III-B discusses the approach to handle this imbalance.","[""settings and procedure are described in Section IV, while the\nresults, findings, and discussions are elaborated in Section V.\nFinally, we conclude the paper in Section VI.\nII. RELATED WORKS\nA. LOG-BASED ANOMALY DETECTION\nLog-based anomaly detection is relatively well-studied,\nincluding incorporating ML [1] and deep learning-based [18],\n[19] to facilitate log anomaly detection. Existing anomaly\ndetection modelling techniques can be conducted either in"", ""share common samples. The dataset composition is presented\nin Table 4. After reading all the messages carefully, we infer\nthe characteristics of each severity level, as summarised in\nTable 5.\nB. BASELINES\nMost of the studies use a sequence-based approach in the\nlog-based anomaly detection research, as shown in Table 2.\nIn contrast, this paper uses a point-based approach based on\nthe characteristics of the problem and the dataset. Therefore,\nthere are limited references that can be used as baselines for"", ""detection accuracy for binary and multi-class settings [16].\nAs described in Section IV-A, the dataset used in this paper is\nimbalanced. In this case, Section III-B discusses the approach\nto handle this imbalance.\nThis study proposes to extend the binary anomaly detection\ninto a multiclass anomaly detection involving four classes:\nNormal, Low, Medium, and High. The three anomaly classes\nrepresenting the severity of the abnormality are distinguished""]",True,"The dataset used in this study is imbalanced, and the approach to handle this imbalance is discussed in Section III-B.","The retrieved reference directly addresses the issue of class imbalance in log-based anomaly detection, which is a key point in the source paragraph.",False
