citation_id,source_paragraph,retrieved_paper,retrieved_chunk,retrieved_contexts,relevant,citation_text,reasoning
24,"with the following formula: TP + TN TP + TN + FP + FN Accuracy = Precision = Recall/True Positive Rate(TPR) TP TP + FP TP TP + FN F1 = 2 × precision × recall precision + recall FP TN + TP (cid:90) 1 TPRd(FPR) False Positive Rate(FPR) = AUC = (4) (5) (6) (7) (8) (9) where TP is the number of correctly predicted positive labels, TN is the number of correctly predicted negative labels, FP is the number of incorrectly predicted positive labels, and FN is the number of incorrectly predicted negative labels. Accuracy is the ratio of true predictions to the overall data. Precision is the ratio between TP to the total number of positive predic-",Multi-class Oil Palm Trees Condition Detection from UAV Images using Faster R-CNN with EfficientNetV2,Precision detects the truly correct prediction out of all predictions. Recall detects the truly correct prediction out of all actual classes. F1 scores are harmonic mean between these two that measure overall model performance.,"["". These metrics can be calculated by (1) – (3). This study's calculation of True Positive, False Positive, and False Negative differs from other classifications or detections [20]-[23]. These are chosen and calculated following previous studies [1]. Precision detects the truly correct prediction out of all predictions. Recall detects the truly correct prediction out of all actual classes. F1 scores are harmonic mean between these two that measure overall model performance"", "". We applied various machine learning models, accurate predictions, as machine learning models learn from including Random Forest and XGBoost, to improve the the input data, following the principle of 'garbage-ingarbage-out' [29]. Once they complete the preprocessing steps, the data will be ready for the machine learning model. TABLE II. RESULTS TABLE OF THE FOUR KEY METRICS Metrics ID Description Value D"", ""TABLE IV. COMPARISON PERFORMANCE OF EACH MODEL Performance Model Accuracy Precision Recall F1 Score Random Forest 0.989 0.989 0.989 0.989 Decision Tree 0.979 0.979 0.979 0.979 Logistic 0.700 0.688 0.700 0.663 Registrion SVM 0.695 0.779 0.695 0.607 D. Performance Comparison of Predictive Analysis The prediction analysis used in this research compares the Fig. 10"", "". Among the various models considered, the random forest demonstrates superior Fig. 9. Number of Trees on Performance of Random Forest performance in terms of accuracy, precision, recall, and F1 Authorized licensed use limited to: Institut Teknologi Sepuluh Nopember. Downloaded on July 14,2025 at 08:22:06 UTC from IEEE Xplore. Restrictions apply."", "". Overall, the highest mean recall score was achieved by the TABLE II. RECALL OF OVERSAMPLING RESULT Classifier Recall ROS method with AdaBoost model, which is 0.7326 as shown Mean Model ROS SMOTE ADASYN in Table 2. The result shows that ensemble learning can 1 Bagging 0.6062 0.5934 0.5947 0.5981 increase the recall value and F1 Score more than the single 2 XGBoost 0.7271 0.6684 0.6684 0.6880 learning method, except for Bagging""]",True,"Precision and recall are defined as the ratios of true positive predictions to total predictions and true positive predictions to actual classes, respectively, with F1 scores serving as the harmonic mean of these two metrics (Referensi 1).","The retrieved reference discusses precision, recall, and F1 scores, which directly relate to the metrics described in the source paragraph, making it relevant."
25,"exhib- ited better performance than the MobileNet model, in which the models achieved an accuracy of 85% and 84.52%, respectively. Furthermore, the ResNet-101 model achieved a higher recognition performance of 88.37%, while the MobileNetV2 achieved the performance with an accuracy of 85.46% and a precision, recall, and F1 of 91%, 84%, and 85%, respectively. Furthermore, we performed more experi- ments using several different architectures i.e., DenseNet169, InceptionResNetV2, Xception, and EfﬁcientNetB4 that yielded accuracy of 88.76%, 87.16%, 89.31%, and 88.21%, respectively. The highest accuracy achieved by the benchmark models was only 89.31%. Our previous study proposed a data aug- mentation technique based on neural style transfer and geo- metric transformation to address the scantiness of Balinese carving data , which increased",,,"["". The D. Data Collection and Analysis convolutional layer “conv5_1” of both neural networks was used to represent content image features. As for the style Several data were collected in this study. When style image, the experiment used the layers “conv1_1”, “conv2_1”, transfer was performed, the information about its time “conv3_1”, “conv4_1”, and “conv5_1” to store the style computation and loss values were recorded aside from representation similar to Gatys et al. [2]. The models were producing new images"", "". [6] and Ihsan [7]. The VGG19 study. architecture was regarded as the best neural network model to perform style transfer on batik-style images. Among its layers, II. RELATED WORKS the layer \""conv3_1\"" performs better than other layers in the Simonyan and Zisserman [1] introduced the convolutional same network. The study concluded that batik-style transfer neural network architecture named VGG. This architecture images can be regarded as a form of batik art"", "". 9. The comparison of VGG19 style transfer images with different Nitik style. The used layers from left to right are \""conv1_1\"", weighting factor compositions \""conv2_1\"", \""conv3_1\"", \""conv4_1\"", and \""conv5_1\"". C. Survey Results Fig. 9 displays a comparison of a few generated images The survey managed to garner 216 responses. There are using the VGG19 model with different weighting factor six sections in this survey. The first section of the settings each"", "". They neural style transfer and batik image are only a few. introduced the convolutional neural network (CNN) VGG16 and VGG19. The latter neural network architecture was then The goal of this study is to perform a thorough study of implemented by Gatys et al. [2] to produce high-quality transferring features of batik-style images using the VGG artistic images. The result of their work introduced the architectures"", "". The model that only utilizes the \""conv2_1\"" and \""conv3_1\"" layers process yields several results aside from the generated images, of the VGG19 architecture can represent a more accurate style such as records of computation time, records of loss value coloring than the method of Ihsan [7]. changes, and sequences of style transfer iteration. A survey was also conducted to gather opinions regarding the produced The discoveries made from the prior study [8] inspire this images""]",False,,"The retrieved references focus on VGG architecture and style transfer related to batik images, which does not directly support the claims about the performance of ResNet-101, MobileNetV2, and other models mentioned in the source paragraph."
26,"process, an audit involves acquiring and objectively evaluating evidence related to allegations of economic activities and other operations. The aim is to assess the level of conformity between the reports and predefined criteria, and to communicate the results to relevant users, in this case, the organization responsible for establishing information system gover nan nance. One of the proven frameworks for information system auditing is the Control Objectives for Information and Related Technology (COBIT) 2019, which is utilized as the reference framework in this research . COBIT 2019 offers an effective methodology for evaluating the capability of information technology processes, specifically focusing on Deliver, Service and Support - Operation Management. This framework guarantees that the data (DSS01) is received, managed fully,",Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019,"Through the use of the COBIT 2019 framework, COBIT provides comprehensive guidance for identifying, establishing, and monitoring the necessary controls within the IT environment to achieve defined business objectives.","["". INTRODUCTION implementation of improvements. Audit system with Control Objectives for Information and Audit with COBIT 2019 and process mining from event Related Technologies (COBIT) is a process that refers to a logs represents a holistic approach to evaluating and framework designed to assist organizations in managing and enhancing the effectiveness of an organization's information controlling information technology more effectively [1], [2]. systems [12]"", "". This system aims COBIT 2019, which stands for Control Objectives for to help organizations manage risk, ensure compliance, and Information and Related Technologies, is a comprehensive enhanceperformanceinthecontextofinformationtechnology"", "". systems [12]. Through the use of the COBIT 2019 framework, COBIT provides comprehensive guidance for identifying, auditors can pinpoint key controls necessary to achieve establishing, and monitoring the necessary controls within the predefined business objectives. Meanwhile, event log process IT environment to achieve defined business objectives [3], [4]"", "". 2020, pp. Information System Governance using Framework COBIT 2019,” 61–70. doi: 10.1145/3416508.3417119. International Journal of Computer Applications, vol. 174, no. 31, pp. [25] A. E. Karrar, “The Effect of Using Data Pre-Processing by Imputations 23–30, Apr. 2021, doi: 10.5120/ijca2021921253. in Handling Missing Values,” Indonesian Journal of Electrical [7] A. A. Aibinu and E. Papadonikolaki, “Conceptualizing And Engineering and Informatics (IJEEI), vol. 10, no. 2, Apr"", "". insights into the performance of the organization's information Thus, the system audit with COBIT helps organizations systems, along with recommendations for more effective IT improve the reliability, security, and operational efficiency in management. Thus, audit with COBIT and process mining managing their information technology""]",True,The COBIT 2019 framework provides comprehensive guidance for identifying and monitoring necessary controls within the IT environment to achieve defined business objectives (Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019).,This reference directly supports the source paragraph's claim about COBIT 2019's role in evaluating and ensuring conformity in information system governance.
27,"the Deliver, Service, and Support (DSS) domain to assess the performance of the system and the standards the governance capabilities at the Customer Care unit using the COBIT framework, specifically within the Deliver, Service, and Support (DSS) domain. The primary focus is on assessing process controls related to Information Technology (IT) services and technical support. Data collection is conducted through surveys to support this evaluation. This study adopts a novel approach in identifying COBIT processes, specifically DSS01, through process mining techniques rather than traditional surveys. Process mining utilizes event logs recorded from daily operations. This technique enables real-time process analysis by applying various analytical methods to process these logs. This approach provides deeper and more accurate insights into the effectiveness",Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019,"This technique involves analyzing event logs or records of events that occur within a system, such as business transactions or user activities. From this data, process mining maps the actual workflow, identifies patterns, trends, and areas needing improvement.","["". Business process governance and potential bottleneck activities. control were evaluated using the COBIT 2019 methodology. The findings indicated that out of 30,000 case IDs, the majority Audit with surveys is an effective method for gathering activity sequence pattern that conformed to the SOP was found essential information to evaluate a process or system [11]. in 97.55% of cases"", "". insights into the performance of the organization's information Thus, the system audit with COBIT helps organizations systems, along with recommendations for more effective IT improve the reliability, security, and operational efficiency in management. Thus, audit with COBIT and process mining managing their information technology"", "". An analysis of the method's Manage Service Levels,\"" addresses the management and performance using an event log from a bank's credit establishment of service levels within the scope of an application process revealed that it was 100% accurate in organization's IT [22]. Within DSS01, organizations are identifying incorrect patterns and judgments"", "". visualize and understand the claim process flow, identify This technique involves analyzing event logs or records of noises from established procedures, and find areas needing events that occur within a system, such as business improvement . This analysis provides insights to enhance transactions or user activities. From this data, process mining efficiency and compliance with SOPs in managing automobile maps the actual workflow, identifies patterns, trends, and insurance claims"", "". performance; the analyze phase focuses on identifying the • Root cause validation: Confirm the root cause root cause of the problem; the improve phase measures the using data to ensure it significantly impacts impact of key process variables and modifies processes to performance""]",True,"Process mining analyzes event logs to map actual workflows and identify areas needing improvement, providing insights into the effectiveness of processes (Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019).","The retrieved reference discusses the use of process mining to analyze event logs, which directly supports the source paragraph's focus on assessing process controls and effectiveness through similar methods."
28,"workflow progress and delivering important insights . A major benefit of this method is its ability to use existing database logs, which can decrease the time and cost needed for data collection. Furthermore, using recorded data can reduce the likelihood of information distortion. Given its capability to analyze log data across different systems, process mining has become popular among companies aiming to examine their processe Thus, process mining not only plays a role in improving operational efficiency but also in enhancing the overall quality of healthcare services. This study discusses how process mining can be implemented to support information system audits based on COBIT 2019 for DSS01 Objective, particularly as a method of collecting and validating data within the process",Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019,mining enables auditors to delve into the event log data generated by information systems to visually map process flows.,"["". Survey audits enhance participation still relatively low due to the high variation of trace noise, which and engagement, allowing stakeholders to contribute to affects the outcomes of the process mining models. improving effectiveness and efficiency. Consequently, survey Keywords—COBIT 2019, Event Log, Graph, Process Mining. audits add a qualitative dimension to audit evaluations, facilitating better decision-making and more effective I. INTRODUCTION implementation of improvements"", "". mining enables auditors to delve into the event log data In auditing systems with COBIT, auditors use COBIT generated by information systems to visually map process standards and principles to evaluate the maturity and flows. By combining these two approaches, auditors can effectiveness of internal controls within an organization's IT conduct in-depth analyses of system compliance with COBIT system [5]"", "". visualize and understand the claim process flow, identify This technique involves analyzing event logs or records of noises from established procedures, and find areas needing events that occur within a system, such as business improvement . This analysis provides insights to enhance transactions or user activities. From this data, process mining efficiency and compliance with SOPs in managing automobile maps the actual workflow, identifies patterns, trends, and insurance claims"", "". INTRODUCTION implementation of improvements. Audit system with Control Objectives for Information and Audit with COBIT 2019 and process mining from event Related Technologies (COBIT) is a process that refers to a logs represents a holistic approach to evaluating and framework designed to assist organizations in managing and enhancing the effectiveness of an organization's information controlling information technology more effectively [1], [2]. systems [12]"", "". in 97.55% of cases. However, there were variations in the Using carefully crafted questionnaires, auditors directly activity sequence that indicated the presence of process paths collect data from individuals or groups involved in the process that did not comply with the SOP in 2.45% of the cases. This or system being assessed""]",True,"Process mining allows auditors to analyze event log data generated by information systems to visually map process flows, thereby enhancing operational efficiency and compliance with established procedures (Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019).","The retrieved reference discusses how process mining can be used to analyze event log data, which directly supports the source paragraph's claim about the benefits of process mining in improving operational efficiency and quality in healthcare services."
29,"stage is performance analysis, where the effectiveness and efficiency of the billing processes are reviewed to identify potential areas for improvement. Overall, these stages are crucial to ensure that the billing practices at the hospital are conducted efficiently and transparently. A. Dataset The ""Hospital Billing"" event log was obtained from the financial module of the ERP system used by a regional hospital , This log records various incidents related to the billing of medical services provided by the hospital. Over a three-year period, from 2013 to 2016, a random sample of 100,000 traces was collected, each representing a recorded example of the process in the system. Within this event log, there are 18 different activities, each depicting distinct stages in",Discovery of Hospital Billing Process in a Regional Hospital Using Process Mining,the finance module of the hospital's ERP system was using process mining techniques and the COBIT 2019 explored to determine bottleneck activities in the invoice procedure.,"[""Institut Teknologi Sepuluh Nopember Institut Teknologi Sepuluh Nopember Surabaya 60111, Indonesia Surabaya 60111, Indonesia riyanarto@its.ac.id kelly@its.ac.id Abstract -- The background of this research is facing Prema et al [10] use process mining techniques to examine challenges in identifying process paths that are not in a regional hospital's billing procedure"", "". This is Machado, “Discovery of Hospital Billing Process in a Regional due to the high variation in trace noise, which affects the Hospital Using Process Mining,” in 2023 International Conference on outcomes of the process mining models. Third, analysis of Advancement in Data Science, E-learning and Information System case duration showed significant differences in the time (ICADEIS), IEEE, Aug. 2023, pp. 1–5. doi: required to complete a case"", "". In this study, data claim process paths that are not in accordance with the SOP from the finance module of the hospital's ERP system was using process mining techniques and the COBIT 2019 explored to determine bottleneck activities in the invoice framework. The research method used involves analyzing procedure. Using anonymised event logs, this study aims to insurance claim log data using the DISCO application to map find causality in the hospital's billing process and identify the sequence of activities"", "". visualize and understand the claim process flow, identify This technique involves analyzing event logs or records of noises from established procedures, and find areas needing events that occur within a system, such as business improvement . This analysis provides insights to enhance transactions or user activities. From this data, process mining efficiency and compliance with SOPs in managing automobile maps the actual workflow, identifies patterns, trends, and insurance claims""]",True,"The analysis of the finance module of the hospital's ERP system using process mining techniques aims to identify bottleneck activities in the billing process (Machado, 2023).","This reference directly discusses the use of process mining techniques to analyze the hospital's billing procedures, which aligns with the source paragraph's focus on performance analysis and improvement in billing processes."
30,"Long Short-Term Memory (LSTM) , is a variation of Recurrent Neural Networks (RNN) that has been successfully applied to various Natural Language Processing (NLP) tasks. LSTM has the ability to capture long-range dependencies with sequences making it suitable for solving sequence labeling problems , , , such as Named Entity Recognition tagging (POS-Tag) and Neural (NER), Part-of-Speech combining (NMT). Study Machine Translation Bidirectional LSTM (BiLSTM) model with Conditional Random Field (CRF) to solve NER and POS-Tag Task. BiLSTM encodes word or character vectors into features, while CRF is a classifier to predict the target labels. Previous research has explored enhancing the feature extractor by integrating serves attention mechanisms with existing models or introducing alternative extractors such as Convolutional Neural Networks",Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,"Combining the previous state-of-the-art NER model, BiLSTM, with CRF has proven to improve performance.","["". Softmaxbehavioronvectorsindifferentscales. NERproblem.Combiningthepreviousstate-of-the-artNER model, BiLSTM, with CRF has proven to improve performance [56]. In this paper, CRF is used as the decoder for allencodercombinationsinourexperiment.Foranobserved sequence x = (cid:104)x x ... x (cid:105) with the corresponding tar1 2 n get label y = (cid:104)y y .."", "". D. CONDITIONALRANDOMFIELDLAYER In sequence labeling tasks, such as NER, CRF is a commonmethodused.Accordingtostudies,theHiddenMarkov ModelandtheMaximumEntropyMarkovModel(MEMM) are ineffective at analyzing sentence-level sequences comparedtotheCRFapproach[15].ThemainCRFfeaturesthat can compute cross-position label combination probability grab the researchers’ attention to apply this method to the FIGURE4. Softmaxbehavioronvectorsindifferentscales"", "". Conversely, machine learning methods, especially deep the capacities of Bidirectional Long Short-Term Memory learning, learn from large datasets to identify word patterns (BiLSTM) networks, enhancing the processing of sequential and boundaries, proving more effective for languages with data by capturing contextual information from both preceding intricate structures [18], [23], [28], [29]. and subsequent text elements"", ""dataset[18].Themodel’sperformancewasenhancedbythe dingmodels,suchasWord2vec[34],GloVe[35],ELMo[36], concept of concatenating the word’s vector representation and BERT [13], improved the BiLSTM-CRF architecture"", "". TheseBipletsarederivedfromaword-pair-dependencyprocesstocapturesyntacticrelationshipsbetween words.EachBipletpairundergoesdirectcomparisonwithinthepairsegments.Additionally,weemployed a BiLSTM network augmented with multi-head attention to emphasize critical words more effectively. Through experiments carried out using the SNLI Indo dataset, our approach achieved a test accuracy of 79%, demonstrating its effectiveness in exploiting syntactic dependencies to enhance the performance of RTEinIndonesian""]",True,The combination of the BiLSTM model with Conditional Random Fields (CRF) has been shown to enhance performance in Named Entity Recognition tasks.,"This reference directly supports the claim about the effectiveness of combining BiLSTM with CRF for NER tasks, which is a central point in the source paragraph."
31,"as runtime logs that are constantly generated during the operational period of the device. The information recorded in log data is highly valuable for many purposes, including running system monitoring, running process conformance checks, and overall system evaluation . The use of log data is critical when incident cases occur, as the empirical events and incident scenarios can be discovered by analysing the log artefacts. Assuming that 64252 2024 The Authors. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 License. For more information, see VOLUME 12, 2024 S. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection the integrity of the log is guaranteed, log data is one of the artefacts with the highest priority for investigating",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Human-readable log messages can be found in the flight log, which is highly relevant to various incident cases, as shown in Fig 3. Not only is it highly relevant, but it is also highly prioritised evidence in diverse investigation cases.","["". Inspired by the study, anomalous events on drone objective[33].Anotheralternativetoleveragethepre-trained flight logs can be detected by analysing log messages and model is fine-tuning the models using prompts [34]. With identifying suspect key phrases closely related to drone onlyafewtrainingdata,themodelcancapturethesemantics incident scenarios. Therefore, the region of interest in this of the input logs and detect anomalous log sequences well"", "". DigitalObjectIdentifier10.1109/ACCESS.2025.3580056 Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages SWARDIANTARASILALAHI 1,(GraduateStudentMember,IEEE), TOHARIAHMAD 1,(Member,IEEE),HUDANSTUDIAWAN 1,(Member,IEEE), EIRINIANTHI 2,ANDLOWRIWILLIAMS 2 1DepartmentofInformatics,InstitutTeknologiSepuluhNopember,Surabaya60111,Indonesia 2SchoolofComputerScienceandInformatics,CardiffUniversity,CF244AGCardiff,U.K"", ""robust predictions, enabling drone operators to detect and Furthermore, Jain et al. [10] proposed a framework for diagnose malfunctions quickly and take corrective actions. sensor data identification and verification. An analysis of a Thestructureofthispaperisasfollows.SectionIIpresents drone’sarchitectureandaforensicmodelwithgenericfeatures previous research relating to the drone log analysis and drone are proposed here in order to enhance the digital investigation forensics"", "". use self-attention mechanism to selectively focus on relevant Important analysis of drone logs involves the identification parts of the input sequence, enabling the model to learn of the most critical pieces of information in the log data long-term dependencies effectively [4]. This is particularly and the analysis of how they relate to the incident under useful for drone telemetry data, which is often collected over investigation. This analysis can help investigators identify the extended periods"", ""S.Silalahietal.:InterpretableOrdinal-AwareWithContrastive-EnhancedAnomalySeverityDetection 1) Human-readable log messages can be found in the flightlog,whichishighlyrelevanttovariousincident cases,asshowninFig3.Notonlyisithighlyrelevant, but it is also highly prioritised evidence in diverse investigationcases. 2) Flight log messages cover events from the drone’s sensors,features,andcomponents,makingitonepiece of evidence to perform analysis related to different drone software and hardware components""]",True,"Log messages from UAV flight logs are crucial pieces of evidence in various incident investigations, highlighting their relevance and priority in forensic analysis (Silalahi et al., 2025).","The selected reference directly supports the claim about the importance of log data in incident investigations, specifically mentioning their relevance and prioritization as evidence."
32,"particular system log may need different techniques from one type to another. Generally, log-based anomaly detection can be performed using either point, collective, or contextual approaches. In the log-based anomaly detection literature, most of the existing studies propose either a contextual or collective approach, where the decision is taken by examining a sequence of log events. However, detecting abnormalities in log data can be performed using a point-based approach, where one single log record is the only feature needed. Therefore, several studies explored utilising a point-based approach to detect anomalous events on logs data, such as in operating systems , , drone devices , and distribution systems , . In the drone context, a log message contains a description of",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Existing anomaly detection modelling techniques can be conducted either in a point, contextual, or collective setting. Point anomaly detection characterizes each log entry, whether an event is an abnormality or a normal event.","["". Existing anomaly detection modelling techniques can be conducted either in a point, contextual, or collective setting. Point anomaly FIGURE4. Anillustrationofanomaliesthatoccurduringadrone’sflight. detectioncharacteriseseachlogentry,whetheraneventisan abnormalityoranormalevent.Forinstance,ifausertypesthe wrong password when trying to gain access to an operating inclusive"", "". system remains a topic of interest for the cybersecurity A common approach is the log-based anomaly detecresearch and practitioner communities, such as those in tion approach, which involves the analysis of log entries recorded by systems either in sequence-based or pointThe associate editor coordinating the review of this manuscript and based modelling techniques, considering the case and data characteristics[1]. approvingitforpublicationwasYangTang"", ""S.Silalahietal.:InterpretableOrdinal-AwareWithContrastive-EnhancedAnomalySeverityDetection approach is presented in Section III. The experimental settingsandprocedurearedescribedinSectionIV,whilethe results,findings,anddiscussionsareelaboratedinSectionV. Finally,weconcludethepaperinSectionVI. II. RELATEDWORKS A. LOG-BASEDANOMALYDETECTION Log-based anomaly detection is relatively well-studied, includingincorporatingML[1]anddeeplearning-based[18], [19] to facilitate log anomaly detection"", "". Therefore, this paper proposes a multitask-based systemprompt,thegeneratedlogmessagecanbeconsidered multiclass drone anomaly detection to assist in a forensic as an anomaly [7], [20], [21]. As for contextual anomaly, investigation. The main contributions of this paper are the detection involves analysing some contextually related summarizedasfollows: attributes to determine whether a log entry is an anomaly"", "". Inspired by the study, anomalous events on drone objective[33].Anotheralternativetoleveragethepre-trained flight logs can be detected by analysing log messages and model is fine-tuning the models using prompts [34]. With identifying suspect key phrases closely related to drone onlyafewtrainingdata,themodelcancapturethesemantics incident scenarios. Therefore, the region of interest in this of the input logs and detect anomalous log sequences well""]",True,"Existing anomaly detection modelling techniques can be conducted either in a point, contextual, or collective setting, where point anomaly detection characterizes each log entry as either an abnormality or a normal event.","The retrieved reference directly discusses the point-based approach to anomaly detection in log entries, which aligns with the source paragraph's claim about different techniques for log-based anomaly detection."
33,"several studies explored utilising a point-based approach to detect anomalous events on logs data, such as in operating systems , , drone devices , and distribution systems , . In the drone context, a log message contains a description of occurring events which are triggered by various components such as sensors, peripherals, and firmware. Analysing the log message means analysing events from all aspects of the drone, including sensors, components and features . Typically, existing log-based anomaly detection stud- ies classify log events into two categories: normal and anomaly . This is helpful in an online setting, where the number of detected abnormalities in a certain period of time is considerably small. However, in a digital forensic setting, where the",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"In drone forensics, existing studies generally consider anomalies as contradictory to normal events.","[""robust predictions, enabling drone operators to detect and Furthermore, Jain et al. [10] proposed a framework for diagnose malfunctions quickly and take corrective actions. sensor data identification and verification. An analysis of a Thestructureofthispaperisasfollows.SectionIIpresents drone’sarchitectureandaforensicmodelwithgenericfeatures previous research relating to the drone log analysis and drone are proposed here in order to enhance the digital investigation forensics"", "". Therefore, this paper proposes a multitask-based systemprompt,thegeneratedlogmessagecanbeconsidered multiclass drone anomaly detection to assist in a forensic as an anomaly [7], [20], [21]. As for contextual anomaly, investigation. The main contributions of this paper are the detection involves analysing some contextually related summarizedasfollows: attributes to determine whether a log entry is an anomaly"", "". theexperimentalresults,theTransformerobtainsthehighestF1 In the context of classifying drone malfunctions, the Transscore value of 93.04%. former model can be trained on a dataset of labeled drone Index Terms—drone forensics, forensic investigation, malfunctelemetry data to learn patterns and relationships between the tions, infrastructure, Transformer, Informer, FEDformer drone’s behavior and the root cause of a malfunction. The dataset can include features such as altitude, velocity, battery I"", "". For example, in drone forensics, existing studiesgenerallyconsideranomaliesascontradictorytonormalevents.Inotherwords,alltypesofanomalies are considered equally important. However, the peculiar events experienced by a drone during a flight might contain distinct features indicating the anomalies’ importance or level of urgency. For instance, the message ‘‘Critically low power"", "". [8] S. Silalahi, T. Ahmad, and H. Studiawan, ‘‘Drone flight log anomaly severityclassificationviasentenceembedding,’’inProc.Int.Conf.Artif. [30] S. Han, Q. Wu, H. Zhang, B. Qin, J. Hu, X. Shi, L. Liu, and X. Yin, Intell.,Blockchain,CloudComput.,DataAnal.(ICoABCD),Nov.2023, ‘‘Log-basedanomalydetectionwithrobustfeatureextractionandonline pp.100–105. learning,’’IEEETrans.Inf.ForensicsSecurity,vol.16,pp.2300–2311, 2021""]",True,"Existing studies in drone forensics typically classify anomalies as contradictory to normal events, which is crucial for understanding log-based anomaly detection in various contexts (Silalahi et al., 2023).","This reference directly supports the source paragraph's discussion on classifying log events into normal and anomaly categories, specifically in the context of drone forensics."
34,"classify log events into two categories: normal and anomaly . This is helpful in an online setting, where the number of detected abnormalities in a certain period of time is considerably small. However, in a digital forensic setting, where the detection is performed on all collected artefacts which might be large in size, the number of the abnormalities is likely to be large . Thus, analysing the detection result in a binary setting is impractical for the investigator. Moreover, out of all detected peculiarities, there might be several negligible ones with less severe impacts on the system or less likely to be related to an incident. Extending binary to multiclass anomaly detection can provide more detailed and contextual detection results",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"This study proposes to extend the binary anomaly detection into a multiclass anomaly detection involving four classes: Normal, Low, Medium, and High.","["". As depicted in Fig 18, the highlighted to multiclass anomaly detection while exploiting the shared words align more with the attribution label, supported by high- and low-level features within the log messages that seven out of eight examples belonging to the High severity belong to different severity levels. Therefore, the forensic having positive attribution scores"", "". In a forensic orphrases. setting, analysing a large number of log entries resulting from binary anomaly detection is considered inefficient and labour-intensive as the detection is performed on the C. SCOPEANDCONTRIBUTIONS acquired evidence at one time [12]"", "". e thatundergoesadoublenegation.Therefore,considering 5 Another closely related study fine-tuned several pre-trained the context when performing sentiment analysis to detect LLMs to detect anomalous log entries in a point-based anomaliesindronelogmessagesiscrucial,especiallywhen approach[6].However,existingstudiesonlydetectwhether thelogmessagesfromdifferentclassessharecommonwords an event or subsequent event is an anomaly. In a forensic orphrases"", ""S.Silalahietal.:InterpretableOrdinal-AwareWithContrastive-EnhancedAnomalySeverityDetection approach is presented in Section III. The experimental settingsandprocedurearedescribedinSectionIV,whilethe results,findings,anddiscussionsareelaboratedinSectionV. Finally,weconcludethepaperinSectionVI. II. RELATEDWORKS A. LOG-BASEDANOMALYDETECTION Log-based anomaly detection is relatively well-studied, includingincorporatingML[1]anddeeplearning-based[18], [19] to facilitate log anomaly detection"", "". Thisstudyproposestoextendthebinaryanomalydetection into a multiclass anomaly detection involving four classes: Normal,Low,Medium,andHigh.Thethreeanomalyclasses representingtheseverityoftheabnormalityaredistinguished byseveralcharacteristicsdescribedinSectionIV-A.AsillustratedbyFig.4,adroneexperiencesvariouseventsfromthe takeoff(e )tothelanding(e ).Eacheventisrepresentedby 1 6 a log message that contains a description of the occurring phenomenon.Amongtheeventsthathappenduringaflight, there might be low,""]",True,"This study proposes to extend binary anomaly detection into a multiclass anomaly detection involving four classes: Normal, Low, Medium, and High, which addresses the impracticality of binary analysis in large forensic datasets.","The retrieved reference directly discusses the extension of binary anomaly detection to multiclass detection, which aligns with the source paragraph's claim about the impracticality of binary analysis in a digital forensic setting."
