citation_id,source_paragraph,retrieved_paper,retrieved_chunk,retrieved_contexts,relevant,citation_text,reasoning,hyde_fallback
35,"comparison of the proposed framework, several baselines are constructed, including those that are proposed in published works. This paper proposes a transformer encoder-based log- based anomaly detection optimised using multitask label representation to help the model learn from the overlapped features shared by the samples from different severity levels. A domain-specific decoding procedure is also proposed to infer the prediction result. In-depth analyses are performed to evaluate the proposed framework thoroughly. The main contributions of this paper are summarised as follows: 1) Propose Drone Log Severity (DroLoVe), a severity- oriented multiclass anomaly detection approach on drone flight log data. 2) Propose a data-driven vector representation of the label and a severity-oriented decoding procedure of the VOLUME 12, 2024 64253 S.",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"based multiclass drone flight log anomaly detection framework that includes three anomaly severity levels: low, medium, and high.","[""based multiclass drone flight log anomaly detection\nframework that includes three anomaly severity levels:\nlow, medium, and high. Providing the severity level can\nprovide better detection results for the investigator to\npinpoint the event of interest. Interpretability makes\nthe model training and testing more transparent,\ntrustworthy, and human-friendly.\n2) We propose DroneSBERT,1 a domain-specific embed-\nding to extract semantic features that are well-aligned"", ""‘‘DronLomaly: Runtime detection of anomalous drone behaviors via log\nanalysis and deep learning,’’ in Proc. 29th Asia–Pacific Softw. Eng. Conf.\n(APSEC), Dec. 2022, pp. 119–128.\n[12] Z. Zhao, C. Xu, and B. Li, ‘‘A LSTM-based anomaly detection model\nfor log analysis,’’ J. Signal Process. Syst., vol. 93, no. 7, pp. 745–751,\nJul. 2021.\n[13] M. Memarzadeh, B. Matthews, and T. Templin, ‘‘Multiclass anomaly\ndetection in flight data using semi-supervised explainable deep learning"", ""heads as the substitute for the GRU in the encoder\nlayer of pylogsentiment and incorporated integrated\ngradients to perform explainability analysis.\n5) DroLoVe [9]. The study proposed a multitask learning-\nbased anomaly severity detection on drone flight\nlogs with an assumption that, samples belonging to\nTABLE 4. Dataset composition before and after unique filtering.\nTABLE 5. Anomaly severity characteristics.\n105369\nS. Silalahi et al.:\nTABLE 6. Hyperparameter search space for all scenarios.""]",True,"The proposed framework includes a multiclass anomaly detection approach that categorizes drone flight log anomalies into three severity levels: low, medium, and high (Silalahi et al., 2024).","The retrieved reference directly supports the claim in the source paragraph about the proposed framework's focus on severity-oriented multiclass anomaly detection, specifically mentioning the categorization into three severity levels.",False
36,"follows: 1) Propose Drone Log Severity (DroLoVe), a severity- oriented multiclass anomaly detection approach on drone flight log data. 2) Propose a data-driven vector representation of the label and a severity-oriented decoding procedure of the VOLUME 12, 2024 64253 S. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection FIGURE 2. A word cloud visualisation to see that the samples from different severity levels share common words and phrases. The remainder of the paper is structured as follows: Section II discusses relevant previous studies related to log-based anomaly detection and how to deal with class imbalance problems in log-based anomaly detection task, the proposed framework is explained in detail in Section III, Section IV provides the experimental setup, followed",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"based multiclass drone flight log anomaly detection framework that includes three anomaly severity levels: low, medium, and high.","[""based multiclass drone flight log anomaly detection\nframework that includes three anomaly severity levels:\nlow, medium, and high. Providing the severity level can\nprovide better detection results for the investigator to\npinpoint the event of interest. Interpretability makes\nthe model training and testing more transparent,\ntrustworthy, and human-friendly.\n2) We propose DroneSBERT,1 a domain-specific embed-\nding to extract semantic features that are well-aligned"", ""‘‘DronLomaly: Runtime detection of anomalous drone behaviors via log\nanalysis and deep learning,’’ in Proc. 29th Asia–Pacific Softw. Eng. Conf.\n(APSEC), Dec. 2022, pp. 119–128.\n[12] Z. Zhao, C. Xu, and B. Li, ‘‘A LSTM-based anomaly detection model\nfor log analysis,’’ J. Signal Process. Syst., vol. 93, no. 7, pp. 745–751,\nJul. 2021.\n[13] M. Memarzadeh, B. Matthews, and T. Templin, ‘‘Multiclass anomaly\ndetection in flight data using semi-supervised explainable deep learning""]",True,"The proposed framework includes a multiclass drone flight log anomaly detection approach that categorizes anomalies into three severity levels: low, medium, and high.",The retrieved reference directly supports the source paragraph's claim about a severity-oriented multiclass anomaly detection approach by explicitly mentioning the categorization of anomalies into different severity levels.,False
37,"anomaly detection approach is adopted in this paper. Table 1 presents the summary of the previous related works. B. CLASS IMBALANCE PROBLEM (CIP) IN LOG-BASED ANOMALY DETECTION It is assured that in log-based anomaly detection, the number of anomalous samples is significantly less than the normal ones. Employing a supervised-based technique is prone to bias, as the model tends to learn from the majority samples. To overcome CIP, several studies proposed data-level and algorithm-level solutions . Moreover, in a certain case, there are no anomalous samples available. In this particular situation, a one-class approach can be used to construct a normal baseline model. During the detection, an anomaly score is used to decide if an input event is anomalous based",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"In this case, Section III-B discusses the approach to handle this imbalance.","[""settings and procedure are described in Section IV, while the\nresults, findings, and discussions are elaborated in Section V.\nFinally, we conclude the paper in Section VI.\nII. RELATED WORKS\nA. LOG-BASED ANOMALY DETECTION\nLog-based anomaly detection is relatively well-studied,\nincluding incorporating ML [1] and deep learning-based [18],\n[19] to facilitate log anomaly detection. Existing anomaly\ndetection modelling techniques can be conducted either in"", ""share common samples. The dataset composition is presented\nin Table 4. After reading all the messages carefully, we infer\nthe characteristics of each severity level, as summarised in\nTable 5.\nB. BASELINES\nMost of the studies use a sequence-based approach in the\nlog-based anomaly detection research, as shown in Table 2.\nIn contrast, this paper uses a point-based approach based on\nthe characteristics of the problem and the dataset. Therefore,\nthere are limited references that can be used as baselines for"", ""detection accuracy for binary and multi-class settings [16].\nAs described in Section IV-A, the dataset used in this paper is\nimbalanced. In this case, Section III-B discusses the approach\nto handle this imbalance.\nThis study proposes to extend the binary anomaly detection\ninto a multiclass anomaly detection involving four classes:\nNormal, Low, Medium, and High. The three anomaly classes\nrepresenting the severity of the abnormality are distinguished""]",True,"The approach to handle class imbalance in log-based anomaly detection is discussed, highlighting the challenges posed by the scarcity of anomalous samples (Referensi 3).","The retrieved reference directly addresses the class imbalance problem in log-based anomaly detection, which is a key aspect of the source paragraph's claim.",False
38,"detection approach for drone flight log data. The overall flow of the proposed framework is depicted in Fig 4. The following section describes the approach in more detail. A. OVERVIEW A. OVERVIEW Performing point log-based anomaly detection that takes human-readable log messages as input is similar to conduct- ing sequence or text classification. As mentioned in Section I, this task may be interpreted as a sentiment analysis task that aims to detect negative sentiments within log messages. Taking an n-length log message m = [w1, w2, . . . , wn] from the dataset D = {(mi, ci)}|D| i=1 as the input, where c is the label class name, BERT is used to tokenise the input into a fixed length",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Adopting the concept of sentiment analysis in the general domain into log anomaly detection was first introduced by [7]. Inspired by the study, anomalous events on drone flight logs can be detected by analysing log messages and identifying suspect key phrases closely related to drone incident scenarios.","[""detection approach.\nIII. PROPOSED FRAMEWORK\nA. OVERVIEW\nAdopting the concept of sentiment analysis in the general\ndomain into log anomaly detection was first introduced\nby [7]. Inspired by the study, anomalous events on drone\nflight logs can be detected by analysing log messages and\nidentifying suspect key phrases closely related to drone\nincident scenarios. Therefore, the region of interest in this\npaper is analysing sentiment contained within a log message"", ""based multiclass drone flight log anomaly detection\nframework that includes three anomaly severity levels:\nlow, medium, and high. Providing the severity level can\nprovide better detection results for the investigator to\npinpoint the event of interest. Interpretability makes\nthe model training and testing more transparent,\ntrustworthy, and human-friendly.\n2) We propose DroneSBERT,1 a domain-specific embed-\nding to extract semantic features that are well-aligned"", ""‘‘DronLomaly: Runtime detection of anomalous drone behaviors via log\nanalysis and deep learning,’’ in Proc. 29th Asia–Pacific Softw. Eng. Conf.\n(APSEC), Dec. 2022, pp. 119–128.\n[12] Z. Zhao, C. Xu, and B. Li, ‘‘A LSTM-based anomaly detection model\nfor log analysis,’’ J. Signal Process. Syst., vol. 93, no. 7, pp. 745–751,\nJul. 2021.\n[13] M. Memarzadeh, B. Matthews, and T. Templin, ‘‘Multiclass anomaly\ndetection in flight data using semi-supervised explainable deep learning""]",True,"The concept of applying sentiment analysis to log anomaly detection, particularly for drone flight logs, was first introduced, highlighting the identification of suspect key phrases related to incidents.","This reference directly supports the claim in the source paragraph about using sentiment analysis for detecting anomalies in drone flight log messages, providing specific details about the approach and its relevance.",False
39,"log message m = [w1, w2, . . . , wn] from the dataset D = {(mi, ci)}|D| i=1 as the input, where c is the label class name, BERT is used to tokenise the input into a fixed length sequence with m maximum length and retrieve the contextual embeddings, resulting in an input matrix X ∈ Rm×dBERT which is then paired with the encoded label y. Thus, the numerical input becomes (X, y). This study aims to train a neural network model Mθ to classify the message m into one of the predefined classes c ∈ C = {high, medium, low, normal}, or can be written as Mθ : m → c. Based on past literature discussed in Section",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Another recent study employs sentence embedding to extract the semantic features from log messages, and utilize various machine learning (ML) models to classify anomaly severity.","[""several baselines and state-of-the-art methods from previous\nto investigate the best-performing model’s trustworthiness\nperceived the log messages’ semantics differently and were\nTherefore, DroneSBERT, a domain-specific embedding trained\nfollow-up to the interpretability findings. From the experimental\nhighest performance with an improvement in accuracy and F1\nfiltered dataset, respectively. Therefore, the proposed method\na promising performance while being interpretable and trustworthy."", ""assumption that, log messages that contain words or phrases\nwith negative connotations considered anomalies. Another\nrecent study employs sentence embedding to extract the\nsemantic features from log messages, and utilize various\nmachine learning (ML) models to classify anomaly sever-\nity [8]. The most recent study employs a multitask learning-\nbased solution to solve a mutually inclusive dataset [9].\nThe study relies on the assumption that the neighbouring"", ""capture the directly sequenced events and tend to ignore\nthe indirectly subsequent events. Moreover, the computation\nprocess is non-parallelizable. Therefore, several efforts have\nbeen made to employ the Transformer model for anomaly\ndetection [32]. Instead of training a model using a dataset,\n[33] proposed HilBERT, a BERT-based model pre-trained\nusing a number of public log datasets. The same masked\nlanguage model is used as one of the pre-trained objectives.""]",True,A recent study utilizes sentence embedding to extract semantic features from log messages and employs various machine learning models for classification (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).,"The retrieved reference discusses the use of sentence embedding for extracting semantic features from log messages, which directly relates to the method of tokenizing input and classifying messages as described in the source paragraph.",False
40,"logits z ∈ R|C|, where |C| denotes the number of target class in the dataset. During the training phase, these vectors are used to compute the loss and update the parameter of the model after passing through a normalisation function. For the typical one-hot encoding representation of the label, the standard cross-entropy is used to compute the loss, as defined in the following equation: |C| LCE = − yi · log(ˆyi) i=1 ˆy = softmax(z) exp(zi) ˆyi = Pdim(z) exp(zj) (1) (2) (3) where y and ˆy are the true label vector and the prediction probability distribution, respectively. The prediction proba- bility ˆy is obtained from Eq 2, where each of the element in ˆy is computed using Eq 3.",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"the training objective is to minimise the cross-entropy loss, which is computed using the following equation:","[""unnormalized logits vector using the following equation:\nα = ⊤ + b, ∈ R|C|\nzW (3)\nwhere W ∈ R|C|×768, and b ∈ R|C| are the typical trainable\nweight and bias parameters in a linear layer. Knowing that\nthe number of classes is more than two, the task belongs\nto multiclass classification. Typically, the target label is\nrepresented in a one-hot encoded vector, as depicted in\nFig. 8a. Therefore, the training objective is to minimise the\ncross-entropy loss, which is computed using the following\nequation:\n|C|\nX"", ""interpreting it as a probability. The sigmoid function’s dis-\ntinctive ‘S’ shape allows for a smooth and gradual transition\nbetween the two extremes of probability. This transition is\nparticularly important in cases where the decision boundary\nbetween two classes is unclear. Finally, the model utilizes\nthe binary cross-entropy loss function, deemed appropri-\nate for binary classification tasks. The binary cross-entropy\nloss, a conventional loss function for binary classification,"", ""do\nX.Train, y.Train, X.T est, y.T est ← (data,label)\nend for\nCROSS VALIDATION Process:\nNumber.Folds(5; 10) ← (data,label)\nMODEL: DCNN(X.TRAIN, Y.TRAIN, X.TEST, Y.TEST )\nMODEL(ACCURACY, LOSS) ← sequential\nCONV2D(NONE,16,15,32)\nCONV2D(NONE,16,15, 32)\nDROPOUT(RATE ← 0.1)\nCONV2D(NONE,16,15,32)\nFLATTEN(NONE, 7680)\nDENSE(NONE, 256), ACTIVATION ← RELU\nDENSE(NONE, 256), ACTIVATION ← RELU\nDENSE(NONE, 64), ACTIVATION ← RELU\nDENSE(NONE, 64), ACTIVATION ← RELU\nDENSE(NONE, 9), ACTIVATION ← SOFTMAX""]",True,"The training objective is to minimize the cross-entropy loss, which is computed using a similar approach as described in the context of multiclass classification (Referensi 1).","The retrieved reference discusses minimizing cross-entropy loss in the context of multiclass classification, which directly supports the source paragraph's claim about using cross-entropy for loss computation in a one-hot encoding scenario.",False
41,"study, one of the artefacts of drone devices, the flight log message, is used as the source of the evidence to perform multiclass anomaly severity detection. These human-readable messages, such as ‘‘Aircraft Core Board Overheated’’ and ‘‘Compass error, calibration required’’, can be found in most DJI-make flight logs in three columns: warning, tip, and message. Originally, the flight log was in encrypted.CSV files . Thus, the drone phantom help2 is needed to decrypt the flight log files and then extract the contents. The 2 FIGURE 6. Proposed vector representation of the label based on the dataset characteristics. is computed based on the frequency distribution of the class in the dataset. In this study, three class weights are explored and used",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"based multiclass drone flight log anomaly detection framework that includes three anomaly severity levels: low, medium, and high.","[""based multiclass drone flight log anomaly detection\nframework that includes three anomaly severity levels:\nlow, medium, and high. Providing the severity level can\nprovide better detection results for the investigator to\npinpoint the event of interest. Interpretability makes\nthe model training and testing more transparent,\ntrustworthy, and human-friendly.\n2) We propose DroneSBERT,1 a domain-specific embed-\nding to extract semantic features that are well-aligned"", ""messages acquired from 82 drone models, mostly from\nDJI. This is one of the main challenges in drone forensics\nresearch, where human-readable flight log datasets from\nother drone models are unavailable. In the future, we plan\nto explore the flight logs of other drone models to train more\ngeneral anomaly detection models. As for the method, multi-\nobjective learning that employs multiple loss functions to\ntrain an anomaly detection model will be explored.\nDATA AVAILABILITY""]",True,"The proposed framework for multiclass drone flight log anomaly detection includes three severity levels: low, medium, and high, which enhances the detection results for investigators (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).","The retrieved reference directly discusses a multiclass anomaly detection framework that categorizes anomalies into three severity levels, which aligns with the source paragraph's focus on multiclass anomaly severity detection using drone flight log messages.",False
42,"the unfiltered is the actual collection of drone flight log messages gathered from the two sources mentioned previously. The dataset is split into training and testing with an 80:20 ratio. The summary of the per-class distribution in the dataset is presented in Table 2. B. BASELINES B. BASELINES In this study, an extensive experiment with various types of encoders is conducted to construct strong baselines for performance comparison. Ensuring the objectivity of the comparison, the hyperparameters of these baselines are fine-tuned using grid search on a finite search space, as shown in Table 3. The details of the baseline construction are described in the following subsections. 1) BASELINE FROM DIVERSE SUITABLE ENCODERS The distinction between the baseline and the proposed",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"the study proposed a multitask learning-based anomaly severity detection on drone flight logs with an assumption that, samples belonging to","[""heads as the substitute for the GRU in the encoder\nlayer of pylogsentiment and incorporated integrated\ngradients to perform explainability analysis.\n5) DroLoVe [9]. The study proposed a multitask learning-\nbased anomaly severity detection on drone flight\nlogs with an assumption that, samples belonging to\nTABLE 4. Dataset composition before and after unique filtering.\nTABLE 5. Anomaly severity characteristics.\n105369\nS. Silalahi et al.:\nTABLE 6. Hyperparameter search space for all scenarios."", ""‘‘DronLomaly: Runtime detection of anomalous drone behaviors via log\nanalysis and deep learning,’’ in Proc. 29th Asia–Pacific Softw. Eng. Conf.\n(APSEC), Dec. 2022, pp. 119–128.\n[12] Z. Zhao, C. Xu, and B. Li, ‘‘A LSTM-based anomaly detection model\nfor log analysis,’’ J. Signal Process. Syst., vol. 93, no. 7, pp. 745–751,\nJul. 2021.\n[13] M. Memarzadeh, B. Matthews, and T. Templin, ‘‘Multiclass anomaly\ndetection in flight data using semi-supervised explainable deep learning"", ""In the table, the reported score of our proposed framework’s\nperformance is taken from the best-performing configuration\nas shown in Table 7 and Table 8. It can be seen from the scores\nshown in Table 9 that Neurallog consistently outperforms\nthe other baselines on both datasets. However, our proposed\napproach outperforms all the baselines significantly tested on\nthe filtered dataset, with a 2.564% improvement in accuracy\nthan Neurallog. While for the unfiltered dataset, Dronelog""]",True,"The study proposed a multitask learning-based anomaly severity detection framework for drone flight logs, which aligns with the methods discussed in the source paragraph regarding baseline construction and performance comparison.","The retrieved reference discusses a multitask learning-based approach for anomaly detection in drone flight logs, which directly relates to the methods and objectives outlined in the source paragraph about constructing baselines for performance comparison.",False
43,"PREVIOUS WORKS Among the relevant published studies in the log-based anomaly detection space, sequence-based is one of the most commonly used approaches. Therefore, there are limited relevant references as this study employs a point-based approach. Below are the relevant baselines from previous research: 1) Pylogsentiment is the first study which employs sentiment analysis-based anomaly detection on operat- ing system logs using GRU and GloVe embedding. 2) SentiLog , similar to , use a two-layered BiLSTM and GloVe embedding model to perform anomaly detection on parallel file system logs. 3) TransSentLog is a further development of and uses a two-layered transformer encoder which used two attention heads and GloVe embedding along with integrated gradients to add explainability to the trained model.",SentiLog: Anomaly detecting,the study proposed a log-based anomaly detection without parsing to preprocess the logs. BERT is used as the embedding and one-layer Transformer encoder with 12 attention heads trained on several public log datasets in a sequence-based setting.,"[""anomalous log records in a point-based setting.\n3) NeuralLog [21]. The study proposed a log-based\nanomaly detection without parsing to preprocess the\nlogs. BERT is used as the embedding and one-layer\nTransformer encoder with 12 attention heads trained on\nseveral public log datasets in a sequence-based setting.\n4) TransSentLog [36]. The study is an extended work\nof the first baseline, pylogsentiment, which employed\na two-layer Transformer encoder with two attention"", ""pp. 121–133, Jan. 2022.\n[18] X. Zhao, Z. Jiang, and J. Ma, ‘‘A survey of deep anomaly detection for\nsystem logs,’’ in Proc. Int. Joint Conf. Neural Netw. (IJCNN), Jul. 2022,\npp. 1–8.\n[19] M. Landauer, S. Onder, F. Skopik, and M. Wurzenberger, ‘‘Deep learning\nfor anomaly detection in log data: A survey,’’ Mach. Learn. With Appl.,\nvol. 12, Jun. 2023, Art. no. 100470.\n[20] D. Zhang, D. Dai, R. Han, and M. Zheng, ‘‘SentiLog: Anomaly detecting"", ""settings and procedure are described in Section IV, while the\nresults, findings, and discussions are elaborated in Section V.\nFinally, we conclude the paper in Section VI.\nII. RELATED WORKS\nA. LOG-BASED ANOMALY DETECTION\nLog-based anomaly detection is relatively well-studied,\nincluding incorporating ML [1] and deep learning-based [18],\n[19] to facilitate log anomaly detection. Existing anomaly\ndetection modelling techniques can be conducted either in""]",True,"The study proposed a log-based anomaly detection method that utilizes BERT embeddings and a one-layer Transformer encoder, highlighting a point-based approach to anomaly detection in logs.","The retrieved reference discusses a log-based anomaly detection method that aligns with the point-based approach mentioned in the source paragraph, making it directly relevant.",False
44,"this section reports the experimental results along with in-depth discussions and analyses. A. BEST PERFORMING SCENARIO A. BEST PERFORMING SCENARIO 1) EVALUATION METRIC After experimenting with all the designed scenarios, the models’ performance is evaluated on the test dataset. The best-performing model from each pair of encoder type and loss function is reported in Table 4 and Table 5 for unfiltered and filtered datasets. Based on the evaluation metrics shown in both tables, the proposed scenario outperforms all baseline scenarios on all encoder types tested on the unfiltered dataset, with an accuracy of 96.875 and an F1 score of 96.851. As for the filtered dataset, the transformer encoder trained on the baseline scenario outperforms the other scenarios on all encoder",Forensic Investigation of Drone Malfunctions with Transformer,"In this section, we presented the results of each Transformer variant to classify custom datasets that have been built before.","[""like accuracy, precision, recall, and the F1 score.\nAs for the equipment used in this experiment, we employ\na computer with a Ryzen 5 4600H 3.0 GHz CPU, 1 TB of\nstorage, 24 GB of RAM, and a VGA NVidia GTX 1650Ti\ngraphics card with 4 GB of VRAM.\nC. Experimental Results and Analysis\nIn this section, we presented the results of each Transformer\nvariant to classify custom datasets that have been built before.\nIn this experiment, we used 75 epochs for each Transformer"", ""content may change prior to final publication.\npresented in Table IV that includes multiple model\nconfigurations that progressively incorporate key\ncomponents: ensemble-based supervision, hierarchical\ndecoding, knowledge distillation, Vision Transformer\nencoding, and image enhancement.\nBegin with a baseline CNN ensemble (VGG16,\nInceptionV3, DenseNet121) + GPT-2, which achieves a\nBLEU-4 score of 0.104, ROUGE-L of 0.220, and CIDEr of\n0.200. This configuration lacks any advanced decoding"", ""19,016.86043 MSE, 0.00744 sMAPE, 0.33052 F1-score,\nand 0.50397 MWRE@0.75. The best-performing machine\nlearning model was LightGBM, with evaluation scores\nof 0.99843 R2, 96.76132 MAE, 56,754.18872 MSE,\n0.00833 sMAPE, 0.32185 F1-score, and 0.51070\nMWRE@0.75. CEM and REM outperformed LightGBM.\nAmong MLP, LSTM, GRU, and CNN-LSTM, GRU delivered\nthe best performance in 3 out of 6 metrics, with scores of\n0.99986 R2, 45.81115 MAE, and 5,031.56097 MSE. CNN-\nLSTM excelled in the sMAPE metric, while LSTM surpassed""]",True,"The experimental results demonstrate the performance of various Transformer variants on custom datasets, highlighting their effectiveness in classification tasks.","The retrieved reference discusses experimental results related to Transformer models, which aligns with the source paragraph's focus on model performance evaluation and results.",False
45,"on all encoder types tested on the unfiltered dataset, with an accuracy of 96.875 and an F1 score of 96.851. As for the filtered dataset, the transformer encoder trained on the baseline scenario outperforms the other scenarios on all encoder types with an accuracy of 83.761 and an F1 score of 82.967. The proposed scenario only performs better on the GRU and LSTM encoders than the baseline scenarios. 2) PREDICTION CONFIDENCE Evaluating the performance of a neural model strongly depends on the task and domain problem. In a particular task, accuracy can be the only important metric. However, in some other domains, having a high accuracy does not suffice. For example, in this study, the model needs to be sure",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"scores on the filtered and unfiltered datasets with significant improvements. This is also the case for the LSTM-based approach, which outperforms the Sentilog on the filtered and unfiltered datasets. Our best-performing approach, which uses a Transformer as the encoder, achieves the highest among all the encoders and outperforms the two Transformer-based baselines, Neurallog and TransSentLog.","[""scores on the filtered and unfiltered datasets with significant\nimprovements. This is also the case for the LSTM-based\napproach, which outperforms the Sentilog on the filtered\nand unfiltered datasets. Our best-performing approach, which\nuses a Transformer as the encoder, achieves the highest\namong all the encoders and outperforms the two Transformer-\nbased baselines, Neurallog and TransSentLog. Therefore, the\nproposed approach is superior not only to our own baselines"", ""19,016.86043 MSE, 0.00744 sMAPE, 0.33052 F1-score,\nand 0.50397 MWRE@0.75. The best-performing machine\nlearning model was LightGBM, with evaluation scores\nof 0.99843 R2, 96.76132 MAE, 56,754.18872 MSE,\n0.00833 sMAPE, 0.32185 F1-score, and 0.51070\nMWRE@0.75. CEM and REM outperformed LightGBM.\nAmong MLP, LSTM, GRU, and CNN-LSTM, GRU delivered\nthe best performance in 3 out of 6 metrics, with scores of\n0.99986 R2, 45.81115 MAE, and 5,031.56097 MSE. CNN-\nLSTM excelled in the sMAPE metric, while LSTM surpassed"", ""The BiLSTM model obtained a lower accuracy and F1\nscore of 81.24% and 84.84%, respectively, compared to\nCNN despite having a relatively high recall rate. Mean-\nwhile, the BiGRU model obtained the highest accuracy,\nrecall, precision, and F1 score among the baseline mod-\nels, with a value of 85.46%, 87.80%, 86.85%, and 86.31%,\nrespectively. The CNN-BiGRU model exhibited enhanced\naccuracy and F1 score in contrast to the baseline mod-\nels, with a value of 87.53% and 86.89%, respectively.""]",True,"The transformer encoder achieves the highest performance among all tested encoders on the filtered and unfiltered datasets, outperforming other baselines (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).","The retrieved reference discusses the performance of a transformer encoder, which directly supports the claims made in the source paragraph regarding accuracy and F1 scores across different datasets.",False
46,"which hyperparameter the accuracy depends on. The dependency can be either increasing or decreasing the accuracy. Nevertheless, it can help choose which hyperparameter to modify in the next experiments. C. COMPARISON WITH STATE-OF-THE-ART MODELS C. COMPARISON WITH STATE-OF-THE-ART MODELS In this study, several baselines from previous studies are reproduced on the dataset to perform performance compar- isons. The reproduced performance from an experimental procedure explained in subsection IV-B2 is presented in Table 6. On both datasets, the proposed scenario outper- forms all the baselines with an improvement of 0.423 and 0.665 in the F1 score on the filtered and unfiltered datasets, respectively. Considering that Pylogsentiment used a GRU-based encoder and SentiLog used an LSTM-based the proposed scenarios on these two",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"scores on the filtered and unfiltered datasets with significant improvements. This is also the case for the LSTM-based approach, which outperforms the Sentilog on the filtered and unfiltered datasets.","[""19,016.86043 MSE, 0.00744 sMAPE, 0.33052 F1-score,\nand 0.50397 MWRE@0.75. The best-performing machine\nlearning model was LightGBM, with evaluation scores\nof 0.99843 R2, 96.76132 MAE, 56,754.18872 MSE,\n0.00833 sMAPE, 0.32185 F1-score, and 0.51070\nMWRE@0.75. CEM and REM outperformed LightGBM.\nAmong MLP, LSTM, GRU, and CNN-LSTM, GRU delivered\nthe best performance in 3 out of 6 metrics, with scores of\n0.99986 R2, 45.81115 MAE, and 5,031.56097 MSE. CNN-\nLSTM excelled in the sMAPE metric, while LSTM surpassed"", ""scores on the filtered and unfiltered datasets with significant\nimprovements. This is also the case for the LSTM-based\napproach, which outperforms the Sentilog on the filtered\nand unfiltered datasets. Our best-performing approach, which\nuses a Transformer as the encoder, achieves the highest\namong all the encoders and outperforms the two Transformer-\nbased baselines, Neurallog and TransSentLog. Therefore, the\nproposed approach is superior not only to our own baselines"", ""capabilities of these models [21]. Recent advances in NLP\nbased on deep learning are discussed by Young et al. [22].\nIn recent years, the complex task of detecting sarcasm has\ndeveloped into a prominent field of study in sentiment\nanalysis, utilizing advanced computational techniques and\ndiverse methodologies. He et al. [23] presented a novel\napproach that integrates graph convolutional networks (GCN)\nwith BiLSTM, demonstrating the use of network topology""]",True,"The LSTM-based approach demonstrated significant improvements in performance on both filtered and unfiltered datasets, outperforming previous models (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).","This reference discusses the performance of LSTM-based approaches on filtered and unfiltered datasets, which directly supports the claims made in the source paragraph regarding performance comparisons and improvements.",False
